Vehicle_label,Road_order,Total_time,Leading_vehicles,Stopped_time,Stop_while_front,Round_number,vehicle_rate
0,"[0, 1]",67.44999999999831,"[-999, -999]","[0, 0]","[0, 0]",1,36
1,"[2, 3]",67.79999999999829,"[-999, -999]","[0, 0]","[0, 0]",1,36
2,"[0, 1]",70.04999999999816,"[0, 0]","[0, 0]","[0, 0]",1,36
3,"[0, 1]",73.39999999999797,"[2, 2]","[0, 0]","[0, 0]",1,36
4,"[0, 1]",76.3999999999978,"[3, 3]","[0, 0]","[0, 0]",1,36
5,"[0, 1]",79.14999999999765,"[4, 4]","[0, 0]","[0, 0]",1,36
6,"[0, 1]",81.7999999999975,"[5, 5]","[0, 0]","[0, 0]",1,36
7,"[2, 3]",68.54999999999825,"[1, 1]","[0, 0]","[0, 0]",1,36
8,"[2, 3]",72.899999999998,"[7, 7]","[0, 0]","[0, 0]",1,36
9,"[2, 3]",76.64999999999779,"[8, 8]","[0, 0]","[0, 0]",1,36
10,"[2, 3]",80.09999999999759,"[9, 9]","[0, 0]","[0, 0]",1,36
11,"[0, 1]",77.54999999999774,"[6, 6]","[0, 0]","[0, 0]",1,36
12,"[2, 3]",81.6999999999975,"[10, 10]","[0, 0]","[0, 0]",1,36
13,"[2, 3]",84.84999999999732,"[12, 12]","[0, 0]","[0, 0]",1,36
14,"[0, 1]",76.74999999999778,"[11, 11]","[0, 0]","[0, 0]",1,36
15,"[0, 1]",79.54999999999762,"[14, 14]","[0, 0]","[0, 0]",1,36
16,"[2, 3]",84.44999999999735,"[13, 13]","[0, 0]","[0, 0]",1,36
17,"[2, 3]",87.44999999999717,"[16, 16]","[0, 0]","[0, 0]",1,36
18,"[2, 3]",90.79999999999698,"[17, 17]","[0, 0]","[0, 0]",1,36
19,"[2, 3]",94.69999999999676,"[18, 18]","[0, 0]","[0, 0]",1,36
20,"[0, 1]",75.84999999999783,"[15, 15]","[0, 0]","[0, 0]",1,36
21,"[0, 1]",79.14999999999765,"[20, 20]","[0, 0]","[0, 0]",1,36
22,"[2, 3]",95.29999999999673,"[19, 19]","[0, 0]","[0, 0]",1,36
23,"[0, 1]",80.79999999999755,"[21, 21]","[0, 0]","[0, 0]",1,36
24,"[0, 1]",84.14999999999736,"[23, 23]","[0, 0]","[0, 0]",1,36
25,"[2, 3]",96.09999999999668,"[22, 22]","[7.549999999999981, 0]","[0, 0]",1,36
26,"[2, 3]",100.29999999999644,"[25, 25]","[9.600000000000001, 0]","[0, 0]",1,36
27,"[2, 3]",104.44999999999621,"[26, 26]","[7.199999999999982, 0]","[0, 0]",1,36
28,"[0, 1]",82.39999999999746,"[24, 24]","[0, 0]","[0, 0]",1,36
29,"[2, 3]",106.84999999999607,"[27, 27]","[5.4999999999999885, 0]","[0, 0]",1,36
30,"[0, 1]",83.99999999999737,"[28, 28]","[0, 0]","[0, 0]",1,36
31,"[0, 1]",87.29999999999718,"[30, 30]","[0, 0]","[0, 0]",1,36
32,"[0, 1]",90.599999999997,"[31, 31]","[0, 0]","[0, 0]",1,36
33,"[0, 1]",93.9499999999968,"[32, 32]","[0, 0]","[0, 0]",1,36
34,"[2, 3]",104.24999999999622,"[29, 29]","[3.999999999999994, 0]","[0, 0]",1,36
