Vehicle_label,Road_order,Total_time,Leading_vehicles,Stopped_time,Stop_while_front,Round_number,vehicle_rate
0,"[0, 1]",67.44999999999831,"[-999, -999]","[0, 0]","[0, 0]",1,50
1,"[0, 1]",72.14999999999804,"[0, 0]","[0, 0]","[0, 0]",1,50
2,"[2, 3]",67.79999999999829,"[-999, -999]","[0, 0]","[0, 0]",1,50
3,"[2, 3]",72.79999999999801,"[2, 2]","[0, 0]","[0, 0]",1,50
4,"[0, 1]",73.49999999999797,"[1, 1]","[0, 0]","[0, 0]",1,50
5,"[2, 3]",75.74999999999784,"[3, 3]","[0, 0]","[0, 0]",1,50
6,"[0, 1]",75.69999999999784,"[4, 4]","[0, 0]","[0, 0]",1,50
7,"[0, 1]",78.94999999999766,"[6, 6]","[0, 0]","[0, 0]",1,50
8,"[2, 3]",77.24999999999775,"[5, 5]","[0, 0]","[0, 0]",1,50
9,"[2, 3]",81.09999999999754,"[8, 8]","[0, 0]","[0, 0]",1,50
10,"[0, 1]",79.74999999999761,"[7, 7]","[0, 0]","[0, 0]",1,50
11,"[0, 1]",82.74999999999744,"[10, 10]","[0, 0]","[0, 0]",1,50
12,"[0, 1]",85.79999999999727,"[11, 11]","[0, 0]","[0, 0]",1,50
13,"[2, 3]",81.09999999999754,"[9, 9]","[0, 0]","[0, 0]",1,50
14,"[0, 1]",87.79999999999715,"[12, 12]","[0, 0]","[0, 0]",1,50
15,"[2, 3]",83.4999999999974,"[13, 13]","[0, 0]","[0, 0]",1,50
16,"[0, 1]",90.09999999999702,"[14, 14]","[0, 0]","[0, 0]",1,50
17,"[2, 3]",85.79999999999727,"[15, 15]","[0, 0]","[0, 0]",1,50
18,"[2, 3]",89.49999999999706,"[17, 17]","[0, 0]","[0, 0]",1,50
19,"[0, 1]",91.44999999999695,"[16, 16]","[0, 0]","[0, 0]",1,50
20,"[0, 1]",95.34999999999673,"[19, 19]","[0, 0]","[0, 0]",1,50
21,"[2, 3]",91.24999999999696,"[18, 18]","[0, 0]","[0, 0]",1,50
22,"[2, 3]",95.7499999999967,"[21, 21]","[0, 0]","[0, 0]",1,50
23,"[0, 1]",96.79999999999664,"[20, 20]","[0, 0]","[0, 0]",1,50
24,"[2, 3]",99.14999999999651,"[22, 22]","[6.199999999999986, 0]","[0, 0]",1,50
25,"[2, 3]",103.89999999999624,"[24, 24]","[8.79999999999999, 0]","[0, 0]",1,50
26,"[0, 1]",98.19999999999656,"[23, 23]","[0, 0]","[0, 0]",1,50
27,"[0, 1]",101.94999999999635,"[26, 26]","[0, 0]","[0, 0]",1,50
28,"[0, 1]",105.74999999999613,"[27, 27]","[0, 0]","[0, 0]",1,50
29,"[2, 3]",104.74999999999619,"[25, 25]","[6.449999999999985, 0]","[0, 0]",1,50
30,"[2, 3]",109.34999999999593,"[29, 29]","[4.749999999999991, 0]","[0, 0]",1,50
31,"[0, 1]",106.99999999999606,"[28, 28]","[0, 0]","[0, 0]",1,50
32,"[2, 3]",112.79999999999573,"[30, 30]","[3.1999999999999966, 0]","[0, 0]",1,50
33,"[2, 3]",117.39999999999547,"[32, 32]","[1.7000000000000008, 0]","[0, 0]",1,50
34,"[0, 1]",108.29999999999599,"[31, 31]","[0, 0]","[0, 0]",1,50
35,"[2, 3]",120.79999999999528,"[33, 33]","[0, 0]","[0, 0]",1,50
36,"[0, 1]",110.79999999999585,"[34, 34]","[0, 0]","[0, 0]",1,50
37,"[0, 1]",114.54999999999563,"[36, 36]","[0, 0]","[0, 0]",1,50
38,"[0, 1]",118.29999999999542,"[37, 37]","[0, 0]","[0, 0]",1,50
39,"[0, 1]",122.0999999999952,"[38, 38]","[0, 0]","[0, 0]",1,50
40,"[0, 1]",125.89999999999499,"[39, 39]","[0, 0]","[0, 0]",1,50
41,"[2, 3]",119.14999999999537,"[35, 35]","[0, 0]","[0, 0]",1,50
42,"[0, 1]",128.39999999999495,"[40, 40]","[0, 0]","[0, 0]",1,50
43,"[0, 1]",132.24999999999582,"[42, 42]","[0, 0]","[0, 0]",1,50
44,"[2, 3]",121.29999999999525,"[41, 41]","[0, 0]","[0, 0]",1,50
45,"[2, 3]",125.94999999999499,"[44, 44]","[0, 0]","[0, 0]",1,50
46,"[0, 1]",133.4999999999961,"[43, 43]","[0, 0]","[0, 0]",1,50
47,"[0, 1]",137.24999999999696,"[46, 46]","[0, 0]","[0, 0]",1,50
48,"[0, 1]",141.04999999999782,"[47, 47]","[0, 0]","[0, 0]",1,50
49,"[2, 3]",126.79999999999494,"[45, 45]","[0, 0]","[0, 0]",1,50
50,"[0, 1]",143.5999999999984,"[48, 48]","[0, 0]","[0, 0]",1,50
51,"[0, 1]",147.34999999999926,"[50, 50]","[0, 0]","[0, 0]",1,50
