Vehicle_label,Road_order,Total_time,Leading_vehicles,Stopped_time,Stop_while_front,Round_number,vehicle_rate
0,"[2, 3]",67.79999999999829,"[-999, -999]","[0, 0]","[0, 0]",1,1000
1,"[0, 1]",67.44999999999831,"[-999, -999]","[0, 0]","[0, 0]",1,1000
2,"[2, 3]",73.84999999999795,"[0, 0]","[2.9999999999999973, 0]","[0, 0]",1,1000
3,"[0, 1]",73.19999999999798,"[1, 1]","[3.099999999999997, 0]","[0, 0]",1,1000
4,"[2, 3]",79.09999999999765,"[2, 2]","[6.349999999999985, 0]","[0, 0]",1,1000
5,"[0, 1]",78.0999999999977,"[3, 3]","[6.799999999999984, 0]","[0, 0]",1,1000
6,"[2, 3]",84.04999999999737,"[4, 4]","[9.750000000000004, 0]","[0, 0]",1,1000
7,"[0, 1]",82.59999999999745,"[5, 5]","[10.550000000000015, 0]","[0, 0]",1,1000
8,"[2, 3]",88.7999999999971,"[6, 6]","[13.100000000000051, 0]","[0, 0]",1,1000
9,"[2, 3]",93.59999999999683,"[8, 8]","[16.6000000000001, 0]","[0, 0]",1,1000
10,"[2, 3]",98.24999999999656,"[9, 9]","[20.10000000000015, 0]","[0, 0]",1,1000
11,"[0, 1]",86.59999999999722,"[7, 7]","[14.100000000000065, 0]","[0, 0]",1,1000
12,"[0, 1]",90.89999999999698,"[11, 11]","[17.95000000000012, 0]","[0, 0]",1,1000
13,"[2, 3]",102.69999999999631,"[10, 10]","[23.350000000000197, 0]","[0, 0]",1,1000
14,"[0, 1]",94.89999999999675,"[12, 12]","[21.750000000000174, 0]","[0, 0]",1,1000
15,"[0, 1]",99.04999999999652,"[14, 14]","[25.65000000000023, 0]","[0, 0]",1,1000
16,"[2, 3]",107.19999999999605,"[13, 13]","[26.650000000000244, 0]","[0, 0]",1,1000
17,"[0, 1]",103.24999999999628,"[15, 15]","[29.400000000000283, 0]","[0, 0]",1,1000
18,"[2, 3]",112.34999999999576,"[16, 16]","[30.00000000000029, 0]","[0, 0]",1,1000
19,"[2, 3]",117.99999999999544,"[18, 18]","[33.500000000000234, 0]","[0, 0]",1,1000
20,"[0, 1]",107.64999999999603,"[17, 17]","[33.10000000000026, 0]","[0, 0]",1,1000
21,"[0, 1]",112.49999999999575,"[20, 20]","[37.000000000000036, 0]","[0, 0]",1,1000
22,"[0, 1]",117.49999999999547,"[21, 21]","[40.899999999999814, 0]","[0, 0]",1,1000
23,"[0, 1]",122.44999999999519,"[22, 22]","[44.749999999999595, 0]","[0, 0]",1,1000
24,"[0, 1]",127.3499999999949,"[23, 23]","[48.64999999999937, 0]","[0, 0]",1,1000
25,"[0, 1]",132.24999999999582,"[24, 24]","[52.54999999999915, 0]","[0, 0]",1,1000
26,"[0, 1]",137.14999999999694,"[25, 25]","[56.44999999999893, 0]","[0, 0]",1,1000
27,"[0, 1]",142.04999999999805,"[26, 26]","[60.29999999999871, 0]","[0, 0]",1,1000
28,"[2, 3]",122.89999999999516,"[19, 19]","[42.299999999999734, 0]","[0, 0]",1,1000
29,"[0, 1]",146.89999999999915,"[27, 27]","[64.0999999999985, 0]","[0, 0]",1,1000
30,"[2, 3]",128.54999999999498,"[28, 28]","[48.34999999999939, 0]","[0, 0]",1,1000
31,"[2, 3]",134.2999999999963,"[30, 30]","[49.499999999999325, 0]","[0, 0]",1,1000
32,"[0, 1]",151.60000000000022,"[29, 29]","[67.79999999999829, 0]","[0, 0]",1,1000
33,"[2, 3]",139.94999999999757,"[31, 31]","[51.14999999999923, 0]","[0, 0]",1,1000
34,"[0, 1]",156.4000000000013,"[32, 32]","[71.54999999999808, 0]","[0, 0]",1,1000
35,"[0, 1]",161.35000000000244,"[34, 34]","[75.44999999999786, 0]","[0, 0]",1,1000
36,"[2, 3]",145.59999999999886,"[33, 33]","[52.89999999999913, 0]","[0, 0]",1,1000
37,"[2, 3]",151.35000000000016,"[36, 36]","[54.84999999999902, 0]","[0, 0]",1,1000
38,"[0, 1]",166.0500000000035,"[35, 35]","[79.14999999999765, 0]","[0, 0]",1,1000
39,"[2, 3]",157.05000000000146,"[37, 37]","[56.549999999998924, 0]","[0, 0]",1,1000
40,"[2, 3]",162.85000000000278,"[39, 39]","[60.049999999998725, 0]","[0, 0]",1,1000
41,"[2, 3]",168.6000000000041,"[40, 40]","[63.49999999999853, 0]","[0, 0]",1,1000
42,"[2, 3]",174.4000000000054,"[41, 41]","[66.99999999999834, 0]","[0, 0]",1,1000
43,"[0, 1]",170.60000000000454,"[38, 38]","[82.64999999999745, 0]","[0, 0]",1,1000
44,"[2, 3]",180.0500000000067,"[42, 42]","[70.34999999999815, 0]","[0, 0]",1,1000
45,"[2, 3]",185.90000000000802,"[44, 44]","[73.84999999999795, 0]","[0, 0]",1,1000
46,"[0, 1]",175.35000000000562,"[43, 43]","[86.29999999999724, 0]","[0, 0]",1,1000
47,"[0, 1]",180.25000000000674,"[46, 46]","[90.19999999999702, 0]","[0, 0]",1,1000
48,"[0, 1]",185.20000000000786,"[47, 47]","[94.0999999999968, 0]","[0, 0]",1,1000
49,"[0, 1]",190.10000000000898,"[48, 48]","[97.99999999999658, 0]","[0, 0]",1,1000
