Vehicle_label,Road_order,Total_time,Leading_vehicles,Stopped_time,Stop_while_front,Round_number,vehicle_rate
0,"[0, 1]",67.44999999999831,"[-999, -999]","[0, 0]","[0, 0]",1,52
1,"[0, 1]",72.19999999999804,"[0, 0]","[0, 0]","[0, 0]",1,52
2,"[0, 1]",76.09999999999782,"[1, 1]","[0, 0]","[0, 0]",1,52
3,"[0, 1]",79.54999999999762,"[2, 2]","[0, 0]","[0, 0]",1,52
4,"[0, 1]",82.79999999999744,"[3, 3]","[0, 0]","[0, 0]",1,52
5,"[0, 1]",85.99999999999726,"[4, 4]","[0, 0]","[0, 0]",1,52
6,"[2, 3]",67.79999999999829,"[-999, -999]","[0, 0]","[0, 0]",1,52
7,"[2, 3]",72.849999999998,"[6, 6]","[0, 0]","[0, 0]",1,52
8,"[2, 3]",77.09999999999776,"[7, 7]","[0, 0]","[0, 0]",1,52
9,"[2, 3]",80.99999999999754,"[8, 8]","[0, 0]","[0, 0]",1,52
10,"[0, 1]",84.19999999999736,"[5, 5]","[0, 0]","[0, 0]",1,52
11,"[2, 3]",83.5999999999974,"[9, 9]","[0, 0]","[0, 0]",1,52
12,"[2, 3]",87.29999999999718,"[11, 11]","[0, 0]","[0, 0]",1,52
13,"[2, 3]",90.89999999999698,"[12, 12]","[0, 0]","[0, 0]",1,52
14,"[0, 1]",83.64999999999739,"[10, 10]","[0, 0]","[0, 0]",1,52
15,"[0, 1]",86.8999999999972,"[14, 14]","[0, 0]","[0, 0]",1,52
16,"[2, 3]",91.94999999999692,"[13, 13]","[0, 0]","[0, 0]",1,52
17,"[2, 3]",95.64999999999671,"[16, 16]","[0, 0]","[0, 0]",1,52
18,"[0, 1]",87.94999999999715,"[15, 15]","[0, 0]","[0, 0]",1,52
19,"[0, 1]",91.69999999999693,"[18, 18]","[0, 0]","[0, 0]",1,52
20,"[2, 3]",97.34999999999661,"[17, 17]","[0, 0]","[0, 0]",1,52
21,"[0, 1]",94.39999999999678,"[19, 19]","[0, 0]","[0, 0]",1,52
22,"[0, 1]",98.24999999999656,"[21, 21]","[0, 0]","[0, 0]",1,52
23,"[0, 1]",102.04999999999634,"[22, 22]","[0, 0]","[0, 0]",1,52
24,"[0, 1]",105.84999999999613,"[23, 23]","[0, 0]","[0, 0]",1,52
25,"[0, 1]",109.64999999999591,"[24, 24]","[0, 0]","[0, 0]",1,52
26,"[2, 3]",95.8499999999967,"[20, 20]","[0, 0]","[0, 0]",1,52
27,"[2, 3]",100.49999999999643,"[26, 26]","[6.149999999999986, 0]","[0, 0]",1,52
28,"[0, 1]",111.09999999999583,"[25, 25]","[0, 0]","[0, 0]",1,52
29,"[2, 3]",103.99999999999623,"[27, 27]","[8.84999999999999, 0]","[0, 0]",1,52
30,"[0, 1]",113.74999999999568,"[28, 28]","[0, 0]","[0, 0]",1,52
31,"[0, 1]",117.49999999999547,"[30, 30]","[0, 0]","[0, 0]",1,52
32,"[0, 1]",121.29999999999525,"[31, 31]","[0, 0]","[0, 0]",1,52
33,"[0, 1]",125.09999999999503,"[32, 32]","[0, 0]","[0, 0]",1,52
34,"[0, 1]",128.89999999999506,"[33, 33]","[0, 0]","[0, 0]",1,52
35,"[0, 1]",132.69999999999592,"[34, 34]","[0, 0]","[0, 0]",1,52
36,"[0, 1]",136.4999999999968,"[35, 35]","[0, 0]","[0, 0]",1,52
37,"[0, 1]",140.34999999999766,"[36, 36]","[0, 0]","[0, 0]",1,52
38,"[2, 3]",99.04999999999652,"[29, 29]","[6.499999999999985, 0]","[0, 0]",1,52
39,"[0, 1]",142.89999999999824,"[37, 37]","[0, 0]","[0, 0]",1,52
40,"[0, 1]",146.6999999999991,"[39, 39]","[0, 0]","[0, 0]",1,52
41,"[2, 3]",101.34999999999638,"[38, 38]","[4.749999999999991, 0]","[0, 0]",1,52
42,"[2, 3]",105.99999999999612,"[41, 41]","[3.2499999999999964, 0]","[0, 0]",1,52
43,"[2, 3]",110.64999999999586,"[42, 42]","[1.7500000000000009, 0]","[0, 0]",1,52
44,"[2, 3]",115.34999999999559,"[43, 43]","[0, 0]","[0, 0]",1,52
45,"[0, 1]",145.7499999999989,"[40, 40]","[0, 0]","[0, 0]",1,52
46,"[0, 1]",149.59999999999977,"[45, 45]","[0, 0]","[0, 0]",1,52
47,"[0, 1]",153.40000000000063,"[46, 46]","[0, 0]","[0, 0]",1,52
48,"[0, 1]",157.2000000000015,"[47, 47]","[0, 0]","[0, 0]",1,52
49,"[0, 1]",161.00000000000236,"[48, 48]","[0, 0]","[0, 0]",1,52
50,"[0, 1]",164.85000000000323,"[49, 49]","[0, 0]","[0, 0]",1,52
51,"[2, 3]",112.84999999999573,"[44, 44]","[0, 0]","[0, 0]",1,52
52,"[0, 1]",167.50000000000384,"[50, 50]","[0, 0]","[0, 0]",1,52
53,"[2, 3]",116.29999999999553,"[51, 51]","[0, 0]","[0, 0]",1,52
54,"[2, 3]",120.99999999999527,"[53, 53]","[0, 0]","[0, 0]",1,52
55,"[2, 3]",125.699999999995,"[54, 54]","[0, 0]","[0, 0]",1,52
56,"[0, 1]",167.65000000000387,"[52, 52]","[0, 0]","[0, 0]",1,52
57,"[2, 3]",129.14999999999512,"[55, 55]","[0, 0]","[0, 0]",1,52
58,"[0, 1]",170.25000000000446,"[56, 56]","[0, 0]","[0, 0]",1,52
59,"[2, 3]",132.5999999999959,"[57, 57]","[0, 0]","[0, 0]",1,52
60,"[0, 1]",172.85000000000505,"[58, 58]","[0, 0]","[0, 0]",1,52
61,"[0, 1]",176.70000000000593,"[60, 60]","[0, 0]","[0, 0]",1,52
62,"[2, 3]",134.94999999999644,"[59, 59]","[0, 0]","[0, 0]",1,52
63,"[0, 1]",179.35000000000653,"[61, 61]","[0, 0]","[0, 0]",1,52
64,"[2, 3]",138.39999999999722,"[62, 62]","[0, 0]","[0, 0]",1,52
65,"[0, 1]",181.95000000000712,"[63, 63]","[0, 0]","[0, 0]",1,52
66,"[2, 3]",141.849999999998,"[64, 64]","[0, 0]","[0, 0]",1,52
67,"[2, 3]",146.59999999999908,"[66, 66]","[0, 0]","[0, 0]",1,52
68,"[2, 3]",151.25000000000014,"[67, 67]","[0, 0]","[0, 0]",1,52
69,"[0, 1]",182.20000000000718,"[65, 65]","[0, 0]","[0, 0]",1,52
70,"[0, 1]",186.05000000000805,"[69, 69]","[0, 0]","[0, 0]",1,52
71,"[2, 3]",153.50000000000065,"[68, 68]","[0, 0]","[0, 0]",1,52
72,"[2, 3]",158.25000000000173,"[71, 71]","[0, 0]","[0, 0]",1,52
73,"[2, 3]",162.9500000000028,"[72, 72]","[0, 0]","[0, 0]",1,52
74,"[2, 3]",167.60000000000386,"[73, 73]","[0, 0]","[0, 0]",1,52
75,"[2, 3]",172.30000000000493,"[74, 74]","[0, 0]","[0, 0]",1,52
76,"[0, 1]",183.85000000000755,"[70, 70]","[0, 0]","[0, 0]",1,52
77,"[2, 3]",175.7500000000057,"[75, 75]","[0, 0]","[0, 0]",1,52
78,"[2, 3]",180.40000000000677,"[77, 77]","[0, 0]","[0, 0]",1,52
79,"[2, 3]",185.10000000000784,"[78, 78]","[0, 0]","[0, 0]",1,52
0,"[2, 3]",67.79999999999829,"[-999, -999]","[0, 0]","[0, 0]",2,52
1,"[2, 3]",72.79999999999801,"[0, 0]","[0, 0]","[0, 0]",2,52
2,"[2, 3]",77.04999999999777,"[1, 1]","[0, 0]","[0, 0]",2,52
