Vehicle_label,Road_order,Total_time,Leading_vehicles,Stopped_time,Stop_while_front,Round_number,vehicle_rate
0,"[2, 3]",67.79999999999829,"[-999, -999]","[0, 0]","[0, 0]",1,22
1,"[0, 1]",67.44999999999831,"[-999, -999]","[0, 0]","[0, 0]",1,22
2,"[0, 1]",70.64999999999813,"[1, 1]","[0, 0]","[0, 0]",1,22
3,"[0, 1]",72.999999999998,"[2, 2]","[0, 0]","[0, 0]",1,22
4,"[2, 3]",68.49999999999825,"[0, 0]","[0, 0]","[0, 0]",1,22
5,"[2, 3]",71.89999999999806,"[4, 4]","[0, 0]","[0, 0]",1,22
6,"[2, 3]",74.5999999999979,"[5, 5]","[0, 0]","[0, 0]",1,22
7,"[0, 1]",68.44999999999825,"[3, 3]","[0, 0]","[0, 0]",1,22
8,"[2, 3]",74.24999999999793,"[6, 6]","[0, 0]","[0, 0]",1,22
9,"[2, 3]",76.4999999999978,"[8, 8]","[0, 0]","[0, 0]",1,22
10,"[0, 1]",68.14999999999827,"[7, 7]","[0, 0]","[0, 0]",1,22
11,"[2, 3]",75.89999999999783,"[9, 9]","[0, 0]","[0, 0]",1,22
12,"[0, 1]",68.94999999999823,"[10, 10]","[0, 0]","[0, 0]",1,22
13,"[2, 3]",75.14999999999787,"[11, 11]","[0, 0]","[0, 0]",1,22
14,"[0, 1]",69.19999999999821,"[12, 12]","[0, 0]","[0, 0]",1,22
15,"[2, 3]",74.39999999999792,"[13, 13]","[0, 0]","[0, 0]",1,22
16,"[2, 3]",76.3999999999978,"[15, 15]","[0, 0]","[0, 0]",1,22
17,"[2, 3]",78.49999999999768,"[16, 16]","[0, 0]","[0, 0]",1,22
18,"[0, 1]",67.84999999999829,"[14, 14]","[0, 0]","[0, 0]",1,22
19,"[0, 1]",70.84999999999812,"[18, 18]","[0, 0]","[0, 0]",1,22
20,"[0, 1]",73.09999999999799,"[19, 19]","[0, 0]","[0, 0]",1,22
21,"[0, 1]",74.99999999999788,"[20, 20]","[0, 0]","[0, 0]",1,22
22,"[0, 1]",76.69999999999779,"[21, 21]","[0, 0]","[0, 0]",1,22
23,"[0, 1]",78.2999999999977,"[22, 22]","[0, 0]","[0, 0]",1,22
24,"[0, 1]",79.74999999999761,"[23, 23]","[0, 0]","[0, 0]",1,22
25,"[0, 1]",81.29999999999752,"[24, 24]","[0, 0]","[0, 0]",1,22
26,"[0, 1]",83.04999999999742,"[25, 25]","[0, 0]","[0, 0]",1,22
27,"[2, 3]",68.14999999999827,"[17, 17]","[0, 0]","[0, 0]",1,22
28,"[2, 3]",71.64999999999807,"[27, 27]","[0, 0]","[0, 0]",1,22
29,"[0, 1]",79.59999999999762,"[26, 26]","[0, 0]","[0, 0]",1,22
