Vehicle_label,Road_order,Total_time,Leading_vehicles,Stopped_time,Stop_while_front,Round_number,vehicle_rate
0,"[2, 3]",67.79999999999829,"[-999, -999]","[0, 0]","[0, 0]",1,28
1,"[0, 1]",67.44999999999831,"[-999, -999]","[0, 0]","[0, 0]",1,28
2,"[2, 3]",69.94999999999817,"[0, 0]","[0, 0]","[0, 0]",1,28
3,"[2, 3]",73.34999999999798,"[2, 2]","[0, 0]","[0, 0]",1,28
4,"[0, 1]",68.39999999999826,"[1, 1]","[0, 0]","[0, 0]",1,28
5,"[0, 1]",71.69999999999807,"[4, 4]","[0, 0]","[0, 0]",1,28
6,"[0, 1]",74.49999999999791,"[5, 5]","[0, 0]","[0, 0]",1,28
7,"[0, 1]",76.94999999999777,"[6, 6]","[0, 0]","[0, 0]",1,28
8,"[0, 1]",79.19999999999764,"[7, 7]","[0, 0]","[0, 0]",1,28
9,"[0, 1]",81.39999999999752,"[8, 8]","[0, 0]","[0, 0]",1,28
10,"[0, 1]",83.4499999999974,"[9, 9]","[0, 0]","[0, 0]",1,28
11,"[2, 3]",68.39999999999826,"[3, 3]","[0, 0]","[0, 0]",1,28
12,"[0, 1]",83.4499999999974,"[10, 10]","[0, 0]","[0, 0]",1,28
13,"[2, 3]",70.29999999999815,"[11, 11]","[0, 0]","[0, 0]",1,28
14,"[2, 3]",73.49999999999797,"[13, 13]","[0, 0]","[0, 0]",1,28
15,"[2, 3]",76.4999999999978,"[14, 14]","[0, 0]","[0, 0]",1,28
16,"[2, 3]",79.34999999999764,"[15, 15]","[0, 0]","[0, 0]",1,28
17,"[2, 3]",82.14999999999748,"[16, 16]","[0, 0]","[0, 0]",1,28
18,"[0, 1]",75.04999999999788,"[12, 12]","[0, 0]","[0, 0]",1,28
19,"[2, 3]",82.59999999999745,"[17, 17]","[0, 0]","[0, 0]",1,28
20,"[2, 3]",85.1999999999973,"[19, 19]","[0, 0]","[0, 0]",1,28
21,"[0, 1]",73.34999999999798,"[18, 18]","[0, 0]","[0, 0]",1,28
22,"[0, 1]",76.14999999999782,"[21, 21]","[0, 0]","[0, 0]",1,28
23,"[2, 3]",83.5499999999974,"[20, 20]","[0, 0]","[0, 0]",1,28
24,"[2, 3]",86.69999999999722,"[23, 23]","[0, 0]","[0, 0]",1,28
25,"[0, 1]",74.7999999999979,"[22, 22]","[0, 0]","[0, 0]",1,28
26,"[0, 1]",77.69999999999773,"[25, 25]","[0, 0]","[0, 0]",1,28
27,"[2, 3]",85.89999999999726,"[24, 24]","[0, 0]","[0, 0]",1,28
28,"[0, 1]",78.44999999999769,"[26, 26]","[0, 0]","[0, 0]",1,28
29,"[0, 1]",81.29999999999752,"[28, 28]","[0, 0]","[0, 0]",1,28
30,"[2, 3]",85.1999999999973,"[27, 27]","[4.899999999999991, 0]","[0, 0]",1,28
31,"[0, 1]",81.99999999999748,"[29, 29]","[0, 0]","[0, 0]",1,28
32,"[2, 3]",86.84999999999721,"[30, 30]","[7.049999999999983, 0]","[0, 0]",1,28
33,"[0, 1]",82.74999999999744,"[31, 31]","[0, 0]","[0, 0]",1,28
34,"[0, 1]",85.59999999999728,"[33, 33]","[0, 0]","[0, 0]",1,28
35,"[0, 1]",88.44999999999712,"[34, 34]","[0, 0]","[0, 0]",1,28
36,"[0, 1]",91.34999999999695,"[35, 35]","[0, 0]","[0, 0]",1,28
37,"[0, 1]",94.29999999999679,"[36, 36]","[0, 0]","[0, 0]",1,28
38,"[0, 1]",97.14999999999662,"[37, 37]","[0, 0]","[0, 0]",1,28
39,"[0, 1]",99.94999999999646,"[38, 38]","[0, 0]","[0, 0]",1,28
40,"[0, 1]",102.7999999999963,"[39, 39]","[0, 0]","[0, 0]",1,28
41,"[0, 1]",105.64999999999614,"[40, 40]","[0, 0]","[0, 0]",1,28
42,"[2, 3]",70.89999999999812,"[32, 32]","[0, 0]","[0, 0]",1,28
43,"[2, 3]",73.94999999999794,"[42, 42]","[0, 0]","[0, 0]",1,28
44,"[2, 3]",76.89999999999777,"[43, 43]","[0, 0]","[0, 0]",1,28
45,"[2, 3]",79.69999999999762,"[44, 44]","[0, 0]","[0, 0]",1,28
46,"[0, 1]",99.94999999999646,"[41, 41]","[0, 0]","[0, 0]",1,28
47,"[2, 3]",80.24999999999758,"[45, 45]","[0, 0]","[0, 0]",1,28
48,"[0, 1]",100.64999999999642,"[46, 46]","[0, 0]","[0, 0]",1,28
49,"[0, 1]",103.49999999999626,"[48, 48]","[0, 0]","[0, 0]",1,28
50,"[0, 1]",106.2999999999961,"[49, 49]","[0, 0]","[0, 0]",1,28
51,"[2, 3]",76.3499999999978,"[47, 47]","[0, 0]","[0, 0]",1,28
52,"[0, 1]",106.99999999999606,"[50, 50]","[0, 0]","[0, 0]",1,28
53,"[2, 3]",76.64999999999779,"[51, 51]","[0, 0]","[0, 0]",1,28
54,"[2, 3]",79.04999999999765,"[53, 53]","[0, 0]","[0, 0]",1,28
55,"[0, 1]",105.54999999999615,"[52, 52]","[0, 0]","[0, 0]",1,28
56,"[2, 3]",79.29999999999764,"[54, 54]","[0, 0]","[0, 0]",1,28
57,"[0, 1]",106.2499999999961,"[55, 55]","[0, 0]","[0, 0]",1,28
58,"[0, 1]",109.14999999999594,"[57, 57]","[0, 0]","[0, 0]",1,28
59,"[0, 1]",112.09999999999577,"[58, 58]","[0, 0]","[0, 0]",1,28
60,"[2, 3]",75.24999999999787,"[56, 56]","[0, 0]","[0, 0]",1,28
61,"[0, 1]",112.79999999999573,"[59, 59]","[0, 0]","[0, 0]",1,28
62,"[0, 1]",115.59999999999557,"[61, 61]","[0, 0]","[0, 0]",1,28
63,"[2, 3]",73.39999999999797,"[60, 60]","[0, 0]","[0, 0]",1,28
64,"[0, 1]",116.29999999999553,"[62, 62]","[0, 0]","[0, 0]",1,28
65,"[0, 1]",119.14999999999537,"[64, 64]","[0, 0]","[0, 0]",1,28
