Vehicle_label,Road_order,Total_time,Leading_vehicles,Stopped_time,Stop_while_front,Round_number,vehicle_rate
0,"[0, 1]",67.44999999999831,"[-999, -999]","[0, 0]","[0, 0]",1,18
1,"[0, 1]",70.04999999999816,"[0, 0]","[0, 0]","[0, 0]",1,18
2,"[2, 3]",67.79999999999829,"[-999, -999]","[0, 0]","[0, 0]",1,18
3,"[2, 3]",70.69999999999813,"[2, 2]","[0, 0]","[0, 0]",1,18
4,"[0, 1]",68.04999999999828,"[1, 1]","[0, 0]","[0, 0]",1,18
5,"[0, 1]",70.34999999999815,"[4, 4]","[0, 0]","[0, 0]",1,18
6,"[2, 3]",68.94999999999823,"[3, 3]","[0, 0]","[0, 0]",1,18
7,"[0, 1]",69.19999999999821,"[5, 5]","[0, 0]","[0, 0]",1,18
8,"[0, 1]",70.94999999999811,"[7, 7]","[0, 0]","[0, 0]",1,18
9,"[0, 1]",72.39999999999803,"[8, 8]","[0, 0]","[0, 0]",1,18
10,"[2, 3]",68.39999999999826,"[6, 6]","[0, 0]","[0, 0]",1,18
11,"[0, 1]",70.39999999999814,"[9, 9]","[0, 0]","[0, 0]",1,18
12,"[2, 3]",69.24999999999821,"[10, 10]","[0, 0]","[0, 0]",1,18
13,"[2, 3]",71.69999999999807,"[12, 12]","[0, 0]","[0, 0]",1,18
14,"[2, 3]",73.74999999999795,"[13, 13]","[0, 0]","[0, 0]",1,18
15,"[2, 3]",75.44999999999786,"[14, 14]","[0, 0]","[0, 0]",1,18
16,"[2, 3]",77.04999999999777,"[15, 15]","[0, 0]","[0, 0]",1,18
17,"[0, 1]",67.5499999999983,"[11, 11]","[0, 0]","[0, 0]",1,18
18,"[2, 3]",75.14999999999787,"[16, 16]","[0, 0]","[0, 0]",1,18
19,"[0, 1]",68.34999999999826,"[17, 17]","[0, 0]","[0, 0]",1,18
20,"[2, 3]",73.24999999999798,"[18, 18]","[0, 0]","[0, 0]",1,18
21,"[0, 1]",68.49999999999825,"[19, 19]","[0, 0]","[0, 0]",1,18
22,"[2, 3]",71.34999999999809,"[20, 20]","[0, 0]","[0, 0]",1,18
23,"[2, 3]",72.899999999998,"[22, 22]","[0, 0]","[0, 0]",1,18
24,"[2, 3]",74.44999999999791,"[23, 23]","[0, 0]","[0, 0]",1,18
25,"[0, 1]",67.6499999999983,"[21, 21]","[0, 0]","[0, 0]",1,18
26,"[2, 3]",72.64999999999802,"[24, 24]","[0, 0]","[0, 0]",1,18
27,"[0, 1]",68.34999999999826,"[25, 25]","[0, 0]","[0, 0]",1,18
28,"[0, 1]",70.49999999999814,"[27, 27]","[0, 0]","[0, 0]",1,18
29,"[0, 1]",72.04999999999805,"[28, 28]","[0, 0]","[0, 0]",1,18
30,"[0, 1]",73.34999999999798,"[29, 29]","[0, 0]","[0, 0]",1,18
31,"[2, 3]",68.39999999999826,"[26, 26]","[0, 0]","[0, 0]",1,18
32,"[0, 1]",71.1499999999981,"[30, 30]","[0, 0]","[0, 0]",1,18
33,"[0, 1]",72.19999999999804,"[32, 32]","[0, 0]","[0, 0]",1,18
34,"[0, 1]",73.19999999999798,"[33, 33]","[0, 0]","[0, 0]",1,18
35,"[2, 3]",68.34999999999826,"[31, 31]","[0, 0]","[0, 0]",1,18
36,"[0, 1]",70.94999999999811,"[34, 34]","[0, 0]","[0, 0]",1,18
37,"[2, 3]",69.19999999999821,"[35, 35]","[0, 0]","[0, 0]",1,18
38,"[0, 1]",69.2999999999982,"[36, 36]","[0, 0]","[0, 0]",1,18
39,"[2, 3]",69.3999999999982,"[37, 37]","[0, 0]","[0, 0]",1,18
40,"[0, 1]",68.69999999999824,"[38, 38]","[0, 0]","[0, 0]",1,18
41,"[2, 3]",69.4999999999982,"[39, 39]","[0, 0]","[0, 0]",1,18
42,"[2, 3]",71.89999999999806,"[41, 41]","[0, 0]","[0, 0]",1,18
43,"[0, 1]",67.89999999999829,"[40, 40]","[0, 0]","[0, 0]",1,18
44,"[2, 3]",70.59999999999813,"[42, 42]","[0, 0]","[0, 0]",1,18
45,"[0, 1]",68.39999999999826,"[43, 43]","[0, 0]","[0, 0]",1,18
46,"[0, 1]",70.49999999999814,"[45, 45]","[0, 0]","[0, 0]",1,18
47,"[0, 1]",72.04999999999805,"[46, 46]","[0, 0]","[0, 0]",1,18
48,"[2, 3]",68.49999999999825,"[44, 44]","[0, 0]","[0, 0]",1,18
49,"[0, 1]",70.19999999999816,"[47, 47]","[0, 0]","[0, 0]",1,18
50,"[0, 1]",71.54999999999808,"[49, 49]","[0, 0]","[0, 0]",1,18
51,"[2, 3]",68.64999999999824,"[48, 48]","[0, 0]","[0, 0]",1,18
52,"[2, 3]",71.2999999999981,"[51, 51]","[0, 0]","[0, 0]",1,18
53,"[0, 1]",68.24999999999827,"[50, 50]","[0, 0]","[0, 0]",1,18
54,"[0, 1]",70.39999999999814,"[53, 53]","[0, 0]","[0, 0]",1,18
55,"[0, 1]",71.99999999999805,"[54, 54]","[0, 0]","[0, 0]",1,18
56,"[2, 3]",68.59999999999825,"[52, 52]","[0, 0]","[0, 0]",1,18
57,"[0, 1]",70.14999999999816,"[55, 55]","[0, 0]","[0, 0]",1,18
58,"[2, 3]",69.2999999999982,"[56, 56]","[0, 0]","[0, 0]",1,18
59,"[0, 1]",68.99999999999822,"[57, 57]","[0, 0]","[0, 0]",1,18
60,"[0, 1]",70.79999999999812,"[59, 59]","[0, 0]","[0, 0]",1,18
61,"[2, 3]",68.74999999999824,"[58, 58]","[0, 0]","[0, 0]",1,18
62,"[0, 1]",69.4499999999982,"[60, 60]","[0, 0]","[0, 0]",1,18
63,"[2, 3]",69.2999999999982,"[61, 61]","[0, 0]","[0, 0]",1,18
64,"[0, 1]",68.74999999999824,"[62, 62]","[0, 0]","[0, 0]",1,18
65,"[2, 3]",69.4499999999982,"[63, 63]","[0, 0]","[0, 0]",1,18
66,"[2, 3]",71.74999999999807,"[65, 65]","[0, 0]","[0, 0]",1,18
67,"[2, 3]",73.69999999999796,"[66, 66]","[0, 0]","[0, 0]",1,18
68,"[2, 3]",75.49999999999785,"[67, 67]","[0, 0]","[0, 0]",1,18
69,"[0, 1]",67.5499999999983,"[64, 64]","[0, 0]","[0, 0]",1,18
70,"[2, 3]",73.69999999999796,"[68, 68]","[0, 0]","[0, 0]",1,18
71,"[0, 1]",68.34999999999826,"[69, 69]","[0, 0]","[0, 0]",1,18
72,"[2, 3]",71.94999999999806,"[70, 70]","[0, 0]","[0, 0]",1,18
73,"[2, 3]",73.44999999999797,"[72, 72]","[0, 0]","[0, 0]",1,18
74,"[0, 1]",67.89999999999829,"[71, 71]","[0, 0]","[0, 0]",1,18
75,"[0, 1]",70.24999999999815,"[74, 74]","[0, 0]","[0, 0]",1,18
76,"[0, 1]",71.89999999999806,"[75, 75]","[0, 0]","[0, 0]",1,18
77,"[0, 1]",73.19999999999798,"[76, 76]","[0, 0]","[0, 0]",1,18
78,"[2, 3]",68.39999999999826,"[73, 73]","[0, 0]","[0, 0]",1,18
79,"[0, 1]",71.04999999999811,"[77, 77]","[0, 0]","[0, 0]",1,18
0,"[2, 3]",67.79999999999829,"[-999, -999]","[0, 0]","[0, 0]",2,18
1,"[2, 3]",70.69999999999813,"[0, 0]","[0, 0]","[0, 0]",2,18
2,"[0, 1]",67.44999999999831,"[-999, -999]","[0, 0]","[0, 0]",2,18
3,"[0, 1]",70.04999999999816,"[2, 2]","[0, 0]","[0, 0]",2,18
4,"[2, 3]",68.89999999999823,"[1, 1]","[0, 0]","[0, 0]",2,18
5,"[2, 3]",71.54999999999808,"[4, 4]","[0, 0]","[0, 0]",2,18
6,"[0, 1]",68.09999999999827,"[3, 3]","[0, 0]","[0, 0]",2,18
7,"[2, 3]",70.44999999999814,"[5, 5]","[0, 0]","[0, 0]",2,18
8,"[2, 3]",72.34999999999803,"[7, 7]","[0, 0]","[0, 0]",2,18
9,"[2, 3]",74.14999999999793,"[8, 8]","[0, 0]","[0, 0]",2,18
10,"[0, 1]",67.6499999999983,"[6, 6]","[0, 0]","[0, 0]",2,18
11,"[2, 3]",72.44999999999803,"[9, 9]","[0, 0]","[0, 0]",2,18
12,"[0, 1]",68.34999999999826,"[10, 10]","[0, 0]","[0, 0]",2,18
13,"[0, 1]",70.49999999999814,"[12, 12]","[0, 0]","[0, 0]",2,18
14,"[0, 1]",72.04999999999805,"[13, 13]","[0, 0]","[0, 0]",2,18
15,"[0, 1]",73.34999999999798,"[14, 14]","[0, 0]","[0, 0]",2,18
16,"[0, 1]",74.39999999999792,"[15, 15]","[0, 0]","[0, 0]",2,18
17,"[2, 3]",68.19999999999827,"[11, 11]","[0, 0]","[0, 0]",2,18
18,"[0, 1]",72.04999999999805,"[16, 16]","[0, 0]","[0, 0]",2,18
19,"[2, 3]",69.14999999999822,"[17, 17]","[0, 0]","[0, 0]",2,18
20,"[0, 1]",69.94999999999817,"[18, 18]","[0, 0]","[0, 0]",2,18
21,"[2, 3]",69.3999999999982,"[19, 19]","[0, 0]","[0, 0]",2,18
22,"[0, 1]",68.84999999999823,"[20, 20]","[0, 0]","[0, 0]",2,18
23,"[0, 1]",70.74999999999812,"[22, 22]","[0, 0]","[0, 0]",2,18
24,"[0, 1]",72.14999999999804,"[23, 23]","[0, 0]","[0, 0]",2,18
25,"[2, 3]",68.39999999999826,"[21, 21]","[0, 0]","[0, 0]",2,18
26,"[0, 1]",70.24999999999815,"[24, 24]","[0, 0]","[0, 0]",2,18
27,"[2, 3]",69.19999999999821,"[25, 25]","[0, 0]","[0, 0]",2,18
28,"[2, 3]",71.69999999999807,"[27, 27]","[0, 0]","[0, 0]",2,18
29,"[2, 3]",73.69999999999796,"[28, 28]","[0, 0]","[0, 0]",2,18
30,"[2, 3]",75.39999999999786,"[29, 29]","[0, 0]","[0, 0]",2,18
31,"[0, 1]",67.5999999999983,"[26, 26]","[0, 0]","[0, 0]",2,18
32,"[2, 3]",73.64999999999796,"[30, 30]","[0, 0]","[0, 0]",2,18
33,"[2, 3]",75.29999999999787,"[32, 32]","[0, 0]","[0, 0]",2,18
34,"[2, 3]",76.84999999999778,"[33, 33]","[0, 0]","[0, 0]",2,18
35,"[0, 1]",67.6499999999983,"[31, 31]","[0, 0]","[0, 0]",2,18
36,"[2, 3]",74.94999999999789,"[34, 34]","[0, 0]","[0, 0]",2,18
37,"[0, 1]",68.34999999999826,"[35, 35]","[0, 0]","[0, 0]",2,18
38,"[2, 3]",73.049999999998,"[36, 36]","[0, 0]","[0, 0]",2,18
39,"[0, 1]",68.49999999999825,"[37, 37]","[0, 0]","[0, 0]",2,18
