Vehicle_label,Road_order,Total_time,Leading_vehicles,Stopped_time,Stop_while_front,Round_number,vehicle_rate
0,"[0, 1]",67.44999999999831,"[-999, -999]","[0, 0]","[0, 0]",1,38
1,"[2, 3]",67.79999999999829,"[-999, -999]","[0, 0]","[0, 0]",1,38
2,"[2, 3]",72.44999999999803,"[1, 1]","[0, 0]","[0, 0]",1,38
3,"[0, 1]",69.04999999999822,"[0, 0]","[0, 0]","[0, 0]",1,38
4,"[0, 1]",72.69999999999801,"[3, 3]","[0, 0]","[0, 0]",1,38
5,"[2, 3]",73.09999999999799,"[2, 2]","[0, 0]","[0, 0]",1,38
6,"[0, 1]",74.24999999999793,"[4, 4]","[0, 0]","[0, 0]",1,38
7,"[2, 3]",74.99999999999788,"[5, 5]","[0, 0]","[0, 0]",1,38
8,"[2, 3]",78.44999999999769,"[7, 7]","[0, 0]","[0, 0]",1,38
9,"[2, 3]",81.6499999999975,"[8, 8]","[0, 0]","[0, 0]",1,38
10,"[2, 3]",84.89999999999732,"[9, 9]","[0, 0]","[0, 0]",1,38
11,"[0, 1]",70.94999999999811,"[6, 6]","[0, 0]","[0, 0]",1,38
12,"[2, 3]",86.39999999999723,"[10, 10]","[0, 0]","[0, 0]",1,38
13,"[0, 1]",72.24999999999804,"[11, 11]","[0, 0]","[0, 0]",1,38
14,"[2, 3]",88.04999999999714,"[12, 12]","[0, 0]","[0, 0]",1,38
15,"[0, 1]",73.44999999999797,"[13, 13]","[0, 0]","[0, 0]",1,38
16,"[0, 1]",76.19999999999781,"[15, 15]","[0, 0]","[0, 0]",1,38
17,"[2, 3]",88.54999999999711,"[14, 14]","[0, 0]","[0, 0]",1,38
18,"[0, 1]",77.19999999999776,"[16, 16]","[0, 0]","[0, 0]",1,38
19,"[2, 3]",91.04999999999697,"[17, 17]","[0, 0]","[0, 0]",1,38
20,"[0, 1]",78.1999999999977,"[18, 18]","[0, 0]","[0, 0]",1,38
21,"[2, 3]",93.69999999999682,"[19, 19]","[6.149999999999986, 0]","[0, 0]",1,38
22,"[0, 1]",79.39999999999763,"[20, 20]","[0, 0]","[0, 0]",1,38
23,"[0, 1]",82.34999999999746,"[22, 22]","[0, 0]","[0, 0]",1,38
24,"[2, 3]",94.79999999999676,"[21, 21]","[8.84999999999999, 0]","[0, 0]",1,38
25,"[2, 3]",99.09999999999651,"[24, 24]","[6.499999999999985, 0]","[0, 0]",1,38
26,"[2, 3]",103.34999999999627,"[25, 25]","[4.749999999999991, 0]","[0, 0]",1,38
27,"[0, 1]",80.79999999999755,"[23, 23]","[0, 0]","[0, 0]",1,38
28,"[2, 3]",106.09999999999611,"[26, 26]","[3.2499999999999964, 0]","[0, 0]",1,38
29,"[2, 3]",110.29999999999588,"[28, 28]","[1.7500000000000009, 0]","[0, 0]",1,38
