Vehicle_label,Road_order,Total_time,Leading_vehicles,Stopped_time,Stop_while_front,Round_number,vehicle_rate
0,"[2, 3]",67.79999999999829,"[-999, -999]","[0, 0]","[0, 0]",1,62
1,"[0, 1]",67.44999999999831,"[-999, -999]","[0, 0]","[0, 0]",1,62
2,"[0, 1]",72.39999999999803,"[1, 1]","[0, 0]","[0, 0]",1,62
3,"[0, 1]",76.4999999999978,"[2, 2]","[0, 0]","[0, 0]",1,62
4,"[2, 3]",70.14999999999816,"[0, 0]","[0, 0]","[0, 0]",1,62
5,"[2, 3]",74.6499999999979,"[4, 4]","[0, 0]","[0, 0]",1,62
6,"[0, 1]",78.1999999999977,"[3, 3]","[0, 0]","[0, 0]",1,62
7,"[0, 1]",81.59999999999751,"[6, 6]","[0, 0]","[0, 0]",1,62
8,"[0, 1]",84.99999999999731,"[7, 7]","[0, 0]","[0, 0]",1,62
9,"[2, 3]",75.79999999999784,"[5, 5]","[0, 0]","[0, 0]",1,62
10,"[2, 3]",79.8499999999976,"[9, 9]","[0, 0]","[0, 0]",1,62
11,"[2, 3]",83.74999999999739,"[10, 10]","[0, 0]","[0, 0]",1,62
12,"[0, 1]",85.1999999999973,"[8, 8]","[0, 0]","[0, 0]",1,62
13,"[2, 3]",86.54999999999723,"[11, 11]","[0, 0]","[0, 0]",1,62
14,"[0, 1]",87.44999999999717,"[12, 12]","[0, 0]","[0, 0]",1,62
15,"[2, 3]",89.24999999999707,"[13, 13]","[0, 0]","[0, 0]",1,62
16,"[2, 3]",93.04999999999686,"[15, 15]","[0, 0]","[0, 0]",1,62
17,"[0, 1]",88.89999999999709,"[14, 14]","[0, 0]","[0, 0]",1,62
18,"[2, 3]",96.24999999999667,"[16, 16]","[0, 0]","[0, 0]",1,62
19,"[2, 3]",100.94999999999641,"[18, 18]","[0, 0]","[0, 0]",1,62
20,"[0, 1]",90.549999999997,"[17, 17]","[0, 0]","[0, 0]",1,62
21,"[0, 1]",94.49999999999677,"[20, 20]","[0, 0]","[0, 0]",1,62
22,"[0, 1]",98.59999999999654,"[21, 21]","[0, 0]","[0, 0]",1,62
23,"[2, 3]",102.69999999999631,"[19, 19]","[0, 0]","[0, 0]",1,62
24,"[0, 1]",101.64999999999637,"[22, 22]","[0, 0]","[0, 0]",1,62
25,"[2, 3]",106.59999999999609,"[23, 23]","[8.399999999999984, 0]","[0, 0]",1,62
26,"[2, 3]",111.49999999999581,"[25, 25]","[6.099999999999986, 0]","[0, 0]",1,62
27,"[2, 3]",116.34999999999553,"[26, 26]","[4.399999999999992, 0]","[0, 0]",1,62
28,"[2, 3]",121.24999999999525,"[27, 27]","[2.849999999999998, 0]","[0, 0]",1,62
29,"[0, 1]",101.64999999999637,"[24, 24]","[0, 0]","[0, 0]",1,62
30,"[2, 3]",125.09999999999503,"[28, 28]","[1.4000000000000006, 0]","[0, 0]",1,62
31,"[0, 1]",104.6499999999962,"[29, 29]","[0, 0]","[0, 0]",1,62
32,"[0, 1]",108.64999999999597,"[31, 31]","[0, 0]","[0, 0]",1,62
