Vehicle_label,Road_order,Total_time,Leading_vehicles,Stopped_time,Stop_while_front,Round_number,vehicle_rate
0,"[0, 1]",67.44999999999831,"[-999, -999]","[0, 0]","[0, 0]",1,56
1,"[2, 3]",67.79999999999829,"[-999, -999]","[0, 0]","[0, 0]",1,56
2,"[0, 1]",71.1999999999981,"[0, 0]","[0, 0]","[0, 0]",1,56
3,"[2, 3]",71.84999999999806,"[1, 1]","[0, 0]","[0, 0]",1,56
4,"[2, 3]",76.19999999999781,"[3, 3]","[0, 0]","[0, 0]",1,56
5,"[0, 1]",72.999999999998,"[2, 2]","[0, 0]","[0, 0]",1,56
6,"[0, 1]",76.59999999999779,"[5, 5]","[0, 0]","[0, 0]",1,56
7,"[2, 3]",78.04999999999771,"[4, 4]","[0, 0]","[0, 0]",1,56
8,"[0, 1]",78.84999999999766,"[6, 6]","[0, 0]","[0, 0]",1,56
9,"[2, 3]",80.79999999999755,"[7, 7]","[0, 0]","[0, 0]",1,56
10,"[2, 3]",84.59999999999734,"[9, 9]","[0, 0]","[0, 0]",1,56
11,"[2, 3]",88.24999999999713,"[10, 10]","[0, 0]","[0, 0]",1,56
12,"[2, 3]",91.84999999999692,"[11, 11]","[0, 0]","[0, 0]",1,56
13,"[0, 1]",77.69999999999773,"[8, 8]","[0, 0]","[0, 0]",1,56
14,"[0, 1]",80.79999999999755,"[13, 13]","[0, 0]","[0, 0]",1,56
15,"[0, 1]",83.94999999999737,"[14, 14]","[0, 0]","[0, 0]",1,56
16,"[2, 3]",92.2999999999969,"[12, 12]","[0, 0]","[0, 0]",1,56
17,"[0, 1]",86.19999999999725,"[15, 15]","[0, 0]","[0, 0]",1,56
18,"[0, 1]",89.74999999999704,"[17, 17]","[0, 0]","[0, 0]",1,56
19,"[0, 1]",93.59999999999683,"[18, 18]","[0, 0]","[0, 0]",1,56
20,"[0, 1]",97.5999999999966,"[19, 19]","[0, 0]","[0, 0]",1,56
21,"[2, 3]",92.14999999999691,"[16, 16]","[0, 0]","[0, 0]",1,56
22,"[0, 1]",100.44999999999644,"[20, 20]","[0, 0]","[0, 0]",1,56
23,"[0, 1]",104.39999999999621,"[22, 22]","[0, 0]","[0, 0]",1,56
24,"[2, 3]",94.59999999999677,"[21, 21]","[0, 0]","[0, 0]",1,56
25,"[2, 3]",99.2499999999965,"[24, 24]","[6.149999999999986, 0]","[0, 0]",1,56
