Vehicle_label,Road_order,Total_time,Leading_vehicles,Stopped_time,Stop_while_front,Round_number,vehicle_rate
0,"[0, 1]",67.44999999999831,"[-999, -999]","[0, 0]","[0, 0]",1,12
1,"[2, 1]",36.45000000000007,"[-999, -999]","[0, 0]","[0, 0]",1,12
2,"[2, 3]",67.94999999999828,"[1, -999]","[0, 0]","[0, 0]",1,12
3,"[2, 3]",69.69999999999818,"[2, 2]","[0, 0]","[0, 0]",1,12
4,"[0, 3]",96.99999999999663,"[0, 7]","[0, 0]","[0, 0]",1,12
5,"[0, 1]",68.89999999999823,"[4, 10]","[0, 0]","[0, 0]",1,12
6,"[2, 3]",68.29999999999826,"[3, 3]","[0, 0]","[0, 0]",1,12
7,"[2, 3]",69.84999999999818,"[6, 6]","[0, 0]","[0, 0]",1,12
8,"[2, 1]",36.80000000000005,"[7, 0]","[0, 0]","[0, 0]",1,12
9,"[2, 1]",36.90000000000004,"[8, 8]","[0, 0]","[0, 0]",1,12
10,"[2, 1]",36.90000000000004,"[9, 9]","[0, 0]","[0, 0]",1,12
11,"[0, 1]",69.69999999999818,"[5, 16]","[0, 0]","[0, 0]",1,12
12,"[0, 3]",99.99999999999646,"[11, 13]","[0, 0]","[0, 0]",1,12
13,"[2, 3]",68.19999999999827,"[10, 4]","[0, 0]","[0, 0]",1,12
14,"[2, 1]",36.650000000000055,"[13, 5]","[0, 0]","[0, 0]",1,12
15,"[2, 1]",36.850000000000044,"[14, 14]","[0, 0]","[0, 0]",1,12
16,"[2, 1]",36.90000000000004,"[15, 15]","[0, 0]","[0, 0]",1,12
17,"[0, 1]",69.69999999999818,"[12, 22]","[0, 0]","[0, 0]",1,12
18,"[2, 1]",37.699999999999996,"[16, 11]","[0, 0]","[0, 0]",1,12
19,"[0, 3]",97.09999999999663,"[17, 21]","[0, 0]","[0, 0]",1,12
20,"[0, 3]",99.14999999999651,"[19, 19]","[0, 0]","[0, 0]",1,12
21,"[2, 3]",68.34999999999826,"[18, 12]","[0, 0]","[0, 0]",1,12
22,"[2, 1]",36.650000000000055,"[21, -999]","[0, 0]","[0, 0]",1,12
23,"[2, 1]",45.799999999999535,"[22, 17]","[2.499999999999999, 0]","[2.499999999999999, 0]",1,12
24,"[2, 1]",43.699999999999655,"[23, 23]","[0, 0]","[0, 0]",1,12
25,"[0, 1]",69.54999999999819,"[20, 30]","[0, 0]","[0, 0]",1,12
26,"[2, 1]",37.50000000000001,"[24, 24]","[0, 0]","[0, 0]",1,12
27,"[2, 3]",70.04999999999816,"[26, 20]","[0, 0]","[0, 0]",1,12
28,"[2, 3]",70.59999999999813,"[27, 27]","[0, 0]","[0, 0]",1,12
29,"[2, 3]",70.84999999999812,"[28, 28]","[0, 0]","[0, 0]",1,12
30,"[2, 1]",36.75000000000005,"[29, -999]","[0, 0]","[0, 0]",1,12
31,"[2, 3]",68.89999999999823,"[30, 29]","[0, 0]","[0, 0]",1,12
32,"[2, 1]",37.84999999999999,"[31, 25]","[0, 0]","[0, 0]",1,12
33,"[2, 1]",37.10000000000003,"[32, 32]","[0, 0]","[0, 0]",1,12
34,"[2, 3]",68.29999999999826,"[33, 31]","[0, 0]","[0, 0]",1,12
35,"[2, 1]",36.70000000000005,"[34, 33]","[0, 0]","[0, 0]",1,12
36,"[0, 1]",67.44999999999831,"[25, -999]","[0, 0]","[0, 0]",1,12
37,"[2, 3]",68.24999999999827,"[35, 34]","[0, 0]","[0, 0]",1,12
38,"[2, 1]",36.650000000000055,"[37, 35]","[0, 0]","[0, 0]",1,12
39,"[0, 1]",69.14999999999822,"[36, 44]","[0, 0]","[0, 0]",1,12
40,"[2, 3]",68.24999999999827,"[38, 37]","[0, 0]","[0, 0]",1,12
41,"[0, 1]",67.89999999999829,"[39, 39]","[0, 0]","[0, 0]",1,12
42,"[2, 3]",68.59999999999825,"[40, 40]","[0, 0]","[0, 0]",1,12
43,"[0, 3]",97.4499999999966,"[41, 47]","[0, 0]","[0, 0]",1,12
44,"[2, 1]",36.60000000000006,"[42, 36]","[0, 0]","[0, 0]",1,12
45,"[0, 1]",67.79999999999829,"[43, 49]","[0, 0]","[0, 0]",1,12
