Vehicle_label,Road_order,Total_time,Leading_vehicles,Stopped_time,Stop_while_front,Round_number,vehicle_rate
0,"[2, 3]",67.79999999999829,"[-999, -999]","[0, 0]","[0, 0]",1,52
1,"[0, 1]",72.04999999999805,"[-999, 9]","[0, 0]","[2.3999999999999995, 0]",1,52
2,"[2, 1]",37.94999999999998,"[0, -999]","[0, 0]","[0, 0]",1,52
3,"[2, 1]",41.99999999999975,"[2, 2]","[0, 0]","[0, 0]",1,52
4,"[0, 3]",103.19999999999628,"[1, 12]","[0, 0]","[0, 0]",1,52
5,"[2, 1]",45.099999999999575,"[3, 3]","[0, 0]","[0, 0]",1,52
6,"[2, 1]",49.24999999999934,"[5, 5]","[0, 0]","[0, 0]",1,52
7,"[2, 3]",82.24999999999747,"[6, 0]","[0, 0]","[0, 0]",1,52
8,"[2, 1]",52.74999999999914,"[7, 6]","[0, 0]","[0, 0]",1,52
9,"[2, 1]",57.29999999999888,"[8, 8]","[0, 0]","[0, 0]",1,52
10,"[0, 1]",74.34999999999792,"[4, 15]","[0.9000000000000002, 0]","[0.9000000000000002, 0]",1,52
11,"[0, 3]",108.34999999999599,"[10, 16]","[0, 0]","[0, 0]",1,52
12,"[2, 3]",87.19999999999719,"[9, 7]","[0, 0]","[0, 0]",1,52
13,"[0, 1]",80.64999999999756,"[11, 17]","[0, 0]","[0, 0]",1,52
14,"[2, 1]",61.099999999998666,"[12, 1]","[0, 0]","[0, 0]",1,52
15,"[2, 1]",64.29999999999849,"[14, 14]","[0, 0]","[0, 0]",1,52
16,"[2, 3]",96.44999999999666,"[15, 4]","[0, 0]","[0, 0]",1,52
17,"[2, 1]",71.0999999999981,"[16, 10]","[0, 0]","[0, 0]",1,52
18,"[2, 1]",85.84999999999727,"[17, 20]","[6.699999999999984, 0]","[6.699999999999984, 0]",1,52
19,"[2, 3]",118.34999999999542,"[18, 11]","[0, 0]","[0, 0]",1,52
20,"[0, 1]",77.24999999999775,"[13, 13]","[0, 0]","[0, 0]",1,52
21,"[2, 3]",122.64999999999517,"[19, 19]","[0, 0]","[0, 0]",1,52
22,"[0, 1]",86.19999999999725,"[20, 18]","[1.0000000000000002, 0]","[1.0000000000000002, 0]",1,52
23,"[0, 1]",88.29999999999713,"[22, 22]","[0, 0]","[0, 0]",1,52
24,"[0, 3]",124.89999999999505,"[23, 21]","[0, 0]","[0, 0]",1,52
25,"[2, 1]",92.44999999999689,"[21, 23]","[15.000000000000078, 0]","[0, 0]",1,52
26,"[0, 1]",98.14999999999657,"[24, 25]","[0, 0]","[0, 0]",1,52
27,"[0, 1]",107.09999999999606,"[26, 30]","[2.799999999999998, 0]","[2.799999999999998, 0]",1,52
28,"[0, 3]",139.09999999999738,"[27, 24]","[0, 0]","[0, 0]",1,52
29,"[0, 1]",113.19999999999571,"[28, 31]","[0, 0]","[0, 0]",1,52
30,"[2, 1]",98.39999999999655,"[25, 26]","[19.000000000000135, 0]","[0, 0]",1,52
31,"[2, 1]",106.54999999999609,"[30, 27]","[16.6500000000001, 0]","[0, 0]",1,52
32,"[2, 1]",115.0999999999956,"[31, 29]","[14.950000000000077, 0]","[0, 0]",1,52
33,"[2, 1]",122.84999999999516,"[32, 34]","[13.400000000000055, 0]","[0, 0]",1,52
34,"[0, 1]",116.69999999999551,"[29, 32]","[2.3499999999999996, 0]","[2.3499999999999996, 0]",1,52
35,"[2, 3]",154.05000000000078,"[33, 28]","[11.900000000000034, 0]","[0, 0]",1,52
36,"[2, 1]",128.69999999999501,"[35, 39]","[10.400000000000013, 0]","[0, 0]",1,52
37,"[2, 3]",169.1000000000042,"[36, 41]","[8.899999999999991, 0]","[0, 0]",1,52
38,"[2, 3]",172.95000000000508,"[37, 37]","[7.4499999999999815, 0]","[0, 0]",1,52
39,"[0, 1]",119.64999999999534,"[34, 33]","[2.499999999999999, 0]","[2.499999999999999, 0]",1,52
40,"[0, 3]",154.65000000000092,"[39, 35]","[0, 0]","[0, 0]",1,52
41,"[0, 3]",159.0000000000019,"[40, 40]","[0, 0]","[0, 0]",1,52
42,"[2, 3]",173.40000000000518,"[38, 38]","[7.249999999999982, 0]","[0, 0]",1,52
43,"[0, 1]",131.04999999999555,"[41, 36]","[0, 0]","[0, 0]",1,52
44,"[0, 1]",134.94999999999644,"[43, 43]","[0, 0]","[0, 0]",1,52
45,"[2, 1]",143.74999999999844,"[42, 46]","[8.499999999999986, 0]","[0, 0]",1,52
46,"[0, 1]",137.64999999999705,"[44, 44]","[0, 0]","[0, 0]",1,52
47,"[0, 3]",172.75000000000503,"[46, 42]","[0, 0]","[0, 0]",1,52
48,"[2, 1]",152.30000000000038,"[45, 49]","[9.349999999999998, 0]","[0, 0]",1,52
49,"[0, 1]",145.7499999999989,"[47, 45]","[0, 0]","[0, 0]",1,52
50,"[2, 3]",185.60000000000795,"[48, 51]","[9.700000000000003, 0]","[0, 0]",1,52
51,"[0, 3]",177.9000000000062,"[49, 47]","[0, 0]","[0, 0]",1,52
52,"[0, 1]",152.20000000000036,"[51, 48]","[0.9500000000000003, 0]","[0, 0]",1,52
53,"[0, 1]",156.05000000000123,"[52, 52]","[1.4000000000000006, 0]","[0, 0]",1,52
54,"[0, 1]",164.3000000000031,"[53, 55]","[4.049999999999994, 0]","[2.3999999999999995, 0]",1,52
55,"[2, 1]",158.90000000000188,"[50, 53]","[9.850000000000005, 0]","[0, 0]",1,52
56,"[0, 1]",166.5000000000036,"[54, 54]","[1.850000000000001, 0]","[0, 0]",1,52
57,"[2, 1]",171.55000000000476,"[55, 56]","[13.850000000000062, 0]","[2.6999999999999984, 0]",1,52
58,"[2, 1]",173.65000000000524,"[57, 57]","[11.900000000000034, 0]","[0, 0]",1,52
59,"[0, 3]",197.6500000000107,"[56, 50]","[2.0500000000000007, 0]","[0, 0]",1,52
60,"[0, 1]",178.00000000000622,"[59, 58]","[5.449999999999989, 0]","[3.2499999999999964, 0]",1,52
61,"[0, 1]",180.75000000000685,"[60, 60]","[2.3, 0]","[0, 0]",1,52
62,"[2, 1]",190.7000000000091,"[58, 64]","[22.450000000000184, 0]","[9.950000000000006, 0]",1,52
63,"[2, 3]",223.1500000000165,"[62, 59]","[13.05000000000005, 0]","[0, 0]",1,52
64,"[0, 1]",182.05000000000715,"[61, 61]","[2.4499999999999993, 0]","[0, 0]",1,52
65,"[2, 3]",233.2500000000188,"[63, 67]","[15.750000000000089, 0]","[2.1000000000000005, 0]",1,52
66,"[0, 1]",190.7000000000091,"[64, 62]","[4.549999999999992, 0]","[1.950000000000001, 0]",1,52
67,"[0, 3]",225.05000000001692,"[66, 63]","[5.1999999999999895, 0]","[2.499999999999999, 0]",1,52
68,"[2, 1]",202.15000000001172,"[65, 66]","[14.500000000000071, 0]","[0, 0]",1,52
69,"[2, 3]",243.55000000002113,"[68, 73]","[18.00000000000012, 0]","[3.1999999999999966, 0]",1,52
70,"[0, 3]",232.4000000000186,"[67, 65]","[5.249999999999989, 0]","[2.4499999999999993, 0]",1,52
71,"[2, 1]",214.60000000001455,"[69, 76]","[14.950000000000077, 0]","[0, 0]",1,52
72,"[2, 3]",250.9000000000228,"[71, 77]","[17.750000000000117, 0]","[0, 0]",1,52
73,"[0, 3]",233.65000000001888,"[70, 70]","[2.8999999999999977, 0]","[0, 0]",1,52
74,"[2, 1]",222.90000000001643,"[72, 78]","[21.55000000000017, 0]","[0, 0]",1,52
75,"[2, 3]",258.25000000002444,"[74, 72]","[23.6000000000002, 0]","[0, 0]",1,52
76,"[0, 1]",203.60000000001205,"[73, 68]","[2.9999999999999973, 0]","[0, 0]",1,52
77,"[0, 3]",239.15000000002013,"[76, 69]","[3.049999999999997, 0]","[0, 0]",1,52
78,"[0, 1]",212.85000000001415,"[77, 71]","[4.499999999999992, 0]","[0, 0]",1,52
79,"[2, 1]",229.3000000000179,"[75, 74]","[30.150000000000293, 0]","[0, 0]",1,52
