Vehicle_label,Road_order,Total_time,Leading_vehicles,Stopped_time,Stop_while_front,Round_number,vehicle_rate
0,"[0, 3]",97.4999999999966,"[-999, 5]","[0, 0]","[0, 0]",1,14
1,"[2, 1]",36.45000000000007,"[-999, -999]","[0, 0]","[0, 0]",1,14
2,"[2, 3]",68.04999999999828,"[1, -999]","[0, 0]","[0, 0]",1,14
3,"[0, 1]",75.74999999999784,"[0, 10]","[3.4499999999999957, 0]","[3.4499999999999957, 0]",1,14
4,"[0, 1]",81.34999999999752,"[3, 12]","[3.4499999999999957, 0]","[3.4499999999999957, 0]",1,14
5,"[2, 3]",68.34999999999826,"[2, 2]","[0, 0]","[0, 0]",1,14
6,"[2, 1]",36.80000000000005,"[5, -999]","[0, 0]","[0, 0]",1,14
7,"[2, 3]",72.999999999998,"[6, 0]","[0, 0]","[0, 0]",1,14
8,"[0, 3]",100.69999999999642,"[4, 14]","[0, 0]","[0, 0]",1,14
9,"[2, 1]",36.650000000000055,"[7, 6]","[0, 0]","[0, 0]",1,14
10,"[2, 1]",37.05000000000003,"[9, 9]","[0, 0]","[0, 0]",1,14
11,"[2, 3]",68.44999999999825,"[10, 7]","[0, 0]","[0, 0]",1,14
12,"[2, 1]",39.799999999999876,"[11, 3]","[0, 0]","[0, 0]",1,14
13,"[0, 1]",67.5499999999983,"[8, 18]","[0, 0]","[0, 0]",1,14
14,"[2, 3]",68.34999999999826,"[12, 11]","[0, 0]","[0, 0]",1,14
15,"[0, 1]",67.99999999999828,"[13, 13]","[0, 0]","[0, 0]",1,14
16,"[0, 1]",69.54999999999819,"[15, 15]","[0, 0]","[0, 0]",1,14
17,"[2, 1]",36.55000000000006,"[14, 4]","[0, 0]","[0, 0]",1,14
18,"[2, 1]",37.05000000000003,"[17, 17]","[0, 0]","[0, 0]",1,14
19,"[2, 3]",68.34999999999826,"[18, 8]","[0, 0]","[0, 0]",1,14
20,"[2, 3]",70.24999999999815,"[19, 19]","[0, 0]","[0, 0]",1,14
