Vehicle_label,Road_order,Total_time,Leading_vehicles,Stopped_time,Stop_while_front,Round_number,vehicle_rate
0,"[0, 3]",96.64999999999665,"[-999, -999]","[0, 0]","[0, 0]",1,24
1,"[0, 1]",70.84999999999812,"[0, 11]","[0, 0]","[0, 0]",1,24
2,"[2, 1]",36.45000000000007,"[-999, -999]","[0, 0]","[0, 0]",1,24
3,"[0, 1]",77.09999999999776,"[1, 14]","[3.099999999999997, 0]","[3.099999999999997, 0]",1,24
4,"[0, 3]",107.29999999999605,"[3, 12]","[0, 0]","[0, 0]",1,24
5,"[0, 3]",111.04999999999583,"[4, 4]","[0, 0]","[0, 0]",1,24
6,"[0, 3]",114.09999999999566,"[5, 5]","[0, 0]","[0, 0]",1,24
7,"[0, 1]",86.39999999999723,"[6, 18]","[0, 0]","[0, 0]",1,24
8,"[2, 1]",36.500000000000064,"[2, 2]","[0, 0]","[0, 0]",1,24
9,"[0, 3]",117.69999999999546,"[7, 19]","[0, 0]","[0, 0]",1,24
10,"[2, 1]",36.80000000000005,"[8, 8]","[0, 0]","[0, 0]",1,24
11,"[2, 1]",39.24999999999991,"[10, 10]","[0, 0]","[0, 0]",1,24
12,"[2, 3]",73.29999999999798,"[11, 0]","[0, 0]","[0, 0]",1,24
13,"[0, 1]",82.34999999999746,"[9, 7]","[0, 0]","[0, 0]",1,24
14,"[2, 1]",42.24999999999974,"[12, 1]","[0, 0]","[0, 0]",1,24
15,"[2, 1]",51.099999999999234,"[14, 3]","[3.099999999999997, 0]","[3.099999999999997, 0]",1,24
16,"[0, 1]",79.79999999999761,"[13, 13]","[0, 0]","[0, 0]",1,24
17,"[0, 3]",112.49999999999575,"[16, 20]","[0, 0]","[0, 0]",1,24
18,"[2, 1]",48.1499999999994,"[15, 15]","[0, 0]","[0, 0]",1,24
19,"[2, 3]",86.9499999999972,"[18, 6]","[3.349999999999996, 0]","[3.349999999999996, 0]",1,24
20,"[2, 3]",95.39999999999672,"[19, 9]","[2.9499999999999975, 0]","[2.9499999999999975, 0]",1,24
21,"[2, 1]",73.049999999998,"[20, 16]","[18.350000000000126, 0]","[3.1999999999999966, 0]",1,24
22,"[0, 3]",105.84999999999613,"[17, 17]","[0, 0]","[0, 0]",1,24
23,"[2, 1]",72.44999999999803,"[21, 21]","[17.550000000000114, 0]","[0, 0]",1,24
24,"[2, 1]",87.39999999999718,"[23, 27]","[18.350000000000126, 0]","[3.149999999999997, 0]",1,24
25,"[2, 3]",117.89999999999544,"[24, 22]","[13.500000000000057, 0]","[0, 0]",1,24
26,"[0, 1]",70.94999999999811,"[22, 23]","[0, 0]","[0, 0]",1,24
27,"[0, 1]",73.34999999999798,"[26, 26]","[0, 0]","[0, 0]",1,24
28,"[2, 3]",116.69999999999551,"[25, 25]","[11.400000000000027, 0]","[0, 0]",1,24
29,"[2, 3]",120.09999999999532,"[28, 28]","[9.950000000000006, 0]","[0, 0]",1,24
30,"[2, 1]",90.79999999999698,"[29, 35]","[8.549999999999986, 0]","[0, 0]",1,24
31,"[2, 1]",100.89999999999641,"[30, 40]","[9.149999999999995, 0]","[2.000000000000001, 0]",1,24
32,"[0, 1]",70.29999999999815,"[27, 24]","[0, 0]","[0, 0]",1,24
33,"[2, 1]",98.89999999999652,"[31, 31]","[7.049999999999983, 0]","[0, 0]",1,24
34,"[0, 1]",69.4499999999982,"[32, 32]","[0, 0]","[0, 0]",1,24
35,"[0, 1]",71.79999999999806,"[34, 34]","[0, 0]","[0, 0]",1,24
36,"[2, 1]",102.54999999999632,"[33, 43]","[4.94999999999999, 0]","[0, 0]",1,24
