Vehicle_label,Road_order,Total_time,Leading_vehicles,Stopped_time,Stop_while_front,Round_number,vehicle_rate
0,"[0, 1]",75.74999999999784,"[-999, 12]","[0, 0]","[3.4499999999999957, 0]",1,46
1,"[0, 1]",77.79999999999772,"[0, 0]","[0, 0]","[0, 0]",1,46
2,"[2, 1]",36.45000000000007,"[-999, -999]","[0, 0]","[0, 0]",1,46
3,"[0, 1]",85.69999999999727,"[1, 14]","[2.549999999999999, 0]","[2.549999999999999, 0]",1,46
4,"[0, 1]",87.64999999999716,"[3, 3]","[0, 0]","[0, 0]",1,46
5,"[2, 1]",37.05000000000003,"[2, 2]","[0, 0]","[0, 0]",1,46
6,"[2, 1]",40.699999999999825,"[5, 5]","[0, 0]","[0, 0]",1,46
7,"[2, 3]",72.949999999998,"[6, -999]","[0, 0]","[0, 0]",1,46
8,"[2, 1]",43.849999999999646,"[7, 6]","[0, 0]","[0, 0]",1,46
9,"[2, 3]",78.84999999999766,"[8, 7]","[0, 0]","[0, 0]",1,46
10,"[2, 1]",48.64999999999937,"[9, 8]","[0, 0]","[0, 0]",1,46
11,"[0, 1]",82.84999999999744,"[4, 4]","[0, 0]","[0, 0]",1,46
12,"[2, 1]",51.54999999999921,"[10, 10]","[0, 0]","[0, 0]",1,46
13,"[0, 1]",91.19999999999696,"[11, 18]","[2.1000000000000005, 0]","[2.1000000000000005, 0]",1,46
14,"[2, 1]",66.19999999999838,"[12, 1]","[6.699999999999984, 0]","[6.699999999999984, 0]",1,46
15,"[0, 1]",91.79999999999693,"[13, 13]","[0, 0]","[0, 0]",1,46
16,"[0, 3]",124.34999999999508,"[15, 19]","[0, 0]","[0, 0]",1,46
17,"[0, 3]",129.0499999999951,"[16, 16]","[0, 0]","[0, 0]",1,46
18,"[2, 1]",79.59999999999762,"[14, 11]","[6.699999999999984, 0]","[6.699999999999984, 0]",1,46
19,"[2, 3]",111.5499999999958,"[18, 9]","[0, 0]","[0, 0]",1,46
20,"[2, 1]",89.24999999999707,"[19, 15]","[23.900000000000205, 0]","[0.05, 0]",1,46
21,"[2, 1]",92.69999999999688,"[20, 20]","[22.300000000000182, 0]","[0, 0]",1,46
22,"[2, 1]",97.19999999999662,"[21, 21]","[20.250000000000153, 0]","[0, 0]",1,46
23,"[0, 3]",126.44999999999496,"[17, 17]","[0, 0]","[0, 0]",1,46
24,"[2, 1]",100.34999999999644,"[22, 22]","[18.60000000000013, 0]","[0, 0]",1,46
25,"[2, 3]",135.6499999999966,"[24, 31]","[17.20000000000011, 0]","[0, 0]",1,46
26,"[2, 3]",145.89999999999893,"[25, 37]","[15.950000000000092, 0]","[0, 0]",1,46
27,"[2, 1]",124.54999999999507,"[26, 41]","[14.700000000000074, 0]","[0, 0]",1,46
28,"[2, 3]",156.3500000000013,"[27, 26]","[13.450000000000056, 0]","[0, 0]",1,46
29,"[2, 1]",135.1999999999965,"[28, 44]","[12.200000000000038, 0]","[0, 0]",1,46
30,"[2, 1]",143.24999999999832,"[29, 45]","[10.90000000000002, 0]","[0, 0]",1,46
31,"[0, 3]",120.89999999999527,"[23, 23]","[0, 0]","[0, 0]",1,46
32,"[2, 3]",187.1000000000083,"[30, 48]","[16.200000000000095, 0]","[6.549999999999985, 0]",1,46
33,"[2, 1]",159.9000000000021,"[32, 52]","[8.399999999999984, 0]","[0, 0]",1,46
34,"[2, 3]",200.45000000001133,"[33, 54]","[7.149999999999983, 0]","[0, 0]",1,46
35,"[0, 1]",92.3999999999969,"[31, 24]","[0, 0]","[0, 0]",1,46
36,"[2, 3]",207.70000000001298,"[34, 58]","[10.500000000000014, 0]","[3.1999999999999966, 0]",1,46
37,"[0, 3]",125.39999999999502,"[35, 25]","[0, 0]","[0, 0]",1,46
38,"[2, 1]",178.45000000000633,"[36, 59]","[6.5999999999999845, 0]","[0, 0]",1,46
39,"[2, 3]",219.00000000001555,"[38, 64]","[5.649999999999988, 0]","[0, 0]",1,46
40,"[0, 1]",96.19999999999668,"[37, 35]","[0, 0]","[0, 0]",1,46
41,"[0, 1]",99.94999999999646,"[40, 40]","[0, 0]","[0, 0]",1,46
42,"[2, 1]",187.85000000000846,"[39, 38]","[6.199999999999986, 0]","[0, 0]",1,46
43,"[0, 1]",106.84999999999607,"[41, 27]","[2.3999999999999995, 0]","[2.3999999999999995, 0]",1,46
44,"[0, 1]",109.9499999999959,"[43, 43]","[0, 0]","[0, 0]",1,46
45,"[0, 1]",117.89999999999544,"[44, 29]","[2.4499999999999993, 0]","[2.4499999999999993, 0]",1,46
46,"[0, 3]",150.70000000000002,"[45, 28]","[0, 0]","[0, 0]",1,46
47,"[0, 3]",155.70000000000115,"[46, 46]","[0, 0]","[0, 0]",1,46
48,"[0, 3]",159.9000000000021,"[47, 47]","[0, 0]","[0, 0]",1,46
49,"[2, 1]",184.9000000000078,"[42, 42]","[7.699999999999981, 0]","[0, 0]",1,46
50,"[2, 3]",219.6500000000157,"[49, 67]","[10.650000000000016, 0]","[0, 0]",1,46
51,"[2, 3]",224.25000000001674,"[50, 50]","[13.800000000000061, 0]","[0, 0]",1,46
52,"[0, 1]",129.5499999999952,"[48, 30]","[0, 0]","[0, 0]",1,46
53,"[0, 3]",164.2500000000031,"[52, 32]","[0, 0]","[0, 0]",1,46
54,"[0, 3]",168.250000000004,"[53, 53]","[0, 0]","[0, 0]",1,46
55,"[2, 1]",197.3000000000106,"[51, 73]","[16.250000000000096, 0]","[0, 0]",1,46
56,"[2, 3]",230.2000000000181,"[55, 51]","[18.800000000000132, 0]","[0, 0]",1,46
57,"[2, 1]",204.40000000001223,"[56, 55]","[32.75000000000028, 0]","[0, 0]",1,46
58,"[0, 3]",172.95000000000508,"[54, 34]","[2.499999999999999, 0]","[2.499999999999999, 0]",1,46
59,"[0, 1]",144.99999999999872,"[58, -999]","[0, 0]","[0, 0]",1,46
60,"[0, 3]",180.40000000000677,"[59, 36]","[0, 0]","[0, 0]",1,46
61,"[2, 1]",205.40000000001245,"[57, 57]","[37.350000000000016, 0]","[0, 0]",1,46
62,"[2, 1]",209.35000000001335,"[61, 61]","[40.99999999999981, 0]","[0, 0]",1,46
63,"[2, 3]",244.00000000002123,"[62, 56]","[43.04999999999969, 0]","[0, 0]",1,46
64,"[0, 3]",180.20000000000672,"[60, 60]","[0, 0]","[0, 0]",1,46
65,"[0, 3]",188.80000000000868,"[64, 39]","[2.549999999999999, 0]","[2.549999999999999, 0]",1,46
66,"[2, 3]",246.9000000000219,"[63, 63]","[50.199999999999285, 0]","[0, 0]",1,46
67,"[0, 3]",190.90000000000916,"[65, 65]","[0, 0]","[0, 0]",1,46
68,"[2, 1]",218.90000000001552,"[66, -999]","[52.89999999999913, 0]","[0, 0]",1,46
69,"[0, 1]",163.70000000000297,"[67, 49]","[0, 0]","[0, 0]",1,46
70,"[0, 1]",167.00000000000372,"[69, 69]","[0, 0]","[0, 0]",1,46
71,"[2, 1]",221.000000000016,"[68, 68]","[54.14999999999906, 0]","[0, 0]",1,46
72,"[2, 1]",225.450000000017,"[71, 71]","[55.04999999999901, 0]","[0, 0]",1,46
73,"[0, 1]",168.00000000000395,"[70, 70]","[0, 0]","[0, 0]",1,46
74,"[2, 1]",228.5000000000177,"[72, 72]","[53.79999999999908, 0]","[0, 0]",1,46
75,"[2, 1]",233.00000000001873,"[74, 74]","[53.29999999999911, 0]","[0, 0]",1,46
76,"[2, 3]",267.7500000000266,"[75, 66]","[53.64999999999909, 0]","[0, 0]",1,46
77,"[2, 1]",242.40000000002087,"[76, 75]","[51.249999999999226, 0]","[0, 0]",1,46
78,"[2, 3]",277.9500000000289,"[77, 76]","[51.6999999999992, 0]","[0, 0]",1,46
79,"[2, 1]",252.10000000002307,"[78, 77]","[51.6999999999992, 0]","[0, 0]",1,46
0,"[2, 1]",36.45000000000007,"[-999, -999]","[0, 0]","[0, 0]",2,46
1,"[0, 3]",105.54999999999615,"[-999, 16]","[0, 0]","[3.049999999999997, 0]",2,46
2,"[0, 1]",77.24999999999775,"[1, -999]","[0, 0]","[0, 0]",2,46
3,"[2, 1]",37.05000000000003,"[0, 0]","[0, 0]","[0, 0]",2,46
4,"[2, 1]",40.699999999999825,"[3, 3]","[0, 0]","[0, 0]",2,46
5,"[2, 3]",72.949999999998,"[4, -999]","[0, 0]","[0, 0]",2,46
6,"[0, 1]",76.94999999999777,"[2, 2]","[0, 0]","[0, 0]",2,46
7,"[0, 1]",80.69999999999756,"[6, 6]","[0, 0]","[0, 0]",2,46
8,"[2, 3]",75.19999999999787,"[5, 5]","[0, 0]","[0, 0]",2,46
9,"[0, 3]",114.64999999999563,"[7, 22]","[0, 0]","[0, 0]",2,46
10,"[0, 1]",87.84999999999715,"[9, 7]","[0, 0]","[0, 0]",2,46
11,"[0, 3]",122.89999999999516,"[10, 23]","[0, 0]","[0, 0]",2,46
12,"[0, 3]",126.74999999999494,"[11, 11]","[0, 0]","[0, 0]",2,46
13,"[0, 3]",130.59999999999545,"[12, 12]","[0, 0]","[0, 0]",2,46
14,"[2, 3]",72.59999999999802,"[8, 8]","[0, 0]","[0, 0]",2,46
15,"[2, 3]",76.3999999999978,"[14, 14]","[0, 0]","[0, 0]",2,46
