Vehicle_label,Road_order,Total_time,Leading_vehicles,Stopped_time,Stop_while_front,Round_number,vehicle_rate
0,"[0, 1]",69.84999999999818,"[-999, 12]","[0, 0]","[0, 0]",1,30
1,"[0, 3]",102.49999999999632,"[0, 13]","[0, 0]","[0, 0]",1,30
2,"[2, 3]",67.79999999999829,"[-999, -999]","[0, 0]","[0, 0]",1,30
3,"[2, 1]",38.29999999999996,"[2, -999]","[0, 0]","[0, 0]",1,30
4,"[0, 3]",115.89999999999556,"[1, 19]","[8.649999999999988, 0]","[8.649999999999988, 0]",1,30
5,"[0, 1]",85.99999999999726,"[4, -999]","[0, 0]","[0, 0]",1,30
6,"[2, 3]",68.84999999999823,"[3, 2]","[0, 0]","[0, 0]",1,30
7,"[0, 1]",87.0999999999972,"[5, 5]","[0, 0]","[0, 0]",1,30
8,"[2, 1]",36.95000000000004,"[6, 3]","[0, 0]","[0, 0]",1,30
9,"[0, 3]",118.6499999999954,"[7, 20]","[0, 0]","[0, 0]",1,30
10,"[2, 1]",37.65,"[8, 8]","[0, 0]","[0, 0]",1,30
11,"[0, 1]",90.19999999999702,"[9, 22]","[0, 0]","[0, 0]",1,30
12,"[2, 1]",38.54999999999995,"[10, 10]","[0, 0]","[0, 0]",1,30
13,"[2, 3]",71.99999999999805,"[12, 6]","[0, 0]","[0, 0]",1,30
14,"[2, 1]",45.999999999999524,"[13, 0]","[0, 0]","[0, 0]",1,30
15,"[0, 1]",87.24999999999719,"[11, 11]","[0, 0]","[0, 0]",1,30
16,"[2, 3]",77.64999999999773,"[14, 1]","[0, 0]","[0, 0]",1,30
17,"[2, 3]",80.49999999999757,"[16, 16]","[0, 0]","[0, 0]",1,30
18,"[0, 3]",116.29999999999553,"[15, 23]","[0, 0]","[0, 0]",1,30
19,"[2, 3]",81.04999999999754,"[17, 17]","[0, 0]","[0, 0]",1,30
20,"[2, 3]",88.34999999999712,"[19, 4]","[1.2000000000000004, 0]","[1.2000000000000004, 0]",1,30
21,"[0, 3]",116.29999999999553,"[18, 18]","[0, 0]","[0, 0]",1,30
22,"[2, 1]",63.09999999999855,"[20, 7]","[6.799999999999984, 0]","[6.799999999999984, 0]",1,30
23,"[2, 3]",96.54999999999666,"[22, 9]","[0, 0]","[0, 0]",1,30
24,"[0, 3]",115.64999999999557,"[21, 21]","[0, 0]","[0, 0]",1,30
25,"[2, 1]",72.24999999999804,"[23, 15]","[0, 0]","[0, 0]",1,30
26,"[0, 3]",116.8499999999955,"[24, 24]","[0, 0]","[0, 0]",1,30
27,"[2, 3]",120.19999999999531,"[25, 26]","[29.15000000000028, 0]","[9.55, 0]",1,30
28,"[0, 3]",123.14999999999515,"[26, 27]","[2.499999999999999, 0]","[2.499999999999999, 0]",1,30
29,"[2, 3]",125.99999999999498,"[27, 28]","[17.400000000000112, 0]","[0, 0]",1,30
30,"[0, 1]",92.3999999999969,"[28, -999]","[0, 0]","[0, 0]",1,30
31,"[0, 1]",95.49999999999672,"[30, 30]","[0, 0]","[0, 0]",1,30
32,"[0, 1]",98.54999999999654,"[31, 31]","[0, 0]","[0, 0]",1,30
33,"[0, 1]",106.04999999999612,"[32, 35]","[2.4499999999999993, 0]","[2.4499999999999993, 0]",1,30
34,"[2, 3]",120.89999999999527,"[29, 29]","[13.70000000000006, 0]","[0, 0]",1,30
35,"[2, 1]",97.99999999999658,"[34, 32]","[12.800000000000047, 0]","[0, 0]",1,30
