Vehicle_label,Road_order,Total_time,Leading_vehicles,Stopped_time,Stop_while_front,Round_number,vehicle_rate
0,"[0, 3]",102.34999999999633,"[-999, 14]","[0, 0]","[2.849999999999998, 0]",1,64
1,"[2, 1]",36.45000000000007,"[-999, -999]","[0, 0]","[0, 0]",1,64
2,"[0, 1]",80.89999999999755,"[0, 18]","[3.099999999999997, 0]","[3.099999999999997, 0]",1,64
3,"[0, 1]",83.29999999999741,"[2, 2]","[0, 0]","[0, 0]",1,64
4,"[2, 1]",38.44999999999995,"[1, 1]","[0, 0]","[0, 0]",1,64
5,"[2, 3]",71.59999999999808,"[4, -999]","[0, 0]","[0, 0]",1,64
6,"[2, 1]",44.6499999999996,"[5, 4]","[0, 0]","[0, 0]",1,64
7,"[0, 3]",115.0499999999956,"[3, 21]","[0, 0]","[0, 0]",1,64
8,"[2, 3]",77.04999999999777,"[6, 5]","[0, 0]","[0, 0]",1,64
9,"[0, 3]",118.34999999999542,"[7, 7]","[0, 0]","[0, 0]",1,64
10,"[0, 1]",91.24999999999696,"[9, 28]","[0, 0]","[0, 0]",1,64
11,"[2, 1]",48.099999999999405,"[8, 6]","[0, 0]","[0, 0]",1,64
12,"[0, 1]",94.49999999999677,"[10, 10]","[0, 0]","[0, 0]",1,64
13,"[2, 1]",51.7499999999992,"[11, 11]","[0, 0]","[0, 0]",1,64
14,"[2, 3]",82.49999999999746,"[13, 8]","[0, 0]","[0, 0]",1,64
15,"[2, 1]",56.29999999999894,"[14, 13]","[0, 0]","[0, 0]",1,64
16,"[0, 3]",125.89999999999499,"[12, 29]","[0, 0]","[0, 0]",1,64
17,"[0, 1]",100.34999999999644,"[16, 34]","[0, 0]","[0, 0]",1,64
18,"[2, 1]",58.94999999999879,"[15, 15]","[0, 0]","[0, 0]",1,64
19,"[2, 3]",92.44999999999689,"[18, 0]","[0, 0]","[0, 0]",1,64
20,"[0, 3]",132.6499999999959,"[17, 16]","[0, 0]","[0, 0]",1,64
21,"[2, 3]",96.34999999999667,"[19, 19]","[0, 0]","[0, 0]",1,64
22,"[0, 3]",136.9499999999969,"[20, 20]","[0, 0]","[0, 0]",1,64
23,"[2, 1]",69.19999999999821,"[21, 3]","[0, 0]","[0, 0]",1,64
24,"[0, 1]",108.44999999999598,"[22, 37]","[0, 0]","[0, 0]",1,64
25,"[0, 1]",117.24999999999548,"[24, 42]","[2.549999999999999, 0]","[2.549999999999999, 0]",1,64
26,"[0, 1]",126.54999999999495,"[25, 43]","[2.849999999999998, 0]","[2.849999999999998, 0]",1,64
27,"[0, 1]",134.69999999999638,"[26, 45]","[2.25, 0]","[2.25, 0]",1,64
28,"[2, 1]",68.79999999999824,"[23, 23]","[0, 0]","[0, 0]",1,64
29,"[2, 3]",104.5499999999962,"[28, 9]","[0, 0]","[0, 0]",1,64
30,"[0, 3]",167.4000000000038,"[27, 51]","[2.499999999999999, 0]","[2.499999999999999, 0]",1,64
31,"[0, 1]",142.6999999999982,"[30, 52]","[0, 0]","[0, 0]",1,64
32,"[0, 1]",146.14999999999898,"[31, 31]","[0, 0]","[0, 0]",1,64
33,"[0, 1]",150.1999999999999,"[32, 32]","[0, 0]","[0, 0]",1,64
34,"[2, 1]",79.69999999999762,"[29, 12]","[3.4499999999999957, 0]","[3.4499999999999957, 0]",1,64
35,"[0, 3]",183.25000000000742,"[33, 30]","[0, 0]","[0, 0]",1,64
36,"[2, 1]",87.74999999999716,"[34, 17]","[0, 0]","[0, 0]",1,64
37,"[2, 1]",90.449999999997,"[36, 36]","[0, 0]","[0, 0]",1,64
38,"[0, 1]",156.60000000000136,"[35, 53]","[0, 0]","[0, 0]",1,64
39,"[0, 1]",160.55000000000226,"[38, 38]","[0.8500000000000002, 0]","[0, 0]",1,64
40,"[0, 1]",164.7000000000032,"[39, 39]","[1.3000000000000005, 0]","[0, 0]",1,64
41,"[0, 1]",173.15000000000512,"[40, 57]","[4.149999999999993, 0]","[2.4499999999999993, 0]",1,64
42,"[2, 1]",97.04999999999663,"[37, 24]","[16.6000000000001, 0]","[0, 0]",1,64
43,"[2, 1]",105.09999999999617,"[42, 25]","[15.000000000000078, 0]","[0, 0]",1,64
44,"[0, 1]",174.8500000000055,"[41, 41]","[2.0500000000000007, 0]","[0, 0]",1,64
45,"[2, 1]",111.79999999999579,"[43, 26]","[13.350000000000055, 0]","[0, 0]",1,64
46,"[0, 3]",207.750000000013,"[44, 55]","[2.3499999999999996, 0]","[0, 0]",1,64
47,"[0, 1]",183.05000000000737,"[46, 59]","[2.6999999999999984, 0]","[0, 0]",1,64
48,"[0, 1]",187.05000000000828,"[47, 47]","[3.049999999999997, 0]","[0, 0]",1,64
49,"[0, 3]",221.35000000001608,"[48, 70]","[3.349999999999996, 0]","[0, 0]",1,64
50,"[0, 3]",226.55000000001726,"[49, 49]","[3.349999999999996, 0]","[0, 0]",1,64
