Vehicle_label,Road_order,Total_time,Leading_vehicles,Stopped_time,Stop_while_front,Round_number,vehicle_rate
0,"[0, 3]",97.84999999999658,"[-999, 6]","[0, 0]","[0, 0]",1,16
1,"[0, 1]",72.849999999998,"[0, 8]","[0, 0]","[0, 0]",1,16
2,"[0, 1]",79.09999999999765,"[1, 10]","[2.799999999999998, 0]","[2.799999999999998, 0]",1,16
3,"[2, 3]",67.79999999999829,"[-999, -999]","[0, 0]","[0, 0]",1,16
4,"[0, 1]",75.89999999999783,"[2, 2]","[0, 0]","[0, 0]",1,16
5,"[2, 1]",36.500000000000064,"[3, -999]","[0, 0]","[0, 0]",1,16
6,"[2, 3]",68.54999999999825,"[5, 3]","[0, 0]","[0, 0]",1,16
7,"[2, 1]",38.249999999999964,"[6, 5]","[0, 0]","[0, 0]",1,16
8,"[2, 1]",39.84999999999987,"[7, 7]","[0, 0]","[0, 0]",1,16
9,"[2, 3]",71.74999999999807,"[8, 0]","[0, 0]","[0, 0]",1,16
10,"[2, 1]",43.29999999999968,"[9, 1]","[0, 0]","[0, 0]",1,16
11,"[2, 3]",73.24999999999798,"[10, 9]","[0, 0]","[0, 0]",1,16
12,"[0, 1]",72.39999999999803,"[4, 19]","[0, 0]","[0, 0]",1,16
13,"[0, 3]",101.94999999999635,"[12, 20]","[0, 0]","[0, 0]",1,16
14,"[2, 1]",41.89999999999976,"[11, 4]","[0, 0]","[0, 0]",1,16
15,"[0, 1]",68.84999999999823,"[13, 21]","[0, 0]","[0, 0]",1,16
16,"[2, 1]",37.74999999999999,"[14, 14]","[0, 0]","[0, 0]",1,16
17,"[0, 3]",97.94999999999658,"[15, 13]","[0, 0]","[0, 0]",1,16
18,"[2, 1]",36.70000000000005,"[16, 16]","[0, 0]","[0, 0]",1,16
19,"[2, 1]",37.200000000000024,"[18, 18]","[0, 0]","[0, 0]",1,16
20,"[2, 3]",68.74999999999824,"[19, 11]","[0, 0]","[0, 0]",1,16
21,"[2, 1]",40.94999999999981,"[20, 12]","[0, 0]","[0, 0]",1,16
22,"[2, 1]",48.69999999999937,"[21, 15]","[1.900000000000001, 0]","[1.900000000000001, 0]",1,16
23,"[0, 1]",76.84999999999778,"[17, 31]","[3.649999999999995, 0]","[3.649999999999995, 0]",1,16
24,"[2, 1]",44.14999999999963,"[22, 22]","[0, 0]","[0, 0]",1,16
25,"[0, 1]",72.59999999999802,"[23, 23]","[0, 0]","[0, 0]",1,16
26,"[2, 1]",39.19999999999991,"[24, 24]","[0, 0]","[0, 0]",1,16
27,"[2, 3]",70.04999999999816,"[26, 17]","[0, 0]","[0, 0]",1,16
