Vehicle_label,Road_order,Total_time,Leading_vehicles,Stopped_time,Stop_while_front,Round_number,vehicle_rate
0,"[2, 1]",36.45000000000007,"[-999, -999]","[0, 0]","[0, 0]",1,1000
1,"[0, 1]",76.59999999999779,"[-999, 15]","[0, 0.05]","[3.349999999999996, 0]",1,1000
2,"[0, 1]",79.8999999999976,"[1, 1]","[3.1999999999999966, 0]","[0, 0]",1,1000
3,"[0, 1]",89.29999999999707,"[2, 16]","[9.55, 0]","[2.549999999999999, 0]",1,1000
4,"[0, 3]",123.04999999999515,"[3, 12]","[10.85000000000002, 0]","[0, 0]",1,1000
5,"[2, 3]",71.1999999999981,"[0, -999]","[2.6999999999999984, 0]","[0, 0]",1,1000
6,"[2, 1]",43.44999999999967,"[5, 0]","[6.149999999999986, 0]","[0, 0]",1,1000
7,"[2, 3]",79.74999999999761,"[6, 5]","[9.650000000000002, 0]","[0, 0]",1,1000
8,"[0, 1]",98.84999999999653,"[4, 19]","[14.40000000000007, 0]","[0, 0]",1,1000
9,"[2, 1]",50.749999999999254,"[7, 6]","[13.00000000000005, 0]","[0, 0]",1,1000
10,"[2, 3]",87.19999999999719,"[9, 7]","[16.5000000000001, 0]","[0, 0]",1,1000
11,"[0, 1]",103.59999999999626,"[8, 8]","[18.05000000000012, 0]","[0, 0]",1,1000
12,"[2, 3]",92.89999999999687,"[10, 10]","[19.900000000000148, 0]","[0, 0]",1,1000
13,"[2, 1]",62.149999999998606,"[12, 9]","[23.350000000000197, 0]","[0, 0]",1,1000
14,"[0, 1]",108.34999999999599,"[11, 11]","[21.750000000000174, 0]","[0, 0]",1,1000
15,"[2, 1]",67.84999999999829,"[13, 13]","[26.750000000000245, 0]","[0, 0]",1,1000
16,"[2, 1]",84.39999999999735,"[15, 2]","[36.650000000000055, 0.05]","[6.449999999999985, 0]",1,1000
17,"[0, 1]",117.44999999999547,"[14, 25]","[27.950000000000262, 0]","[2.499999999999999, 0]",1,1000
18,"[0, 3]",151.5500000000002,"[17, 22]","[29.30000000000028, 0]","[0, 0]",1,1000
19,"[2, 1]",92.89999999999687,"[16, 3]","[36.80000000000005, 0]","[3.2999999999999963, 0]",1,1000
20,"[0, 3]",157.75000000000162,"[18, 18]","[33.10000000000026, 0]","[0, 0]",1,1000
21,"[2, 3]",128.39999999999495,"[19, 4]","[48.99999999999935, 0]","[0, 0]",1,1000
22,"[2, 3]",134.44999999999632,"[21, 21]","[54.69999999999903, 0]","[0, 0]",1,1000
23,"[0, 3]",163.0000000000028,"[20, 20]","[36.80000000000005, 0]","[0, 0]",1,1000
24,"[0, 1]",137.8999999999971,"[23, 27]","[40.699999999999825, 0]","[0, 0]",1,1000
25,"[2, 1]",112.19999999999577,"[22, 14]","[59.04999999999878, 0]","[0, 0]",1,1000
26,"[0, 1]",142.79999999999822,"[24, 24]","[44.44999999999961, 0]","[0, 0]",1,1000
27,"[2, 1]",121.54999999999524,"[25, 17]","[60.049999999998725, 0]","[0, 0]",1,1000
28,"[2, 3]",168.15000000000398,"[27, 23]","[68.39999999999826, 0]","[6.549999999999985, 0]",1,1000
29,"[2, 1]",148.49999999999952,"[28, 26]","[67.04999999999833, 0]","[3.149999999999997, 0]",1,1000
30,"[0, 3]",177.65000000000614,"[26, 28]","[48.04999999999941, 0]","[0, 0]",1,1000
31,"[0, 1]",153.2500000000006,"[30, 29]","[51.949999999999186, 0]","[0, 0]",1,1000
32,"[2, 1]",169.65000000000433,"[29, 37]","[75.79999999999784, 0.05]","[9.800000000000004, 0]",1,1000
33,"[2, 1]",172.90000000000506,"[32, 32]","[68.19999999999827, 0]","[0, 0]",1,1000
34,"[2, 1]",184.30000000000766,"[33, 40]","[73.44999999999797, 0]","[3.149999999999997, 0]",1,1000
35,"[0, 1]",157.95000000000167,"[31, 31]","[55.54999999999898, 0]","[0, 0]",1,1000
36,"[2, 3]",225.25000000001697,"[34, 42]","[75.59999999999785, 0]","[3.2999999999999963, 0]",1,1000
37,"[0, 1]",162.80000000000277,"[35, 35]","[59.29999999999877, 0]","[0, 0]",1,1000
38,"[0, 3]",197.7000000000107,"[37, 30]","[63.199999999998546, 0]","[0, 0]",1,1000
39,"[2, 1]",205.05000000001237,"[36, 47]","[75.54999999999785, 0]","[0, 0]",1,1000
40,"[0, 1]",178.90000000000643,"[38, 33]","[70.19999999999816, 0]","[3.1999999999999966, 0]",1,1000
41,"[0, 3]",212.40000000001405,"[40, 38]","[70.84999999999812, 0]","[0, 0]",1,1000
42,"[0, 3]",218.60000000001546,"[41, 41]","[74.7499999999979, 0]","[0, 0]",1,1000
43,"[0, 1]",193.85000000000983,"[42, 34]","[78.64999999999768, 0]","[0, 0]",1,1000
44,"[2, 3]",239.0000000000201,"[39, 36]","[79.29999999999764, 0]","[0, 0]",1,1000
45,"[2, 1]",214.75000000001458,"[44, 49]","[83.34999999999741, 0]","[0, 0]",1,1000
