Vehicle_label,Road_order,Total_time,Leading_vehicles,Stopped_time,Stop_while_front,Round_number,vehicle_rate
0,"[2, 3]",67.79999999999829,"[-999, -999]","[0, 0]","[0, 0]",1,44
1,"[0, 1]",72.64999999999802,"[-999, 20]","[0, 0]","[0, 0]",1,44
2,"[2, 3]",71.2499999999981,"[0, 0]","[0, 0]","[0, 0]",1,44
3,"[2, 3]",75.29999999999787,"[2, 2]","[0, 0]","[0, 0]",1,44
4,"[2, 3]",78.99999999999766,"[3, 3]","[0, 0]","[0, 0]",1,44
5,"[2, 1]",46.4499999999995,"[4, -999]","[0, 0]","[0, 0]",1,44
6,"[0, 3]",99.2999999999965,"[1, 21]","[0, 0]","[0, 0]",1,44
7,"[0, 3]",108.64999999999597,"[6, 22]","[1.850000000000001, 0]","[1.850000000000001, 0]",1,44
8,"[2, 1]",48.1499999999994,"[5, 5]","[0, 0]","[0, 0]",1,44
9,"[0, 1]",79.44999999999763,"[7, 1]","[0, 0]","[0, 0]",1,44
10,"[0, 1]",83.14999999999742,"[9, 9]","[0, 0]","[0, 0]",1,44
11,"[0, 1]",86.84999999999721,"[10, 10]","[0, 0]","[0, 0]",1,44
12,"[0, 1]",90.499999999997,"[11, 11]","[0, 0]","[0, 0]",1,44
13,"[0, 1]",98.49999999999655,"[12, 27]","[2.499999999999999, 0]","[2.499999999999999, 0]",1,44
14,"[0, 3]",131.19999999999558,"[13, 26]","[0, 0]","[0, 0]",1,44
15,"[0, 3]",136.1499999999967,"[14, 14]","[0, 0]","[0, 0]",1,44
16,"[2, 3]",71.1499999999981,"[8, 4]","[0, 0]","[0, 0]",1,44
17,"[0, 3]",138.89999999999733,"[15, 15]","[0, 0]","[0, 0]",1,44
18,"[0, 3]",142.84999999999823,"[17, 17]","[0, 0]","[0, 0]",1,44
19,"[0, 1]",116.29999999999553,"[18, 31]","[0, 0]","[0, 0]",1,44
20,"[2, 1]",37.30000000000002,"[16, 8]","[0, 0]","[0, 0]",1,44
21,"[2, 3]",72.29999999999804,"[20, 16]","[0, 0]","[0, 0]",1,44
22,"[2, 3]",82.59999999999745,"[21, 6]","[2.1500000000000004, 0]","[2.1500000000000004, 0]",1,44
23,"[2, 3]",91.24999999999696,"[22, 7]","[6.5999999999999845, 0]","[6.5999999999999845, 0]",1,44
24,"[0, 3]",150.24999999999991,"[19, 34]","[3.099999999999997, 0]","[3.099999999999997, 0]",1,44
25,"[2, 3]",93.64999999999682,"[23, 23]","[0, 0]","[0, 0]",1,44
26,"[2, 3]",97.74999999999659,"[25, 25]","[8.549999999999986, 0]","[0, 0]",1,44
27,"[2, 1]",74.49999999999791,"[26, 12]","[10.350000000000012, 0]","[0, 0]",1,44
28,"[0, 3]",149.7499999999998,"[24, 24]","[0, 0]","[0, 0]",1,44
29,"[0, 1]",122.64999999999517,"[28, -999]","[0, 0]","[0, 0]",1,44
30,"[2, 1]",79.69999999999762,"[27, 13]","[11.300000000000026, 0]","[0, 0]",1,44
31,"[2, 1]",81.89999999999749,"[30, 30]","[8.949999999999992, 0]","[0, 0]",1,44
32,"[0, 1]",123.54999999999512,"[29, 29]","[0, 0]","[0, 0]",1,44
33,"[2, 3]",127.29999999999491,"[31, 18]","[10.350000000000012, 0]","[3.049999999999997, 0]",1,44
34,"[2, 3]",131.04999999999555,"[33, 33]","[5.699999999999988, 0]","[0, 0]",1,44
35,"[2, 3]",145.19999999999877,"[34, 28]","[10.85000000000002, 0]","[6.5999999999999845, 0]",1,44
36,"[0, 1]",128.89999999999506,"[32, 37]","[2.7499999999999982, 0]","[2.7499999999999982, 0]",1,44
37,"[2, 1]",122.2499999999952,"[35, 32]","[2.849999999999998, 0]","[0, 0]",1,44
38,"[2, 1]",135.2499999999965,"[37, 39]","[3.7999999999999945, 0]","[2.3999999999999995, 0]",1,44
39,"[0, 1]",127.99999999999487,"[36, 36]","[0, 0]","[0, 0]",1,44
40,"[0, 3]",161.00000000000236,"[39, 35]","[0, 0]","[0, 0]",1,44
41,"[2, 3]",166.25000000000355,"[38, 40]","[0, 0]","[0, 0]",1,44
42,"[0, 1]",134.44999999999632,"[40, 38]","[0, 0]","[0, 0]",1,44
43,"[2, 1]",143.1999999999983,"[41, 44]","[0, 0]","[0, 0]",1,44
44,"[0, 1]",136.4999999999968,"[42, 42]","[0, 0]","[0, 0]",1,44
45,"[2, 3]",187.5500000000084,"[43, 52]","[6.649999999999984, 0]","[6.649999999999984, 0]",1,44
46,"[0, 3]",168.90000000000416,"[44, 41]","[0, 0]","[0, 0]",1,44
47,"[2, 3]",190.35000000000903,"[45, 45]","[2.000000000000001, 0]","[0, 0]",1,44
48,"[2, 1]",163.10000000000284,"[47, 55]","[4.3499999999999925, 0]","[0, 0]",1,44
49,"[2, 3]",199.15000000001103,"[48, 56]","[6.349999999999985, 0]","[0, 0]",1,44
50,"[2, 3]",209.25000000001333,"[49, 60]","[10.650000000000016, 0]","[3.2499999999999964, 0]",1,44
51,"[0, 3]",168.05000000000396,"[46, 46]","[0, 0]","[0, 0]",1,44
52,"[0, 3]",172.1500000000049,"[51, 51]","[0, 0]","[0, 0]",1,44
53,"[2, 3]",210.55000000001363,"[50, 50]","[18.850000000000133, 0]","[0, 0]",1,44
54,"[0, 1]",144.29999999999856,"[52, 43]","[0, 0]","[0, 0]",1,44
55,"[0, 1]",147.9499999999994,"[54, 54]","[1.0500000000000003, 0]","[0, 0]",1,44
56,"[0, 3]",183.30000000000743,"[55, 47]","[1.7000000000000008, 0]","[0, 0]",1,44
57,"[0, 1]",157.30000000000152,"[56, 48]","[2.1000000000000005, 0]","[0, 0]",1,44
58,"[2, 1]",177.55000000000612,"[53, 63]","[22.650000000000187, 0]","[0, 0]",1,44
59,"[2, 1]",198.90000000001098,"[58, 69]","[31.450000000000312, 0]","[6.749999999999984, 0]",1,44
60,"[0, 3]",189.60000000000886,"[57, 49]","[3.4499999999999957, 0]","[0, 0]",1,44
61,"[2, 1]",199.75000000001117,"[59, 59]","[25.70000000000023, 0]","[0, 0]",1,44
62,"[0, 1]",161.35000000000244,"[60, 57]","[4.299999999999993, 0]","[0, 0]",1,44
63,"[0, 1]",165.00000000000327,"[62, 62]","[5.04999999999999, 0]","[0, 0]",1,44
64,"[2, 1]",207.4000000000129,"[61, 75]","[34.65000000000017, 0]","[3.2999999999999963, 0]",1,44
65,"[2, 3]",241.60000000002069,"[64, 77]","[34.700000000000166, 0]","[0, 0]",1,44
66,"[0, 3]",197.75000000001071,"[63, 53]","[5.749999999999988, 0]","[0, 0]",1,44
67,"[0, 1]",171.90000000000484,"[66, 58]","[6.399999999999985, 0]","[0, 0]",1,44
68,"[0, 1]",175.00000000000554,"[67, 67]","[6.5999999999999845, 0]","[0, 0]",1,44
69,"[0, 1]",178.60000000000636,"[68, 68]","[6.449999999999985, 0]","[0, 0]",1,44
70,"[2, 1]",209.20000000001332,"[65, 79]","[37.15000000000003, 0]","[0, 0]",1,44
