Vehicle_label,Road_order,Caused_delay,Count,Total_time
0,0,0.5657894736842102,19,99.43157894736491
0,1,0.7233333333333324,15,69.61666666666484
0,2,0.0,28,67.7499999999983
0,3,0.0,38,36.40000000000007
1,0,0.7937499999999992,16,102.34999999999633
1,1,1.308333333333332,12,71.48333333333142
1,2,0.0,29,68.88620689654995
1,3,0.0,43,37.259302325581416
2,0,0.9499999999999987,14,102.95357142856771
2,1,0.25238095238095226,21,72.23809523809328
2,2,0.0,26,69.62692307692126
2,3,0.0,39,38.1307692307692
3,0,1.5687499999999974,8,105.56874999999614
3,1,0.7529411764705879,17,73.935294117645
3,2,0.0,37,69.88378378378196
3,3,0.0,38,39.19078947368412
4,0,1.1307692307692296,13,106.55769230768838
4,1,0.9124999999999993,16,76.31249999999781
4,2,0.0,34,70.89852941176282
4,3,0.0,37,39.17027027027018
5,0,0.8833333333333329,12,106.93749999999606
5,1,1.2846153846153832,13,74.04999999999794
5,2,0.0,35,71.71285714285521
5,3,0.0,40,39.648749999999886
6,0,0.8307692307692303,13,105.88461538461152
6,1,0.4157894736842103,19,78.55789473683978
6,2,0.0,32,72.64531249999801
6,3,0.0,36,40.201388888888744
7,0,0.5541666666666667,12,107.66249999999603
7,1,0.6799999999999995,20,77.51999999999774
7,2,0.0,38,72.21315789473489
7,3,0.0,30,41.753333333333096
8,0,0.32000000000000006,20,108.99999999999595
8,1,0.317857142857143,14,79.08928571428336
8,2,0.0,29,73.34310344827384
8,3,0.06486486486486485,37,41.48783783783762
9,0,0.6078947368421047,19,109.04736842104857
9,1,0.49999999999999956,12,80.4083333333309
9,2,0.07968749999999997,32,73.28124999999798
9,3,0.0,37,42.60405405405377
10,0,0.43499999999999994,20,108.66499999999596
10,1,0.1909090909090909,33,78.27424242424011
10,2,0.16379310344827575,29,73.65862068965313
10,3,0.5861111111111108,18,42.938888888888584
11,0,0.9649999999999993,20,111.6374999999958
11,1,0.5729166666666664,24,80.08749999999759
11,2,0.46590909090909033,22,75.31590909090696
11,3,0.6279411764705879,34,44.3058823529408
12,0,0.4216666666666665,30,112.0883333333291
12,1,0.2655172413793102,29,79.7948275862045
12,2,1.2133333333333312,15,76.69333333333113
12,3,1.009615384615383,26,44.559615384614986
13,0,0.6049999999999998,20,111.9674999999958
13,1,0.5216666666666663,30,81.25999999999752
13,2,1.3780000000000012,25,77.29799999999776
13,3,0.8519999999999992,25,44.95999999999958
14,0,0.5220588235294116,34,115.20735294117209
14,1,0.46923076923076906,26,81.51923076922829
14,2,2.0630434782608686,23,77.43043478260644
14,3,2.044117647058821,17,46.98235294117594
15,0,0.38965517241379305,29,114.07413793103024
15,1,0.4499999999999999,36,83.96249999999738
15,2,4.62333333333334,15,81.02333333333087
15,3,2.022500000000004,20,46.91999999999947
16,0,0.7249999999999998,30,114.58166666666237
16,1,0.5818181818181815,33,86.36212121211845
16,2,3.281578947368426,19,82.55789473683956
16,3,3.1638888888888914,18,48.34166666666606
17,0,0.40543478260869564,46,118.57173913043042
17,1,0.8224999999999995,20,85.04249999999732
17,2,2.6052631578947394,19,81.72631578947119
17,3,1.816666666666672,15,48.69999999999937
18,0,0.7642857142857141,28,118.88749999999573
18,1,0.5314285714285713,35,88.01857142856858
18,2,3.250000000000009,22,80.2590909090885
18,3,6.2133333333333685,15,53.4999999999991
19,0,0.4263888888888887,36,120.30277777777327
19,1,0.4681818181818181,33,90.89848484848183
19,2,6.573529411764741,17,84.05882352940912
19,3,5.414285714285721,14,52.189285714284885
20,0,0.4185185185185183,27,119.13333333332872
20,1,0.21938775510204067,49,92.15816326530302
20,2,3.0642857142857127,14,80.72857142856898
20,3,4.845000000000009,10,54.759999999999025
21,0,0.32333333333333336,45,123.33999999999574
21,1,0.4977272727272725,22,91.45227272726967
21,2,7.244444444444486,18,88.52222222221934
21,3,8.816666666666709,15,55.533333333332315
22,0,0.34761904761904755,42,124.63452380951965
22,1,0.42931034482758607,29,93.22413793103134
22,2,7.870833333333365,12,86.84583333333053
22,3,7.697058823529448,17,58.649999999998805
23,0,0.8159090909090907,22,127.59090909090483
23,1,0.4389999999999999,50,94.90199999999675
23,2,12.562500000000089,16,94.0031249999968
23,3,4.1374999999999975,12,51.562499999999204
24,0,0.35588235294117637,34,128.29264705881934
24,1,0.45599999999999996,25,98.85199999999654
24,2,9.221052631578994,19,89.53947368420758
24,3,8.459090909090946,22,62.104545454544066
25,0,0.6862068965517238,29,130.57586206896173
25,1,0.6485714285714284,35,96.25999999999667
25,2,7.575000000000043,14,91.17142857142554
25,3,7.597727272727303,22,59.102272727271504
26,0,0.3112903225806452,31,129.13709677418944
26,1,0.5117647058823528,34,97.61617647058483
26,2,7.461904761904787,21,87.70952380952096
26,3,9.278571428571484,14,59.33928571428448
27,0,0.32340425531914896,47,129.55531914893206
27,1,0.19571428571428562,35,101.24142857142496
27,2,10.930000000000053,10,96.71999999999665
27,3,7.175000000000018,8,63.85624999999851
28,0,0.3681818181818182,33,132.6196969696933
28,1,0.525806451612903,31,101.13870967741575
28,2,15.866666666666745,21,97.39285714285376
28,3,9.493333333333373,15,66.20999999999837
29,0,0.46374999999999994,40,133.01874999999634
29,1,0.590322580645161,31,101.7838709677383
29,2,11.226666666666738,15,95.86333333333003
29,3,13.550000000000063,14,64.7035714285699
30,0,0.3499999999999999,57,135.6254385964881
30,1,0.6652173913043478,23,102.92173913043108
30,2,10.946428571428624,14,103.79285714285342
30,3,15.850000000000113,6,67.34166666666498
31,0,0.6181818181818177,33,136.14848484848181
31,1,0.5129629629629627,27,102.0018518518482
31,2,11.489130434782647,23,95.53043478260551
31,3,9.211764705882395,17,64.89411764705727
32,0,0.4903846153846153,26,134.83269230768892
32,1,0.7445945945945941,37,109.81081081080673
32,2,12.807500000000072,20,103.49499999999651
32,3,14.282352941176521,17,71.76764705882158
33,0,0.5618421052631577,38,139.2276315789449
33,1,0.8484848484848481,33,108.09545454545056
33,2,13.506250000000085,16,109.93749999999645
33,3,12.29615384615392,13,70.3038461538443
34,0,0.7124999999999996,32,137.56093749999712
34,1,0.7442857142857142,35,108.82428571428173
34,2,14.916666666666764,12,101.85833333332994
34,3,10.39761904761909,21,73.40238095237893
35,0,0.9274193548387087,31,140.95806451612683
35,1,0.51551724137931,29,109.78275862068575
35,2,10.68947368421057,19,104.43421052631234
35,3,14.54761904761913,21,71.29047619047428
36,0,0.4013888888888888,36,142.68888888888716
36,1,0.8185185185185183,27,113.64444444444023
36,2,10.647222222222267,18,109.344444444441
36,3,11.797368421052694,19,76.18157894736623
37,0,0.4717948717948715,39,141.66538461538266
37,1,0.6616666666666665,30,115.45666666666247
37,2,14.786111111111145,18,114.89722222221849
37,3,11.934615384615448,13,74.34999999999792
38,0,1.336363636363636,22,147.64318181818115
38,1,0.28297872340425534,47,111.88936170212345
38,2,10.358333333333375,12,108.8708333333305
38,3,13.521052631579,19,81.31315789473437
39,0,0.5322916666666665,48,144.96666666666542
39,1,1.0411764705882351,17,117.31764705881926
39,2,11.458333333333393,12,114.33749999999708
39,3,11.343478260869624,23,78.91521739130201
40,0,0.6499999999999995,34,148.43382352941128
40,1,0.8259259259259253,27,119.38888888888452
40,2,10.314285714285758,21,114.02142857142462
