Vehicle_label,Road_order,Caused_delay,Count,Total_time
0,0,1.5421052631578926,19,98.37894736841761
0,1,1.2459999999999989,25,72.11399999999804
0,2,0.0,24,67.7499999999983
0,3,0.0,32,36.40000000000007
1,0,1.5166666666666646,12,102.41666666666299
1,1,0.9545454545454536,22,74.43863636363427
1,2,0.0,27,68.59999999999825
1,3,0.0,39,37.12051282051285
2,0,1.4208333333333323,12,103.2708333333296
2,1,0.7499999999999992,16,74.48749999999791
2,2,0.0,30,69.62999999999819
2,3,0.0,42,37.854761904761894
3,0,1.1781249999999985,32,104.79218749999619
3,1,0.476190476190476,21,75.52380952380739
3,2,0.0,26,69.83269230769048
3,3,0.0,21,38.742857142857076
4,0,0.4791666666666666,24,107.07708333332938
4,1,1.319565217391304,23,76.32608695651955
4,2,0.0,25,70.9899999999981
4,3,0.0,28,39.17857142857134
5,0,0.5277777777777777,9,108.98888888888484
5,1,0.747058823529411,17,77.26176470588011
5,2,0.0,20,70.96249999999812
5,3,0.0,54,39.25833333333324
6,0,0.6812499999999996,8,108.49374999999598
6,1,0.565,20,77.94249999999771
6,2,0.0,22,70.65909090908904
6,3,0.0,50,40.24899999999985
7,0,0.0,1,112.09999999999576
7,1,0.0,1,89.29999999999707
7,2,0.0,5,71.53999999999807
7,3,0.05268817204301072,93,41.151075268817
8,0,0.6083333333333332,12,112.76249999999574
8,1,0.6679999999999998,25,79.76599999999762
8,2,0.18666666666666654,30,71.61166666666473
8,3,0.10454545454545441,33,43.104545454545146
9,0,0.0,16,108.94374999999596
9,1,1.083333333333333,18,80.78333333333089
9,2,0.0,23,72.15217391304152
9,3,0.033720930232558156,43,42.59651162790669
10,0,0.049999999999999996,11,108.04545454545055
10,1,0.6142857142857139,14,81.4107142857118
10,2,0.5312499999999992,24,74.30416666666459
10,3,0.29705882352941154,51,42.94803921568597
11,0,0.13000000000000006,10,107.75499999999602
11,1,0.20681818181818182,22,79.68409090908852
11,2,0.766666666666666,24,74.76041666666457
11,3,0.823863636363636,44,45.20681818181775
12,0,0.14285714285714293,14,109.11071428571024
12,1,0.4249999999999998,18,79.64444444444206
12,2,0.07954545454545459,22,75.2454545454524
12,3,2.0391304347826136,46,46.677173913042964
13,0,0.21818181818181814,11,110.67727272726857
13,1,0.7433333333333331,15,82.01666666666415
13,2,0.9282608695652178,23,76.16739130434564
13,3,2.7000000000000064,51,48.87352941176407
14,0,0.5374999999999999,16,111.82812499999588
14,1,0.6913793103448274,29,81.63793103448026
14,2,0.9761904761904747,21,77.16904761904537
14,3,5.063235294117664,34,51.74117647058743
15,0,0.583870967741935,31,112.24516129031834
15,1,0.2055555555555556,18,82.64444444444189
15,2,3.1440000000000032,25,78.63399999999768
15,3,5.221153846153864,26,53.69999999999909
16,0,0.0,5,112.28999999999576
16,1,0.7444444444444444,9,85.84999999999727
16,2,3.723333333333344,15,80.96666666666421
16,3,6.117605633802843,71,54.90633802816803
17,0,0.3029411764705881,17,111.44117647058405
17,1,0.694230769230769,26,84.49999999999734
17,2,5.734782608695656,23,85.98913043477987
17,3,6.302941176470604,34,56.208823529410715
18,0,2.849999999999998,1,135.39999999999654
18,1,0.4083333333333332,6,90.54166666666367
18,2,6.058333333333375,6,86.84999999999722
18,3,8.629310344827624,87,61.5591954022975
19,0,0.0,15,115.33999999999567
19,1,0.4057692307692307,26,84.10961538461274
19,2,10.762500000000065,28,92.03749999999691
19,3,11.701612903225874,31,66.40322580644998
20,0,0.4409090909090908,11,116.13181818181373
20,1,0.9673913043478258,23,86.89782608695373
20,2,11.242105263157962,19,93.79999999999681
20,3,12.736170212766021,47,68.7457446808493
21,0,0.34999999999999976,16,114.35624999999564
21,1,0.5277777777777777,27,87.55740740740457
21,2,17.247500000000095,20,102.53999999999633
21,3,12.73513513513521,37,70.04189189189006
22,0,0.564583333333333,24,116.68124999999561
22,1,0.5607142857142854,28,86.77678571428292
22,2,12.493181818181899,22,104.14318181817812
22,3,11.57307692307698,26,73.34615384615182
23,0,0.1,22,118.77272727272276
23,1,0.8649999999999997,30,90.42166666666367
23,2,14.8224137931035,29,106.13965517240999
23,3,16.478947368421156,19,77.50526315789249
24,0,0.8166666666666664,9,119.96111111110697
24,1,0.6249999999999996,22,90.35454545454246
24,2,13.775000000000091,12,106.32083333332974
24,3,15.047368421052715,57,78.93508771929591
25,0,0.1964285714285713,14,120.72499999999548
25,1,0.7913043478260867,23,92.9456521739099
25,2,13.623684210526386,19,104.48684210525937
25,3,12.031818181818249,44,83.96136363636103
26,0,0.48333333333333295,24,118.01666666666229
26,1,0.528333333333333,30,91.14666666666362
26,2,14.49210526315795,19,111.26842105262809
26,3,15.479629629629708,27,85.48888888888617
27,0,0.08214285714285714,28,121.77321428570978
27,1,0.7079999999999999,25,92.67399999999688
27,2,11.194230769230824,26,114.26923076922684
27,3,13.811904761904843,21,84.99523809523552
28,0,0.1545454545454545,22,123.40454545454104
28,1,0.8399999999999995,25,91.96599999999691
28,2,13.444827586206966,29,116.8120689655133
28,3,13.397916666666744,24,86.59374999999721
29,0,0.9379999999999998,25,121.66599999999576
29,1,0.8760869565217387,23,95.56739130434453
29,2,12.72826086956529,23,121.99565217390963
29,3,14.263793103448341,29,91.11034482758318
30,0,0.6019230769230764,26,122.71538461538024
30,1,0.5227272727272726,22,94.20681818181497
30,2,12.620000000000061,25,119.22799999999623
30,3,15.057407407407501,27,96.97962962962634
31,0,0.3666666666666665,24,125.27916666666262
31,1,0.22812499999999994,32,95.01249999999675
31,2,12.8433333333334,15,125.51999999999745
31,3,11.584482758620743,29,94.37586206896248
32,0,0.37380952380952376,21,130.3928571428535
32,1,0.477272727272727,22,99.14772727272378
32,2,11.045588235294169,34,128.07205882352622
32,3,11.72826086956528,23,104.943478260866
33,0,0.22291666666666654,24,125.55833333332917
33,1,0.732758620689655,29,101.02068965516887
33,2,10.008000000000044,25,130.723999999997
33,3,11.10909090909095,22,103.78181818181521
34,0,0.5249999999999997,8,134.93749999999673
34,1,0.5035714285714283,42,97.57738095237755
34,2,8.600000000000023,11,124.49545454545131
34,3,11.160256410256462,39,104.58461538461209
35,0,0.1705882352941175,17,127.49999999999591
35,1,0.36,25,101.25599999999653
35,2,12.760000000000069,25,132.4959999999973
35,3,8.737878787878815,33,109.46060606060259
36,0,0.22727272727272735,22,130.7931818181782
36,1,0.577941176470588,34,101.70588235293754
36,2,13.276086956521809,23,136.045652173911
36,3,10.357142857142916,21,112.79047619047309
37,0,0.22352941176470598,17,131.82058823529076
37,1,0.6344827586206894,29,101.59999999999637
37,2,10.85434782608701,23,140.79782608695513
37,3,12.198387096774253,31,113.73870967741615
38,0,0.5173913043478259,23,134.69130434782264
38,1,0.6935483870967739,31,103.04838709677048
38,2,11.068750000000056,24,144.73958333333238
38,3,11.688636363636421,22,116.92727272726974
39,0,0.5260869565217389,23,134.60652173912732
39,1,0.5624999999999998,32,104.26093749999633
39,2,11.686956521739187,23,145.89130434782558
39,3,11.588636363636423,22,120.03181818181464
40,0,0.12291666666666656,24,136.44374999999724
40,1,0.7212499999999996,40,105.30999999999626
40,2,12.167647058823588,17,147.4352941176467
40,3,12.244736842105322,19,120.58684210525972
41,0,1.6999999999999997,4,143.04999999999828
