,Vehicle_label,Utilities,Probabilities,Routes_taken,Gamma,Eta
0,0,"[-4.727356330843291, -4.733297385284927]","[0.5014852592417532, 0.4985147407582467]","[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0]",1.2214437673959742,1.0310856545180684
1,1,"[-4.477974178918049, -4.490725015336636]","[0.5031876659161862, 0.4968123340838137]","[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1]",1.0051480333821616,1.0260346857036322
2,2,"[-4.06107547414693, -4.080939647192577]","[0.5049658799738529, 0.49503412002614716]","[1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0]",1.1197002320067166,0.9674610086231732
3,3,"[-5.280825835156988, -5.309513599149734]","[0.507171449170333, 0.4928285508296671]","[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1]",0.906960763595646,1.1105978877691522
4,4,"[-4.8861435487541955, -4.923201800021226]","[0.5092635026995365, 0.4907364973004636]","[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0]",1.1801572151027957,1.0439411730974943
5,5,"[-3.182286771455125, -3.196855851061434]","[0.5036422054778431, 0.49635779452215684]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1]",1.071584738884419,0.8492222731175405
6,6,"[-2.2026081529169, -2.2068730005094217]","[0.5010662102820294, 0.4989337897179707]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0]",1.121461932291714,0.6391908824054087
7,7,"[-2.866763565435678, -2.8770039223958666]","[0.5025600668683209, 0.49743993313167906]","[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1]",1.143919074672462,0.7882573046586465
8,8,"[-7.087429715503776, -7.177001917260202]","[0.5223780904866829, 0.47762190951331707]","[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0]",0.964327599724484,1.2235541660631353
9,9,"[-3.0906284076585173, -3.1107471761007073]","[0.5050295224638691, 0.4949704775361308]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1]",1.066946413199037,0.8327411384076129
