,Vehicle_label,Utilities,Probabilities,Routes_taken,Gamma,Eta
0,0,"[-4.727356330843291, -4.733297385284927]","[0.5014852592417532, 0.4985147407582467]","[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1]",1.2214437673959742,1.0310856545180684
1,1,"[-4.474837660270235, -4.483182715986524]","[0.5020862518218794, 0.4979137481781206]","[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0]",1.0051480333821616,1.0260346857036322
2,2,"[-4.069023604206577, -4.083025042372909]","[0.503500302358418, 0.49649969764158197]","[1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1]",1.1197002320067166,0.9674610086231732
3,3,"[-5.275376866002431, -5.296000832824746]","[0.5051558089557855, 0.4948441910442146]","[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1]",0.906960763595646,1.1105978877691522
4,4,"[-4.896952273171243, -4.933359101997517]","[0.5091007020128681, 0.490899297987132]","[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1]",1.1801572151027957,1.0439411730974943
5,5,"[-3.179808325644856, -3.188418050811424]","[0.5021524179955684, 0.4978475820044315]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",1.071584738884419,0.8492222731175405
6,6,"[-2.2028759730986707, -2.2068313054332203]","[0.5009888317944768, 0.4990111682055232]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0]",1.121461932291714,0.6391908824054087
7,7,"[-2.867150018174643, -2.877996268880535]","[0.5027115360941722, 0.4972884639058279]","[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1]",1.143919074672462,0.7882573046586465
8,8,"[-7.081371862970444, -7.158515153005117]","[0.5192762638960898, 0.48072373610391017]","[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1]",0.964327599724484,1.2235541660631353
9,9,"[-3.090624448641975, -3.1108805109593733]","[0.5050638424359195, 0.4949361575640805]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0]",1.066946413199037,0.8327411384076129
10,10,"[-7.6824817904191915, -7.818100299446511]","[0.5338527570906594, 0.46614724290934073]","[0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0]",1.1483516045170734,1.2297447078321582
11,11,"[-3.59773894384491, -3.634437179003393]","[0.5091735292671851, 0.49082647073281493]","[0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0]",0.930053883054885,0.922554489031118
12,12,"[-2.706677684862567, -2.728902863675487]","[0.5055560659995765, 0.49444393400042336]","[0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]",0.9101937289521496,0.772929357721881
13,13,"[-3.3083148404787472, -3.3578836565764547]","[0.5123896672742113, 0.4876103327257887]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1]",0.7173118735188772,0.9054805892002632
14,14,"[-7.317802363679068, -7.4908112526439385]","[0.5431446584580931, 0.456855341541907]","[0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0]",0.9876422094215832,1.2305758690050164
