,Vehicle_label,Utilities,Probabilities,Routes_taken,Gamma,Eta
0,0,"[-3.894801719685593, -4.733297385284927]","[0.6981482912299304, 0.3018517087700696]","[1, 0, 1, 0, 0, 1, 1, 0, 1]",1.2214437673959742,1.0310856545180684
1,1,"[-4.482350938506326, -3.6665404212874524]","[0.30665369376696333, 0.6933463062330367]","[1, 0, 0, 1, 0, 0, 1, 0, 1]",1.0051480333821616,1.0260346857036322
2,2,"[-3.237659420125369, -4.085676432923489]","[0.7001510002813414, 0.2998489997186586]","[1, 0, 1, 1, 0, 1, 0, 0, 1]",1.1197002320067166,0.9674610086231732
3,3,"[-5.266672153341183, -4.449322971084182]","[0.3063266444659147, 0.6936733555340854]","[1, 0, 0, 0, 1, 0, 1, 1, 0]",0.906960763595646,1.1105978877691522
4,4,"[-4.069380744533269, -4.931430618290077]","[0.7030887537255317, 0.29691124627446824]","[1, 0, 0, 0, 0, 1, 1, 1, 1]",1.1801572151027957,1.0439411730974943
5,5,"[-3.1776607804512094, -2.21992380015169]","[0.2773315178241874, 0.7226684821758127]","[0, 1, 1, 1, 0, 0, 0, 0, 0]",1.071584738884419,0.8492222731175405
6,6,"[-1.3706421194612446, -2.209143944675674]","[0.6981495892887213, 0.30185041071127877]","[1, 0, 1, 1, 1, 1, 0, 0, 0]",1.121461932291714,0.6391908824054087
7,7,"[-2.8659573536443372, -2.043690341471716]","[0.3052826481433678, 0.6947173518566322]","[0, 1, 1, 0, 1, 0, 1, 0, 0]",1.143919074672462,0.7882573046586465
8,8,"[-7.080181295030068, -6.339672267017875]","[0.322892843380448, 0.6771071566195521]","[0, 1, 1, 0, 1, 1, 0, 0, 0]",0.964327599724484,1.2235541660631353
9,9,"[-3.091486619577413, -2.1544599007369527]","[0.28150132258531496, 0.718498677414685]","[1, 0, 0, 1, 1, 0, 0, 0, 0]",1.066946413199037,0.8327411384076129
10,10,"[-6.853404289890383, -7.815906564408882]","[0.7236225223533759, 0.2763774776466242]","[0, 1, 1, 1, 0, 1, 0, 0, 1]",1.1483516045170734,1.2297447078321582
11,11,"[-3.600071251541491, -2.8067015901476196]","[0.31144559611145795, 0.688554403888542]","[0, 1, 0, 1, 1, 1, 0, 0, 0]",0.930053883054885,0.922554489031118
12,12,"[-1.8739255767074092, -2.7252780992806622]","[0.7008507879619155, 0.2991492120380846]","[0, 1, 0, 1, 1, 1, 0, 1, 0]",0.9101937289521496,0.772929357721881
13,13,"[-3.3110678594895218, -2.5319280522849823]","[0.314505306907643, 0.6854946930923571]","[1, 0, 1, 1, 0, 1, 0, 0, 0]",0.7173118735188772,0.9054805892002632
14,14,"[-7.3309890693679955, -6.665974261005438]","[0.33961400574764616, 0.6603859942523539]","[0, 1, 1, 0, 1, 0, 0, 0, 1]",0.9876422094215832,1.2305758690050164
15,15,"[-3.281096199391647, -4.308800076534589]","[0.736470502431372, 0.2635294975686279]","[0, 1, 0, 1, 1, 1, 1, 1, 0]",1.049949822077155,0.988571451684492
16,16,"[-3.916181118442256, -4.8328328017811515]","[0.7143593721519512, 0.28564062784804867]","[1, 0, 1, 0, 0, 0, 1, 1, 1]",1.0128420401417957,1.0444308657929866
17,17,"[-6.527806727525149, -5.859102860017798]","[0.3387871272707689, 0.6612128727292311]","[0, 1, 0, 0, 1, 1, 0, 1, 0]",1.2846595689730385,1.1490656852021406
18,18,"[-2.677601452887577, -3.7050651045921272]","[0.7364238764211266, 0.2635761235788734]","[0, 1, 1, 1, 1, 1, 1, 0, 0]",0.9336869457772368,0.9233967401190656
19,19,"[-7.761707122556064, -7.236392584180154]","[0.37161035896409655, 0.6283896410359034]","[0, 1, 1, 0, 1, 0, 0, 1, 0]",1.0084911436696475,1.247448281128187
20,20,"[-2.6469586880954328, -1.738798839370931]","[0.28737653665777907, 0.7126234633422209]","[0, 1, 0, 0, 1, 1, 0, 0, 0]",0.7928541816484148,0.7677032525423005
21,21,"[-1.6707056736285866, -2.536741063263068]","[0.7039200759418213, 0.29607992405817884]","[1, 0, 1, 1, 1, 0, 0, 1, 0]",0.8987223420550426,0.7255062881954569
22,22,"[-2.7759709497497247, -3.815308235976214]","[0.7387221147754569, 0.26127788522454315]","[1, 0, 1, 1, 0, 1, 1, 0, 1]",1.2660771077406183,0.9087060187902616
23,23,"[-9.416955542658744, -8.944237042302444]","[0.38397301319166355, 0.6160269868083363]","[1, 0, 1, 0, 0, 0, 1, 0, 0]",1.1835341523799678,1.2938504442504717
24,24,"[-3.949374168539387, -3.2566841946918146]","[0.3334349425659389, 0.6665650574340611]","[1, 0, 0, 1, 0, 1, 0, 0, 1]",0.5763070257469474,1.0196433273969019
25,25,"[-2.1034111039553554, -2.9956872649164348]","[0.7093596688526889, 0.2906403311473111]","[1, 0, 1, 1, 0, 1, 0, 1, 0]",0.929104251660825,0.8094621780459791
26,26,"[-4.544430232671739, -3.8814353680854587]","[0.34006717799078773, 0.6599328220092122]","[1, 0, 0, 1, 0, 1, 1, 0, 0]",0.9655494513173656,1.0206722679893547
27,27,"[-3.2573915442831245, -2.356203976615988]","[0.28880651300527, 0.71119348699473]","[0, 1, 0, 0, 1, 0, 0, 0, 1]",1.0696355534427306,0.8530683394972738
28,28,"[-2.474889166217621, -1.6738798486008801]","[0.30980965745588207, 0.690190342544118]","[0, 1, 0, 1, 0, 0, 1, 1, 0]",1.083873278420174,0.7042668017045299
29,29,"[-1.5548032831401333, -2.4229102570105576]","[0.7043516460245587, 0.2956483539754413]","[0, 1, 1, 0, 1, 1, 1, 0, 0]",1.1232400994474456,0.6795141803421869
30,30,"[-2.9374073122993556, -3.874053022070767]","[0.7184216087424056, 0.28157839125759443]","[0, 1, 1, 0, 1, 0, 1, 1, 0]",1.0735697407664877,0.9221939906831184
31,31,"[-4.766417643419782, -5.906951661481848]","[0.757777671870468, 0.24222232812953204]","[0, 1, 1, 1, 1, 0, 1, 0, 0]",0.7836866644143281,1.1337950742316314
32,32,"[-9.456707847863717, -9.426027243407077]","[0.4923304504883222, 0.5076695495116778]","[1, 0, 0, 0, 1, 1, 1, 0, 0]",0.8111973680612472,1.3441907783689793
33,33,"[-6.7633124635958195, -6.343133457014441]","[0.3964739162261427, 0.6035260837738572]","[0, 1, 0, 0, 0, 1, 1, 0, 1]",0.8136093284290948,1.210946179855595
34,34,"[-5.814125048343759, -7.033502205322139]","[0.7719539220511112, 0.22804607794888873]","[0, 1, 1, 0, 1, 0, 1, 1, 0]",0.9729679919147858,1.1763996332219129
35,35,"[-2.59196017549281, -1.8163980649098912]","[0.31527714007072843, 0.6847228599292716]","[1, 0, 0, 1, 1, 0, 0, 1, 0]",0.8265654846512803,0.7458051818429217
36,36,"[-6.316806293854084, -5.887997255433561]","[0.39441075802660736, 0.6055892419733926]","[1, 0, 0, 1, 1, 0, 1, 0, 0]",0.989694847727128,1.1509894609018432
37,37,"[-4.044394370965302, -3.2230337277870316]","[0.30547490946833195, 0.694525090531668]","[0, 1, 0, 1, 0, 0, 0, 1, 0]",1.0439019784682275,0.9535820574294568
