,Vehicle_label,Utilities,Probabilities,Routes_taken,Gamma,Eta
0,0,"[-4.727356330843291, -4.733297385284927]","[0.5014852592417532, 0.4985147407582467]","[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]",1.2214437673959742,1.0310856545180684
1,1,"[-4.475979205659007, -4.491750244511777]","[0.503942677993097, 0.4960573220069031]","[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1]",1.0051480333821616,1.0260346857036322
2,2,"[-4.062112363742317, -4.082916555772029]","[0.5052008604248382, 0.4947991395751618]","[1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1]",1.1197002320067166,0.9674610086231732
3,3,"[-5.279157947614068, -5.307190264170296]","[0.5070076202564435, 0.49299237974355653]","[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0]",0.906960763595646,1.1105978877691522
4,4,"[-4.8881043618047775, -4.92753720651173]","[0.5098569339571729, 0.4901430660428271]","[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0]",1.1801572151027957,1.0439411730974943
5,5,"[-3.1817693289778934, -3.1944518958439287]","[0.5031705992180423, 0.49682940078195775]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1.071584738884419,0.8492222731175405
6,6,"[-2.202669999798911, -2.2061579466627825]","[0.5008719858319363, 0.4991280141680638]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0]",1.121461932291714,0.6391908824054087
7,7,"[-2.867007181742843, -2.87739154300132]","[0.5025960669857631, 0.4974039330142368]","[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",1.143919074672462,0.7882573046586465
8,8,"[-7.087318320836052, -7.171213116366366]","[0.5209614058718295, 0.4790385941281705]","[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",0.964327599724484,1.2235541660631353
9,9,"[-3.0903133675169534, -3.108148529991324]","[0.5044586724298374, 0.49554132757016245]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1]",1.066946413199037,0.8327411384076129
10,10,"[-7.682007377932033, -7.8093435627365375]","[0.5317911013936399, 0.46820889860636]","[0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1]",1.1483516045170734,1.2297447078321582
11,11,"[-3.5992823849722155, -3.6387377078210967]","[0.509862551307453, 0.49013744869254694]","[0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0]",0.930053883054885,0.922554489031118
12,12,"[-2.706470780148005, -2.726173840744878]","[0.5049256058025519, 0.49507439419744814]","[0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",0.9101937289521496,0.772929357721881
13,13,"[-3.306897055296343, -3.349859093686095]","[0.5107388578895325, 0.4892611421104674]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1]",0.7173118735188772,0.9054805892002632
14,14,"[-7.320131857349959, -7.502640962962033]","[0.5455010447649769, 0.4544989552350232]","[0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",0.9876422094215832,1.2305758690050164
15,15,"[-4.247184784378898, -4.315891651821443]","[0.5171699629666068, 0.4828300370333932]","[0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1]",1.049949822077155,0.988571451684492
16,16,"[-4.760407548044828, -4.839006968171371]","[0.5196397450917786, 0.4803602549082214]","[1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0]",1.0128420401417957,1.0444308657929866
17,17,"[-6.534884927123151, -6.680979350185891]","[0.5364587820759685, 0.4635412179240314]","[0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",1.2846595689730385,1.1490656852021406
18,18,"[-3.63271755707444, -3.6903907699780447]","[0.5144143080420414, 0.48558569195795853]","[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1]",0.9336869457772368,0.9233967401190656
19,19,"[-7.782905035453567, -8.042142644730543]","[0.56444887004981, 0.4355511299501899]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",1.0084911436696475,1.247448281128187
20,20,"[-2.646514792331868, -2.679988562739229]","[0.5083676612907263, 0.49163233870927375]","[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0]",0.7928541816484148,0.7677032525423005
21,21,"[-2.50613021211519, -2.534117462557487]","[0.5069963559374554, 0.4930036440625446]","[1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1]",0.8987223420550426,0.7255062881954569
22,22,"[-3.7507194858546296, -3.8115787897108473]","[0.5152101315771812, 0.48478986842281885]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1]",1.2660771077406183,0.9087060187902616
23,23,"[-9.465594338513338, -9.872814920364732]","[0.6004212396426845, 0.39957876035731543]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1]",1.1835341523799678,1.2938504442504717
24,24,"[-3.9592847572889323, -4.069679664063993]","[0.5275707319222336, 0.4724292680777665]","[1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0]",0.5763070257469474,1.0196433273969019
25,25,"[-2.9337272610608482, -2.981367639582031]","[0.5119078425399091, 0.4880921574600909]","[1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1]",0.929104251660825,0.8094621780459791
26,26,"[-4.5440086817543275, -4.677889344882971]","[0.5334202618680894, 0.4665797381319106]","[1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0]",0.9655494513173656,1.0206722679893547
27,27,"[-3.2637097535654624, -3.326740455841235]","[0.5157524607084338, 0.48424753929156616]","[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0]",1.0696355534427306,0.8530683394972738
28,28,"[-2.477256240054297, -2.5092540158299173]","[0.5079987614894523, 0.49200123851054756]","[0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0]",1.083873278420174,0.7042668017045299
29,29,"[-2.3870498770315844, -2.4217164438772634]","[0.5086657738725943, 0.49133422612740574]","[0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]",1.1232400994474456,0.6795141803421869
30,30,"[-3.7756075158288303, -3.876064373419118]","[0.5250931155136175, 0.4749068844863825]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",1.0735697407664877,0.9221939906831184
31,31,"[-5.580900360245864, -5.854721989333775]","[0.5680308676958485, 0.43196913230415146]","[0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.7836866644143281,1.1337950742316314
32,32,"[-9.453079457728892, -10.053768641365044]","[0.6458139647479033, 0.3541860352520966]","[1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0.8111973680612472,1.3441907783689793
33,33,"[-6.818488893533631, -7.190561638241368]","[0.5919597315217296, 0.4080402684782704]","[0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]",0.8136093284290948,1.210946179855595
34,34,"[-6.652614528425578, -6.962304074098052]","[0.5768094809440825, 0.42319051905591765]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1]",0.9729679919147858,1.1763996332219129
35,35,"[-2.5982014632963857, -2.6482069669769386]","[0.5124987715446622, 0.487501228455338]","[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0]",0.8265654846512803,0.7458051818429217
36,36,"[-6.297254430517859, -6.546912392114618]","[0.5620923117875475, 0.4379076882124526]","[1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",0.989694847727128,1.1509894609018432
37,37,"[-4.053491575072311, -4.17105681020967]","[0.529357502637497, 0.47064249736250297]","[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",1.0439019784682275,0.9535820574294568
38,38,"[-3.1545164805656323, -3.240013326683507]","[0.5213612010977486, 0.47863879890225136]","[0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",0.8035983489726444,0.8527671692332043
39,39,"[-3.58813194104919, -3.6847401388252603]","[0.5241332824133296, 0.4758667175866704]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1]",1.325877589866273,0.8755512178822417
40,40,"[-4.85751072009977, -5.064247866483723]","[0.5515009867167818, 0.4484990132832182]","[1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0]",0.9515661693344748,1.0415166559430866
41,41,"[-3.0380315776642117, -3.10066309052056]","[0.5156527617828432, 0.48434723821715675]","[1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1]",1.1438932472293375,0.8054587453134254
42,42,"[-5.727888859034611, -5.975529835423561]","[0.5615957798647052, 0.43840422013529473]","[1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",1.1723039566450182,1.0881361502124651
43,43,"[-6.938235626926611, -7.395488848495098]","[0.6123623620164325, 0.38763763798356765]","[0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",0.6646440073132189,1.2415084305791804
