,Vehicle_label,Utilities,Probabilities,Routes_taken,Gamma,Eta
0,0,"[-3.549946308327816, -3.555887362769452]","[0.5014852592417532, 0.4985147407582467]","[1, 0, 1, 0]",1.2214437673959742,1.0310856545180684
1,1,"[-3.300564156402574, -3.3094621993000004]","[0.5022244960473053, 0.49777550395269454]","[1, 0, 0, 1]",1.0051480333821616,1.0260346857036322
2,2,"[-2.4170475346041274, -3.122627862911761]","[0.6694238394812639, 0.3305761605187361]","[1, 0, 1, 1]",1.1197002320067166,0.9674610086231732
3,3,"[-4.323327951101853, -3.6973537377048027]","[0.34842393218695994, 0.6515760678130401]","[1, 0, 0, 0]",0.906960763595646,1.1105978877691522
4,4,"[-3.939101817163195, -3.301399819335721]","[0.3457661904964525, 0.6542338095035475]","[1, 0, 0, 0]",1.1801572151027957,1.0439411730974943
5,5,"[-1.4884915783824895, -2.21992380015169]","[0.6751194850711966, 0.3248805149288033]","[0, 1, 1, 1]",1.071584738884419,0.8492222731175405
6,6,"[-0.5406292508933028, -1.250648474279989]","[0.6704054074606962, 0.32959459253930384]","[1, 0, 1, 1]",1.121461932291714,0.6391908824054087
7,7,"[-1.6843335369901167, -1.6963069054071622]","[0.5029933063439268, 0.4970066936560733]","[0, 1, 1, 0]",1.143919074672462,0.7882573046586465
8,8,"[-5.888451108029572, -5.992644133448609]","[0.5260247165155356, 0.4739752834844645]","[0, 1, 1, 0]",0.964327599724484,1.2235541660631353
9,9,"[-1.9130243487803547, -1.9408444195469003]","[0.5069545691530163, 0.49304543084698366]","[1, 0, 0, 1]",1.066946413199037,0.8327411384076129
10,10,"[-5.986563980118973, -6.856139803844632]","[0.7046574280738608, 0.29534257192613916]","[0, 1, 1, 1]",1.1483516045170734,1.2297447078321582
11,11,"[-2.41617486890068, -2.458818924804646]","[0.5106593986681369, 0.4893406013318632]","[0, 1, 0, 1]",0.930053883054885,0.922554489031118
12,12,"[-1.5278164597139325, -1.5542992863270386]","[0.5066203197331542, 0.49337968026684575]","[0, 1, 0, 1]",0.9101937289521496,0.772929357721881
