,Vehicle_label,Utilities,Probabilities,Routes_taken,Gamma,Eta
0,0,"[-4.727356330843291, -4.733297385284927]","[0.5014852592417532, 0.4985147407582467]","[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1]",1.2214437673959742,1.0310856545180684
1,1,"[-4.474837660270235, -4.486771494600358]","[0.5029834231752487, 0.49701657682475125]","[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1]",1.0051480333821616,1.0260346857036322
2,2,"[-4.064644219288258, -4.083025042372909]","[0.504595076399561, 0.495404923600439]","[1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0]",1.1197002320067166,0.9674610086231732
3,3,"[-5.2747134223184, -5.296000832824746]","[0.5053216516675276, 0.4946783483324724]","[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0]",0.906960763595646,1.1105978877691522
4,4,"[-4.896586313286802, -4.933359101997517]","[0.509192161368539, 0.4908078386314611]","[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0]",1.1801572151027957,1.0439411730974943
5,5,"[-3.180676716733187, -3.188418050811424]","[0.5019353238545207, 0.4980646761454794]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",1.071584738884419,0.8492222731175405
6,6,"[-2.2028759730986707, -2.2065961397193163]","[0.5009300405825428, 0.49906995941745724]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]",1.121461932291714,0.6391908824054087
7,7,"[-2.8674938659509666, -2.877996268880535]","[0.5026255765989094, 0.4973744234010906]","[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0]",1.143919074672462,0.7882573046586465
8,8,"[-7.084516314591266, -7.158515153005117]","[0.5184912724543506, 0.4815087275456494]","[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0]",0.964327599724484,1.2235541660631353
9,9,"[-3.090624448641975, -3.109691471691561]","[0.5047666113542649, 0.495233388645735]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1]",1.066946413199037,0.8327411384076129
10,10,"[-7.684062712727796, -7.818100299446511]","[0.5334593172905645, 0.46654068270943544]","[0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0]",1.1483516045170734,1.2297447078321582
11,11,"[-3.59773894384491, -3.6330873947464153]","[0.5088361926664166, 0.49116380733358345]","[0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1]",0.930053883054885,0.922554489031118
12,12,"[-2.7068280754536507, -2.728902863675487]","[0.5055184729630025, 0.49448152703699755]","[0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0]",0.9101937289521496,0.772929357721881
13,13,"[-3.308531396277517, -3.3578836565764547]","[0.5123355614217113, 0.48766443857828873]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0]",0.7173118735188772,0.9054805892002632
14,14,"[-7.32098224181944, -7.4908112526439385]","[0.5423555005405472, 0.4576444994594528]","[0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",0.9876422094215832,1.2305758690050164
15,15,"[-4.2435764613650955, -4.307381056452532]","[0.5159457395117198, 0.48405426048828004]","[0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0]",1.049949822077155,0.988571451684492
16,16,"[-4.759323752900658, -4.836507540469031]","[0.5192863732237771, 0.48071362677622287]","[1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0]",1.0128420401417957,1.0444308657929866
17,17,"[-6.524519484264304, -6.666334968607287]","[0.5353945707460454, 0.46460542925395476]","[0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1]",1.2846595689730385,1.1490656852021406
18,18,"[-3.6364040753470643, -3.7004822472089516]","[0.5160140638454108, 0.4839859361545891]","[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0]",0.9336869457772368,0.9233967401190656
19,19,"[-7.789060386884729, -8.055685154569563]","[0.566264103454109, 0.43373589654589106]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0]",1.0084911436696475,1.247448281128187
20,20,"[-2.648902708014694, -2.6956821412143523]","[0.5116927260966588, 0.48830727390334105]","[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",0.7928541816484148,0.7677032525423005
21,21,"[-2.5041038003175156, -2.532643684928114]","[0.5071344868910543, 0.4928655131089458]","[1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0]",0.8987223420550426,0.7255062881954569
22,22,"[-3.7419781089431456, -3.8064442069647737]","[0.5161109452985198, 0.48388905470148014]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0]",1.2660771077406183,0.9087060187902616
23,23,"[-9.463415071690598, -9.932468109081608]","[0.6151595985659233, 0.3848404014340767]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",1.1835341523799678,1.2938504442504717
24,24,"[-3.9545526009446084, -4.068185577869856]","[0.5283777153067803, 0.47162228469321976]","[1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0]",0.5763070257469474,1.0196433273969019
25,25,"[-2.9346266521286473, -2.98370218433946]","[0.5122664212727319, 0.4877335787272681]","[1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1]",0.929104251660825,0.8094621780459791
26,26,"[-4.546760595313332, -4.696489416507851]","[0.5373624298782089, 0.462637570121791]","[1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]",0.9655494513173656,1.0206722679893547
27,27,"[-3.259939121671282, -3.3124160942563083]","[0.5131162332917723, 0.4868837667082277]","[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1]",1.0696355534427306,0.8530683394972738
28,28,"[-2.476543078026297, -2.502678951902885]","[0.5065335965571611, 0.49346640344283876]","[0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1]",1.083873278420174,0.7042668017045299
29,29,"[-2.3883425299003096, -2.42138223793346]","[0.508259175696921, 0.491740824303079]","[0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1.1232400994474456,0.6795141803421869
30,30,"[-3.7797355206070153, -3.874095655074209]","[0.5235725457070449, 0.4764274542929552]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0]",1.0735697407664877,0.9221939906831184
31,31,"[-5.600658618531811, -5.854721989333775]","[0.5631763809393384, 0.4368236190606617]","[0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1]",0.7836866644143281,1.1337950742316314
32,32,"[-9.472390720688347, -10.138440652569452]","[0.6606181094028143, 0.3393818905971857]","[1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0]",0.8111973680612472,1.3441907783689793
33,33,"[-6.796452023609495, -7.159505312032023]","[0.589779347626775, 0.4102206523732251]","[0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",0.8136093284290948,1.210946179855595
34,34,"[-6.6644546278139405, -7.0252775316809]","[0.5892396212738447, 0.41076037872615523]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]",0.9729679919147858,1.1763996332219129
35,35,"[-2.591303429242268, -2.637364276600253]","[0.511513176380293, 0.48848682361970686]","[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1]",0.8265654846512803,0.7458051818429217
36,36,"[-6.306092524332032, -6.613630056679613]","[0.5762840871958366, 0.4237159128041633]","[1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]",0.989694847727128,1.1509894609018432
37,37,"[-4.048523366644638, -4.163512566996094]","[0.5287156659454149, 0.47128433405458514]","[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1]",1.0439019784682275,0.9535820574294568
38,38,"[-3.1578075375192016, -3.247459244400201]","[0.522397926918032, 0.47760207308196795]","[0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0]",0.8035983489726444,0.8527671692332043
39,39,"[-3.5834208478879406, -3.680618430416076]","[0.5242802832394727, 0.47571971676052716]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0]",1.325877589866273,0.8755512178822417
40,40,"[-4.832981373994788, -5.020579386209403]","[0.5467624408237254, 0.4532375591762745]","[1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1]",0.9515661693344748,1.0415166559430866
41,41,"[-3.0387549681844663, -3.103678801224842]","[0.5162252593973239, 0.4837747406026761]","[1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1]",1.1438932472293375,0.8054587453134254
42,42,"[-5.716635609431258, -5.968373409526636]","[0.5626041863990625, 0.4373958136009374]","[1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1]",1.1723039566450182,1.0881361502124651
43,43,"[-6.907778337898429, -7.353889143659569]","[0.6097141462752713, 0.3902858537247287]","[0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1]",0.6646440073132189,1.2415084305791804
44,44,"[-3.7470436622002175, -3.871546652725689]","[0.5310856031874753, 0.46891439681252456]","[1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0]",1.0421528914801972,0.913767683666302
45,45,"[-3.284685225875267, -3.380811320351041]","[0.5240130359758969, 0.4759869640241031]","[1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0]",1.0783008830920344,0.8462646286801094
46,46,"[-4.172068381590211, -4.3643393270303905]","[0.5479202006082908, 0.45207979939170917]","[0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",0.8252097843538485,0.98672912825224
47,47,"[-2.801588948299075, -2.862397520125807]","[0.5151974602967935, 0.4848025397032064]","[1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]",1.5562559066248722,0.7430704590099784
48,48,"[-3.9699562504794312, -4.142750441517662]","[0.5430913831350808, 0.4569086168649192]","[0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1]",0.927294113155303,0.9486473741024476
49,49,"[-4.081000200828786, -4.242352675315381]","[0.5402508302307008, 0.4597491697692993]","[1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",1.0526646491262392,0.9501407758002895
50,50,"[-7.485158449243256, -7.165728024216403]","[0.4208145639049818, 0.5791854360950182]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.769568553464038,1.2433346252171695
51,51,"[-5.269333468542526, -5.529472619227543]","[0.5646704978158532, 0.43532950218414673]","[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0]",1.209706321495167,1.0458955042138904
