,Vehicle_label,Utilities,Probabilities,Routes_taken,Gamma,Eta
0,0,"[16.651092223153956, -3.0681881629695313]","[0.999999997270863, 2.7291370166166654e-09]",[1],1.2214437673959742,1.0310856545180684
1,1,"[16.651092223153956, -2.846474113681845]","[0.999999996593452, 3.40654811876184e-09]",[1],1.0051480333821616,1.0260346857036322
2,2,"[16.651092223153956, -2.4339043856900133]","[0.9999999948537452, 5.1462547801181965e-09]",[1],1.1197002320067166,0.9674610086231732
3,3,"[16.651092223153956, -3.6973537377048027]","[0.9999999985452706, 1.4547293573578383e-09]",[1],0.906960763595646,1.1105978877691522
4,4,"[16.651092223153956, -3.301399819335721]","[0.999999997838562, 2.16143811102344e-09]",[1],1.1801572151027957,1.0439411730974943
5,5,"[-1.4884915783824895, 16.651092223153956]","[1.3245819883459196e-08, 0.9999999867541801]",[0],1.071584738884419,0.8492222731175405
6,6,"[16.651092223153956, -0.5515600786103667]","[0.9999999661948383, 3.380516161648933e-08]",[1],1.121461932291714,0.6391908824054087
7,7,"[-1.191183456429567, 16.651092223153956]","[1.7831920530931115e-08, 0.9999999821680795]",[0],1.143919074672462,0.7882573046586465
8,8,"[-5.379155234984612, 16.651092223153956]","[2.706357058018787e-10, 0.9999999997293643]",[0],0.964327599724484,1.2235541660631353
9,9,"[16.651092223153956, -1.460694247618057]","[0.9999999863808164, 1.3619183530450181e-08]",[1],1.066946413199037,0.8327411384076129
10,10,"[-5.986563980118973, 16.651092223153956]","[1.4743168449268068e-10, 0.9999999998525684]",[0],1.1483516045170734,1.2297447078321582
11,11,"[-1.9287243967787038, 16.651092223153956]","[8.528804578523915e-09, 0.9999999914711953]",[0],0.930053883054885,0.922554489031118
12,12,"[-1.0402494647053884, 16.651092223153956]","[2.0737095059336497e-08, 0.9999999792629048]",[0],0.9101937289521496,0.772929357721881
13,13,"[16.651092223153956, -1.693697285184441]","[0.9999999892115479, 1.0788452161979506e-08]",[1],0.7173118735188772,0.9054805892002632
14,14,"[-5.6333898045770345, 16.651092223153956]","[2.098806609486653e-10, 0.9999999997901193]",[0],0.9876422094215832,1.2305758690050164
15,15,"[-2.573457044538892, 16.651092223153956]","[4.475940802283341e-09, 0.9999999955240593]",[0],1.049949822077155,0.988571451684492
16,16,"[16.651092223153956, -3.196425895691588]","[0.9999999975993303, 2.400669641434501e-09]",[1],1.0128420401417957,1.0444308657929866
17,17,"[-4.8499208727986955, 16.651092223153956]","[4.5943984515055954e-10, 0.9999999995405603]",[0],1.2846595689730385,1.1490656852021406
18,18,"[-1.9572514902604479, 16.651092223153956]","[8.288940158888564e-09, 0.9999999917110599]",[0],0.9336869457772368,0.9233967401190656
19,19,"[-6.100082026187952, 16.651092223153956]","[1.3161050835892564e-10, 0.9999999998683895]",[0],1.0084911436696475,1.247448281128187
20,20,"[-0.9813888068838728, 16.651092223153956]","[2.1994332024491132e-08, 0.999999978005668]",[0],0.7928541816484148,0.7677032525423005
21,21,"[16.651092223153956, -0.8603595952280536]","[0.9999999751759239, 2.4824076125252286e-08]",[1],0.8987223420550426,0.7255062881954569
22,22,"[16.651092223153956, -2.138336541529781]","[0.9999999930840034, 6.915996524888156e-09]",[1],1.2660771077406183,0.9087060187902616
23,23,"[16.651092223153956, -8.203885685298092]","[0.9999999999839446, 1.6055367341301382e-11]",[1],1.1835341523799678,1.2938504442504717
24,24,"[16.651092223153956, -2.4286913259622693]","[0.9999999948268475, 5.173152562480893e-09]",[1],0.5763070257469474,1.0196433273969019
25,25,"[16.651092223153956, -1.3310015403967819]","[0.9999999844948527, 1.5505147380967907e-08]",[1],0.929104251660825,0.8094621780459791
26,26,"[16.651092223153956, -3.0552014213332015]","[0.9999999972351893, 2.7648107552777286e-09]",[1],0.9655494513173656,1.0206722679893547
27,27,"[-1.585885245023612, 16.651092223153956]","[1.2016591943533316e-08, 0.9999999879834081]",[0],1.0696355534427306,0.8530683394972738
28,28,"[-0.8083858254000813, 16.651092223153956]","[2.614839370015582e-08, 0.9999999738516063]",[0],1.083873278420174,0.7042668017045299
29,29,"[-0.7161867116727854, 16.651092223153956]","[2.8673887730662574e-08, 0.9999999713261123]",[0],1.1232400994474456,0.6795141803421869
30,30,"[-2.1045243912265192, 16.651092223153956]","[7.153839570310343e-09, 0.9999999928461604]",[0],1.0735697407664877,0.9221939906831184
31,31,"[-3.9018561236667573, 16.651092223153956]","[1.185681232246437e-09, 0.9999999988143187]",[0],0.7836866644143281,1.1337950742316314
32,32,"[16.651092223153956, -8.430283888370415]","[0.9999999999871974, 1.2802558123953159e-11]",[1],0.8111973680612472,1.3441907783689793
33,33,"[-5.117924355933006, 16.651092223153956]","[3.514278884696486e-10, 0.999999999648572]",[0],0.8136093284290948,1.210946179855595
34,34,"[-4.9887091969988955, 16.651092223153956]","[3.999020712966207e-10, 0.999999999600098]",[0],0.9729679919147858,1.1763996332219129
35,35,"[16.651092223153956, -0.9820168283912059]","[0.9999999780194765, 2.1980523447739386e-08]",[1],0.8265654846512803,0.7458051818429217
36,36,"[16.651092223153956, -4.975085534547697]","[0.9999999995946125, 4.0538748298322277e-10]",[1],0.989694847727128,1.1509894609018432
37,37,"[-2.382882603394357, 16.651092223153956]","[5.415639682107597e-09, 0.9999999945843603]",[0],1.0439019784682275,0.9535820574294568
38,38,"[-1.4854687537074465, 16.651092223153956]","[1.3285920251768875e-08, 0.9999999867140797]",[0],0.8035983489726444,0.8527671692332043
39,39,"[-1.9190297111637167, 16.651092223153956]","[8.611890753293789e-09, 0.9999999913881091]",[0],1.325877589866273,0.8755512178822417
40,40,"[16.651092223153956, -3.382496563854952]","[0.9999999980069283, 1.9930717626725126e-09]",[1],0.9515661693344748,1.0415166559430866
41,41,"[16.651092223153956, -1.4503754098484667]","[0.9999999862395548, 1.3760445248857607e-08]",[1],1.1438932472293375,0.8054587453134254
42,42,"[16.651092223153956, -4.36353357507876]","[0.9999999992527533, 7.472466491775092e-10]",[1],1.1723039566450182,1.0881361502124651
43,43,"[-5.253129374002245, 16.651092223153956]","[3.0698519401663935e-10, 0.9999999996930148]",[0],0.6646440073132189,1.2415084305791804
44,44,"[16.651092223153956, -2.22506441648551]","[0.999999993658539, 6.341461047076266e-09]",[1],1.0421528914801972,0.913767683666302
45,45,"[16.651092223153956, -1.7265294994553064]","[0.9999999895600051, 1.0439995003862579e-08]",[1],1.0783008830920344,0.8462646286801094
46,46,"[-2.5106833308839542, 16.651092223153956]","[4.765918499551962e-09, 0.9999999952340815]",[0],0.8252097843538485,0.98672912825224
