,Vehicle_label,Utilities,Probabilities,Routes_taken,Gamma,Eta
0,0,"[-4.727356330843291, -4.733297385284927]","[0.5014852592417532, 0.4985147407582467]","[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0]",1.2214437673959742,1.0310856545180684
1,1,"[-4.477974178918049, -4.492999910740472]","[0.5037563622822265, 0.4962436377177736]","[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0]",1.0051480333821616,1.0260346857036322
2,2,"[-4.060224059318633, -4.079533094648138]","[0.5048271088555004, 0.49517289114449964]","[1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1]",1.1197002320067166,0.9674610086231732
3,3,"[-5.279745394942872, -5.307190264170296]","[0.5068607866716329, 0.493139213328367]","[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]",0.906960763595646,1.1105978877691522
4,4,"[-4.889186219424297, -4.926609164060635]","[0.5093546444377024, 0.4906453555622976]","[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0]",1.1801572151027957,1.0439411730974943
5,5,"[-3.182286771455125, -3.1956566290638597]","[0.5033424146134197, 0.4966575853865804]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1.071584738884419,0.8492222731175405
6,6,"[-2.202901454993274, -2.206685612451885]","[0.500946038235726, 0.4990539617642739]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0]",1.121461932291714,0.6391908824054087
7,7,"[-2.866740818573519, -2.8755713837699735]","[0.5022076269534422, 0.4977923730465578]","[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1]",1.143919074672462,0.7882573046586465
8,8,"[-7.087318320836052, -7.1693088983573166]","[0.5204861692203873, 0.4795138307796128]","[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1]",0.964327599724484,1.2235541660631353
9,9,"[-3.0906284076585173, -3.1092943597499767]","[0.5046663525369739, 0.4953336474630262]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0]",1.066946413199037,0.8327411384076129
