,Vehicle_label,Utilities,Probabilities,Routes_taken,Gamma,Eta
0,0,"[-4.727356330843291, -4.733297385284927]","[0.5014852592417532, 0.4985147407582467]","[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1]",1.2214437673959742,1.0310856545180684
1,1,"[-4.477974178918049, -4.495035219209291]","[0.5042651566151515, 0.4957348433848484]","[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1]",1.0051480333821616,1.0260346857036322
2,2,"[-4.06122218267797, -4.081913476038554]","[0.5051726387948055, 0.4948273612051946]","[1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0]",1.1197002320067166,0.9674610086231732
3,3,"[-5.278356570648441, -5.304117892916352]","[0.5064399744157929, 0.49356002558420714]","[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0]",0.906960763595646,1.1105978877691522
4,4,"[-4.890964733454258, -4.928670562194012]","[0.5094253405209929, 0.4905746594790072]","[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1]",1.1801572151027957,1.0439411730974943
5,5,"[-3.1810797682227037, -3.1944518958439287]","[0.5033429820911779, 0.49665701790882205]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0]",1.071584738884419,0.8492222731175405
6,6,"[-2.2024179555125034, -2.2063989303534255]","[0.5009952423958342, 0.49900475760416596]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1]",1.121461932291714,0.6391908824054087
7,7,"[-2.866922748813211, -2.8779105767515265]","[0.5027469293476953, 0.4972530706523048]","[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1]",1.143919074672462,0.7882573046586465
8,8,"[-7.0852112468589725, -7.168631247632144]","[0.5208429146210763, 0.47915708537892365]","[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]",0.964327599724484,1.2235541660631353
9,9,"[-3.090367823595393, -3.1095856126722348]","[0.5048042994084312, 0.4951957005915689]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0]",1.066946413199037,0.8327411384076129
10,10,"[-7.682007377932033, -7.811148917962481]","[0.5322405896541895, 0.4677594103458106]","[0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]",1.1483516045170734,1.2297447078321582
11,11,"[-3.5995290056573666, -3.63797711731192]","[0.509610844001123, 0.49038915599887695]","[0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]",0.930053883054885,0.922554489031118
12,12,"[-2.706366421116866, -2.7261832085420497]","[0.5049540347344799, 0.49504596526552014]","[0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0]",0.9101937289521496,0.772929357721881
13,13,"[-3.306897055296343, -3.3507502883133347]","[0.5109615516250333, 0.48903844837496674]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0]",0.7173118735188772,0.9054805892002632
14,14,"[-7.321997225739865, -7.502640962962033]","[0.5450385255009915, 0.4549614744990083]","[0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]",0.9876422094215832,1.2305758690050164
15,15,"[-4.246366273302076, -4.315035514666399]","[0.5171605675334375, 0.4828394324665625]","[0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0]",1.049949822077155,0.988571451684492
16,16,"[-4.757405224287826, -4.834418003253508]","[0.5192436845414918, 0.4807563154585081]","[1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",1.0128420401417957,1.0444308657929866
17,17,"[-6.529190434198303, -6.66787544698807]","[0.5346157889818941, 0.46538421101810595]","[0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]",1.2846595689730385,1.1490656852021406
18,18,"[-3.632030829970758, -3.691402904299767]","[0.5148386599285342, 0.4851613400714659]","[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0]",0.9336869457772368,0.9233967401190656
19,19,"[-7.772094954286538, -8.02482596742416]","[0.5628485817590629, 0.43715141824093695]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",1.0084911436696475,1.247448281128187
20,20,"[-2.64718876317541, -2.6832128217848648]","[0.5090050408286898, 0.49099495917131014]","[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1]",0.7928541816484148,0.7677032525423005
21,21,"[-2.5044440866650812, -2.533490080959295]","[0.5072609880910431, 0.49273901190895686]","[1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0]",0.8987223420550426,0.7255062881954569
22,22,"[-3.744718987290346, -3.808968957918773]","[0.5160569693610636, 0.48394303063893634]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1]",1.2660771077406183,0.9087060187902616
23,23,"[-9.451235833548305, -9.873488766131059]","[0.6040222309578157, 0.3959777690421843]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1]",1.1835341523799678,1.2938504442504717
24,24,"[-3.9538322204655474, -4.069532144234924]","[0.528892757123158, 0.4711072428768421]","[1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1]",0.5763070257469474,1.0196433273969019
25,25,"[-2.93592720896855, -2.9876745562481357]","[0.512933950750576, 0.487066049249424]","[1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1]",0.929104251660825,0.8094621780459791
26,26,"[-4.539226517679483, -4.6775239207206205]","[0.534519349706463, 0.4654806502935371]","[1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1]",0.9655494513173656,1.0206722679893547
27,27,"[-3.262062633828839, -3.3284781068125993]","[0.5165977676108628, 0.48340223238913715]","[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",1.0696355534427306,0.8530683394972738
28,28,"[-2.475937055290281, -2.5094820847373653]","[0.5083854710506321, 0.49161452894936786]","[0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0]",1.083873278420174,0.7042668017045299
29,29,"[-2.38536882637914, -2.4200351868787746]","[0.5086657223015788, 0.49133427769842114]","[0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0]",1.1232400994474456,0.6795141803421869
30,30,"[-3.77430822355508, -3.8826781226515354]","[0.527065991294903, 0.472934008705097]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]",1.0735697407664877,0.9221939906831184
31,31,"[-5.574265408987506, -5.854721989333775]","[0.5696581571378079, 0.4303418428621921]","[0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",0.7836866644143281,1.1337950742316314
32,32,"[-9.448443828794597, -10.142208941825661]","[0.6668039708484276, 0.33319602915157237]","[1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",0.8111973680612472,1.3441907783689793
33,33,"[-6.790945329985379, -7.1745014858638285]","[0.594730517359103, 0.40526948264089696]","[0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0]",0.8136093284290948,1.210946179855595
34,34,"[-6.652629966399904, -7.009093705148148]","[0.5881841361979165, 0.4118158638020834]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1]",0.9729679919147858,1.1763996332219129
35,35,"[-2.5930104045688416, -2.6459054461989835]","[0.5132206780560591, 0.48677932194394086]","[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1]",0.8265654846512803,0.7458051818429217
36,36,"[-6.297543165936064, -6.613630056679613]","[0.5783703025437696, 0.42162969745623036]","[1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0.989694847727128,1.1509894609018432
37,37,"[-4.048350655770736, -4.175278825040443]","[0.5316895085643074, 0.4683104914356926]","[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",1.0439019784682275,0.9535820574294568
38,38,"[-3.1533177182405017, -3.246861315016191]","[0.5233688610963341, 0.47663113890366593]","[0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1]",0.8035983489726444,0.8527671692332043
39,39,"[-3.5850079393047833, -3.6876378909452203]","[0.5256349909445454, 0.4743650090554547]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0]",1.325877589866273,0.8755512178822417
40,40,"[-4.841435348440395, -5.058788425651358]","[0.5541253527733376, 0.44587464722666226]","[1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1]",0.9515661693344748,1.0415166559430866
41,41,"[-3.0386862475695473, -3.110021295994543]","[0.5178262034133224, 0.48217379658667764]","[1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1]",1.1438932472293375,0.8054587453134254
42,42,"[-5.711034015313176, -5.975529835423561]","[0.5657411410450155, 0.43425885895498456]","[1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0]",1.1723039566450182,1.0881361502124651
43,43,"[-6.916972340527416, -7.418710225134158]","[0.6228676535338127, 0.3771323464661873]","[0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1]",0.6646440073132189,1.2415084305791804
44,44,"[-3.7427803907305317, -3.8677478550158337]","[0.5312012711274544, 0.46879872887254564]","[1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1]",1.0421528914801972,0.913767683666302
45,45,"[-3.2828543505093006, -3.3825991782866187]","[0.5249155532352212, 0.4750844467647787]","[1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",1.0783008830920344,0.8462646286801094
46,46,"[-4.182985827809593, -4.377571283475267]","[0.5484934494132718, 0.45150655058672823]","[0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0]",0.8252097843538485,0.98672912825224
47,47,"[-2.801254726642685, -2.862191194976483]","[0.5152294048220907, 0.4847705951779094]","[1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1]",1.5562559066248722,0.7430704590099784
48,48,"[-3.9666194596124416, -4.136048485149231]","[0.5422562201069531, 0.457743779893047]","[0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]",0.927294113155303,0.9486473741024476
49,49,"[-4.083602678267835, -4.249223433402714]","[0.5413108015118386, 0.45868919848816136]","[1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0]",1.0526646491262392,0.9501407758002895
50,50,"[-7.4909110478705845, -8.154487787950563]","[0.6600633952209684, 0.3399366047790317]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",0.769568553464038,1.2433346252171695
51,51,"[-5.268644534107659, -5.528666790583114]","[0.5646417629298013, 0.4353582370701987]","[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0]",1.209706321495167,1.0458955042138904
52,52,"[-2.6211145815122783, -2.6795961650389173]","[0.51461623037698, 0.48538376962302016]","[0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",1.143177521827464,0.7230748607059547
