,Vehicle_label,Utilities,Probabilities,Routes_taken,Gamma,Eta
0,0,"[-3.766005073109369, -3.555887362769452]","[0.4476629850892456, 0.5523370149107544]","[1, 0, 1, 0, 0]",1.2214437673959742,1.0310856545180684
1,1,"[-3.5239082658736445, -3.3094621993000004]","[0.4465929961631751, 0.5534070038368248]","[1, 0, 0, 1, 0]",1.0051480333821616,1.0260346857036322
2,2,"[-2.904746734404048, -3.122627862911761]","[0.5542558149110707, 0.4457441850889293]","[1, 0, 1, 1, 0]",1.1197002320067166,0.9674610086231732
3,3,"[-4.323327951101853, -4.113417301065877]","[0.44771418354793124, 0.5522858164520686]","[1, 0, 0, 0, 1]",0.906960763595646,1.1105978877691522
4,4,"[-4.069380744533269, -3.301399819335721]","[0.31691603444161803, 0.6830839655583819]","[1, 0, 0, 0, 0]",1.1801572151027957,1.0439411730974943
5,5,"[-1.9956142837497113, -2.21992380015169]","[0.555843429489931, 0.444156570510069]","[0, 1, 1, 1, 0]",1.071584738884419,0.8492222731175405
6,6,"[-0.5406292508933028, -1.3765071900068828]","[0.6975963527625962, 0.30240364723740376]","[1, 0, 1, 1, 1]",1.121461932291714,0.6391908824054087
7,7,"[-1.6843335369901167, -1.9113399609705861]","[0.5565091454456079, 0.443490854554392]","[0, 1, 1, 0, 1]",1.143919074672462,0.7882573046586465
8,8,"[-5.888451108029572, -6.201740707624529]","[0.5776880113211267, 0.4223119886788735]","[0, 1, 1, 0, 1]",0.964327599724484,1.2235541660631353
9,9,"[-1.9130243487803547, -2.1544599007369527]","[0.5600673880961855, 0.43993261190381455]","[1, 0, 0, 1, 1]",1.066946413199037,0.8327411384076129
10,10,"[-6.490494509910811, -6.856139803844632]","[0.590406310330938, 0.40959368966906196]","[0, 1, 1, 1, 0]",1.1483516045170734,1.2297447078321582
11,11,"[-2.41617486890068, -2.6750332682260543]","[0.5643556403925396, 0.4356443596074604]","[0, 1, 0, 1, 1]",0.930053883054885,0.922554489031118
12,12,"[-1.5278164597139325, -1.7703580511085915]","[0.56033988913273, 0.43966011086726997]","[0, 1, 0, 1, 1]",0.9101937289521496,0.772929357721881
13,13,"[-2.127262174429383, -2.401316376612752]","[0.5680879336719908, 0.43191206632800905]","[1, 0, 1, 1, 0]",0.7173118735188772,0.9054805892002632
14,14,"[-6.117419462519581, -6.5580494125876605]","[0.6084091249965035, 0.3915908750034965]","[0, 1, 1, 0, 1]",0.9876422094215832,1.2305758690050164
