,Vehicle_label,Utilities,Probabilities,Routes_taken,Gamma,Eta
0,0,"[-4.727356330843291, -4.733297385284927]","[0.5014852592417532, 0.4985147407582467]","[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0]",1.2214437673959742,1.0310856545180684
1,1,"[-4.477974178918049, -4.483182715986524]","[0.501302131323342, 0.498697868676658]","[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1]",1.0051480333821616,1.0260346857036322
2,2,"[-4.069023604206577, -4.08418136161412]","[0.5037893667991754, 0.4962106332008244]","[1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0]",1.1197002320067166,0.9674610086231732
3,3,"[-5.275376866002431, -5.290455313780371]","[0.5037695405246574, 0.4962304594753425]","[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1]",0.906960763595646,1.1105978877691522
4,4,"[-4.896952273171243, -4.931430618290077]","[0.5086187324989239, 0.49138126750107625]","[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]",1.1801572151027957,1.0439411730974943
5,5,"[-3.1811987828992616, -3.188418050811424]","[0.5018048091394862, 0.49819519086051384]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",1.071584738884419,0.8492222731175405
6,6,"[-2.203217073147785, -2.2068313054332203]","[0.5009035570877862, 0.4990964429122137]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0]",1.121461932291714,0.6391908824054087
7,7,"[-2.867150018174643, -2.8767368476561073]","[0.5023966890142929, 0.49760331098570715]","[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1]",1.143919074672462,0.7882573046586465
8,8,"[-7.081371862970444, -7.146123291501745]","[0.5161822035367674, 0.48381779646323275]","[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0]",0.964327599724484,1.2235541660631353
9,9,"[-3.091486619577413, -3.1108805109593733]","[0.5048483208826838, 0.4951516791173162]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1]",1.066946413199037,0.8327411384076129
10,10,"[-7.685958901048081, -7.818100299446511]","[0.5329873632406619, 0.4670126367593381]","[0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1]",1.1483516045170734,1.2297447078321582
11,11,"[-3.5978713783147893, -3.634437179003393]","[0.5091404317543963, 0.4908595682456037]","[0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0]",0.930053883054885,0.922554489031118
12,12,"[-2.706677684862567, -2.7284998595782737]","[0.5054553271917546, 0.4945446728082454]","[0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0]",0.9101937289521496,0.772929357721881
13,13,"[-3.3083148404787472, -3.3577297152343406]","[0.5123512054959908, 0.4876487945040093]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0]",0.7173118735188772,0.9054805892002632
14,14,"[-7.320435589852773, -7.4908112526439385]","[0.542491179700057, 0.457508820299943]","[0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]",0.9876422094215832,1.2305758690050164
15,15,"[-4.240832239942561, -4.307381056452532]","[0.5166310666844085, 0.48336893331559144]","[0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1]",1.049949822077155,0.988571451684492
16,16,"[-4.753910396369449, -4.836507540469031]","[0.520637554413419, 0.4793624455865811]","[1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0]",1.0128420401417957,1.0444308657929866
17,17,"[-6.523403703355477, -6.677800984327576]","[0.5385228233715786, 0.46147717662842136]","[0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1]",1.2846595689730385,1.1490656852021406
18,18,"[-3.6337322818247895, -3.7035546136710944]","[0.5174484948566738, 0.48255150514332623]","[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0]",0.9336869457772368,0.9233967401190656
19,19,"[-7.774853004265894, -8.06132852493951]","[0.5711330639287916, 0.4288669360712084]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0]",1.0084911436696475,1.247448281128187
20,20,"[-2.647446524856088, -1.8660604155395442]","[0.3140212246838329, 0.685978775316167]","[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",0.7928541816484148,0.7677032525423005
21,21,"[-2.5015204987415647, -2.5314048603467545]","[0.5074705344305688, 0.49252946556943134]","[1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1]",0.8987223420550426,0.7255062881954569
22,22,"[-2.9020650729289668, -3.8064442069647737]","[0.7118485840285079, 0.28815141597149196]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1]",1.2660771077406183,0.9087060187902616
23,23,"[-9.437816339251855, -9.090127110059441]","[0.41394288891413816, 0.5860571110858619]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",1.1835341523799678,1.2938504442504717
24,24,"[-3.945445331061346, -4.068185577869856]","[0.5306465966813424, 0.46935340331865766]","[1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1]",0.5763070257469474,1.0196433273969019
25,25,"[-2.9346266521286473, -2.9933175009288484]","[0.5146685018290813, 0.4853314981709187]","[1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0]",0.929104251660825,0.8094621780459791
26,26,"[-4.54209499825485, -4.696489416507851]","[0.5385221119400235, 0.4614778880599765]","[1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",0.9655494513173656,1.0206722679893547
27,27,"[-3.259939121671282, -3.3190800209415663]","[0.5147809168675043, 0.4852190831324957]","[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1]",1.0696355534427306,0.8530683394972738
28,28,"[-2.476974865313673, -2.5080240785060175]","[0.5077616797518035, 0.49223832024819636]","[0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0]",1.083873278420174,0.7042668017045299
29,29,"[-2.38681336886316, -2.420948756376497]","[0.508533018320796, 0.49146698167920394]","[0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0]",1.1232400994474456,0.6795141803421869
