,Vehicle_label,Utilities,Probabilities,Routes_taken,Gamma,Eta
0,0,"[-4.727356330843291, -4.733297385284927]","[0.5014852592417532, 0.4985147407582467]","[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1]",1.2214437673959742,1.0310856545180684
1,1,"[-4.473580645981424, -4.489287024360785]","[0.5039265138757579, 0.4960734861242421]","[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0]",1.0051480333821616,1.0260346857036322
2,2,"[-4.061747035060043, -4.080368519277872]","[0.5046552365345426, 0.49534476346545747]","[1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1]",1.1197002320067166,0.9674610086231732
3,3,"[-5.28177862075227, -5.3103109578257675]","[0.5071326003908538, 0.49286739960914605]","[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1]",0.906960763595646,1.1105978877691522
4,4,"[-4.8861435487541955, -4.923080390035664]","[0.5092331605875502, 0.49076683941244975]","[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1]",1.1801572151027957,1.0439411730974943
5,5,"[-3.182319818550438, -3.199075678146608]","[0.5041888668943867, 0.49581113310561337]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1]",1.071584738884419,0.8492222731175405
6,6,"[-2.2017280542842728, -2.2070367728922915]","[0.5013271765350775, 0.4986728234649225]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]",1.121461932291714,0.6391908824054087
7,7,"[-2.866365934664556, -2.8785633131589368]","[0.5030493068183722, 0.4969506931816277]","[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0]",1.143919074672462,0.7882573046586465
8,8,"[-7.085640397245637, -7.187973195884016]","[0.525560897405083, 0.4744391025949169]","[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0]",0.964327599724484,1.2235541660631353
9,9,"[-3.0896493782543017, -3.1118593550750613]","[0.5055522659704992, 0.4944477340295009]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1]",1.066946413199037,0.8327411384076129
10,10,"[-7.67606775598275, -7.817871847228061]","[0.5353917367434798, 0.46460826325652016]","[0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",1.1483516045170734,1.2297447078321582
11,11,"[-3.5987017423547822, -3.6417813115473625]","[0.5107682269991249, 0.4892317730008751]","[0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1]",0.930053883054885,0.922554489031118
12,12,"[-2.70637272506204, -2.7294233647017303]","[0.5057624047663504, 0.49423759523364963]","[0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1]",0.9101937289521496,0.772929357721881
13,13,"[-3.3059690373960593, -3.35286101450252]","[0.5117208466493394, 0.4882791533506606]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1]",0.7173118735188772,0.9054805892002632
14,14,"[-7.32002140261926, -7.539173589512212]","[0.5545698162046063, 0.44543018379539373]","[0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0]",0.9876422094215832,1.2305758690050164
15,15,"[-4.2461614216380905, -4.325461631341794]","[0.5198146697630975, 0.48018533023690246]","[0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1]",1.049949822077155,0.988571451684492
16,16,"[-4.760662564637053, -4.857944700206792]","[0.5243013716098306, 0.47569862839016946]","[1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0]",1.0128420401417957,1.0444308657929866
17,17,"[-6.5280359663897585, -6.707450219513025]","[0.5447336316015419, 0.45526636839845813]","[0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0]",1.2846595689730385,1.1490656852021406
18,18,"[-3.631533329083086, -3.69882754333907]","[0.5168172076334128, 0.4831827923665873]","[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0]",0.9336869457772368,0.9233967401190656
19,19,"[-7.769226904330473, -8.06805163755757]","[0.5741551879752944, 0.4258448120247056]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1]",1.0084911436696475,1.247448281128187
20,20,"[-2.645193669632359, -2.6850802992219864]","[0.5099703355793062, 0.4900296644206938]","[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0]",0.7928541816484148,0.7677032525423005
21,21,"[-2.5056956458986166, -2.53968851057636]","[0.5084973979460681, 0.49150260205393187]","[1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1]",0.8987223420550426,0.7255062881954569
22,22,"[-3.746527540901985, -3.8240382477836476]","[0.5193679809345505, 0.48063201906544956]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",1.2660771077406183,0.9087060187902616
23,23,"[-9.433288310703126, -9.872740043539189]","[0.608128381905044, 0.39187161809495596]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]",1.1835341523799678,1.2938504442504717
24,24,"[-3.954208130048855, -4.086187119402808]","[0.5329469374910746, 0.4670530625089254]","[1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0]",0.5763070257469474,1.0196433273969019
25,25,"[-2.932477663522005, -2.9878157062530244]","[0.5138309813128946, 0.4861690186871055]","[1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",0.929104251660825,0.8094621780459791
26,26,"[-4.530564419364139, -4.676061030453931]","[0.5363101204842607, 0.46368987951573926]","[1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0]",0.9655494513173656,1.0206722679893547
27,27,"[-3.260289156750806, -3.3331635029368245]","[0.5182105280838061, 0.4817894719161938]","[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0]",1.0696355534427306,0.8530683394972738
28,28,"[-2.477943096451742, -2.5168354918058853]","[0.5097218734123651, 0.49027812658763487]","[0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1]",1.083873278420174,0.7042668017045299
29,29,"[-2.38558580553921, -2.424908247440397]","[0.5098293439523776, 0.4901706560476225]","[0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0]",1.1232400994474456,0.6795141803421869
