,Vehicle_label,Utilities,Probabilities,Routes_taken,Gamma,Eta
0,0,"[-4.727356330843291, -4.733297385284927]","[0.5014852592417532, 0.4985147407582467]","[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]",1.2214437673959742,1.0310856545180684
1,1,"[-4.474098407043929, -4.488851394370483]","[0.5036881799373224, 0.49631182006267754]","[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0]",1.0051480333821616,1.0260346857036322
2,2,"[-4.061675483576979, -4.080971699003367]","[0.5048239041782394, 0.49517609582176053]","[1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0]",1.1197002320067166,0.9674610086231732
3,3,"[-5.282214010185258, -5.312508421249518]","[0.5075730235955435, 0.4924269764044565]","[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0]",0.906960763595646,1.1105978877691522
4,4,"[-4.886625324496705, -4.924840157674715]","[0.5095525457990884, 0.4904474542009117]","[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0]",1.1801572151027957,1.0439411730974943
5,5,"[-3.1828489386297303, -3.2001991641286858]","[0.5043374475666806, 0.4956625524333194]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]",1.071584738884419,0.8492222731175405
6,6,"[-2.2020857548431376, -2.208013028890453]","[0.501481814173502, 0.49851818582649793]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0]",1.121461932291714,0.6391908824054087
7,7,"[-2.8657644508996345, -2.8790030910143813]","[0.5033096116915101, 0.49669038830848994]","[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0]",1.143919074672462,0.7882573046586465
8,8,"[-7.085640397245637, -7.184440317993683]","[0.5246799075315721, 0.47532009246842793]","[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",0.964327599724484,1.2235541660631353
9,9,"[-3.0893683220761092, -3.112230011611341]","[0.5057151734630971, 0.4942848265369029]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1]",1.066946413199037,0.8327411384076129
10,10,"[-7.671588884326481, -7.813630178559854]","[0.5354507398803459, 0.46454926011965414]","[0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1]",1.1483516045170734,1.2297447078321582
11,11,"[-3.597913109810355, -3.641490232164746]","[0.5108925569272481, 0.48910744307275184]","[0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0]",0.930053883054885,0.922554489031118
12,12,"[-2.706318506998913, -2.729875474403367]","[0.505888969522794, 0.4941110304772059]","[0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1]",0.9101937289521496,0.772929357721881
13,13,"[-3.3066339962044187, -3.3550598798283393]","[0.5121041055876797, 0.4878958944123203]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",0.7173118735188772,0.9054805892002632
14,14,"[-7.319633678868781, -7.540614275492754]","[0.5550214286944143, 0.4449785713055857]","[0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0]",0.9876422094215832,1.2305758690050164
15,15,"[-4.244253214115804, -4.3232827825856]","[0.5197471153522305, 0.4802528846477695]","[0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1]",1.049949822077155,0.988571451684492
16,16,"[-4.759414645566356, -4.86201175213478]","[0.5256268012538768, 0.4743731987461231]","[1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",1.0128420401417957,1.0444308657929866
17,17,"[-6.529613109306783, -6.725030534715101]","[0.5486994770526233, 0.4513005229473767]","[0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",1.2846595689730385,1.1490656852021406
18,18,"[-3.630724824278989, -3.7008544789712303]","[0.5175252315916348, 0.4824747684083651]","[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1]",0.9336869457772368,0.9233967401190656
19,19,"[-7.772254125792264, -8.101557302148994]","[0.5815898192621983, 0.4184101807378018]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0]",1.0084911436696475,1.247448281128187
20,20,"[-2.6454022877648034, -2.6873003528195136]","[0.5104729842436891, 0.48952701575631075]","[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0]",0.7928541816484148,0.7677032525423005
21,21,"[-2.5047852176768575, -2.5404947657081385]","[0.5089264384660801, 0.4910735615339199]","[1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1]",0.8987223420550426,0.7255062881954569
22,22,"[-3.74390869969036, -3.8223748829979796]","[0.5196064871921205, 0.4803935128078794]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0]",1.2660771077406183,0.9087060187902616
23,23,"[-9.435652773207222, -9.901492916891938]","[0.614398702804791, 0.3856012971952089]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",1.1835341523799678,1.2938504442504717
24,24,"[-3.9566990097072745, -4.096800987463597]","[0.5349683149910694, 0.46503168500893055]","[1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0]",0.5763070257469474,1.0196433273969019
25,25,"[-2.9313769713563165, -2.9876838136734865]","[0.5140729926201569, 0.4859270073798431]","[1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0]",0.929104251660825,0.8094621780459791
26,26,"[-4.53044427902371, -4.678558979637164]","[0.5369611288521308, 0.46303887114786924]","[1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]",0.9655494513173656,1.0206722679893547
