,Vehicle_label,Utilities,Probabilities,Routes_taken,Gamma,Eta
0,0,"[-4.727356330843291, -4.733297385284927]","[0.5014852592417532, 0.4985147407582467]","[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]",1.2214437673959742,1.0310856545180684
1,1,"[-4.472479626617594, -4.488851394370483]","[0.5040928505197735, 0.49590714948022646]","[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1]",1.0051480333821616,1.0260346857036322
2,2,"[-4.060687621143706, -4.080971699003367]","[0.5050708456021027, 0.49492915439789725]","[1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0]",1.1197002320067166,0.9674610086231732
3,3,"[-5.280548956351425, -5.312508421249518]","[0.5079891862182746, 0.49201081378172534]","[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0]",0.906960763595646,1.1105978877691522
4,4,"[-4.885309796517132, -4.924840157674715]","[0.5098813035717715, 0.4901186964282285]","[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1]",1.1801572151027957,1.0439411730974943
5,5,"[-3.1823415587429684, -3.2001991641286858]","[0.5044642827109529, 0.49553571728904716]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0]",1.071584738884419,0.8492222731175405
6,6,"[-2.2018753866326053, -2.208013028890453]","[0.5015344057476261, 0.49846559425237386]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]",1.121461932291714,0.6391908824054087
7,7,"[-2.865327388921925, -2.8790030910143813]","[0.5034188722387809, 0.49658112776121915]","[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1]",1.143919074672462,0.7882573046586465
8,8,"[-7.085640397245637, -7.195734343695519]","[0.5274957199926431, 0.47250428000735684]","[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1]",0.964327599724484,1.2235541660631353
9,9,"[-3.0893683220761092, -3.113518954384838]","[0.5060373646374277, 0.49396263536257234]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1]",1.066946413199037,0.8327411384076129
10,10,"[-7.671588884326481, -7.821538784026096]","[0.5374173904354861, 0.4625826095645139]","[0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",1.1483516045170734,1.2297447078321582
11,11,"[-3.5974946070835414, -3.641490232164746]","[0.5109971324762845, 0.4890028675237154]","[0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0]",0.930053883054885,0.922554489031118
12,12,"[-2.706318506998913, -2.7308307941893726]","[0.5061277649772533, 0.4938722350227468]","[0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0]",0.9101937289521496,0.772929357721881
13,13,"[-3.3059690373960593, -3.3550598798283393]","[0.5122702465237264, 0.4877297534762736]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]",0.7173118735188772,0.9054805892002632
14,14,"[-7.316941070507134, -7.540614275492754]","[0.5556863303887208, 0.44431366961127916]","[0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1]",0.9876422094215832,1.2305758690050164
15,15,"[-4.244253214115804, -4.325937581910852]","[0.5204097448210712, 0.4795902551789289]","[0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1]",1.049949822077155,0.988571451684492
16,16,"[-4.759414645566356, -4.865052708270526]","[0.5263849835223458, 0.47361501647765425]","[1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",1.0128420401417957,1.0444308657929866
17,17,"[-6.5272757715454155, -6.725030534715101]","[0.5492782020333483, 0.45072179796665174]","[0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0]",1.2846595689730385,1.1490656852021406
18,18,"[-3.630724824278989, -3.7028799091352247]","[0.518030948930791, 0.481969051069209]","[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0]",0.9336869457772368,0.9233967401190656
19,19,"[-7.769136148183709, -8.101557302148994]","[0.5823483640188356, 0.4176516359811643]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0]",1.0084911436696475,1.247448281128187
20,20,"[-2.644772806122399, -2.6873003528195136]","[0.5106302845683995, 0.4893697154316005]","[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1]",0.7928541816484148,0.7677032525423005
21,21,"[-2.5047852176768575, -2.5416465453638843]","[0.5092142886134194, 0.49078571138658067]","[1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1]",0.8987223420550426,0.7255062881954569
22,22,"[-3.7427249817929877, -3.8223748829979796]","[0.5199019547364557, 0.4800980452635443]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1]",1.2660771077406183,0.9087060187902616
23,23,"[-9.429438051312689, -9.901492916891938]","[0.6158700000569475, 0.3841299999430526]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]",1.1835341523799678,1.2938504442504717
24,24,"[-3.954277032864116, -4.096800987463597]","[0.5355707963294881, 0.464429203670512]","[1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1]",0.5763070257469474,1.0196433273969019
25,25,"[-2.9296648553201576, -2.9876838136734865]","[0.5145006721368819, 0.4854993278631181]","[1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1]",0.929104251660825,0.8094621780459791
26,26,"[-4.53044427902371, -4.684663315160359]","[0.5384785263754158, 0.4615214736245842]","[1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0]",0.9655494513173656,1.0206722679893547
27,27,"[-3.260704730398884, -3.337093106132168]","[0.5190878130941606, 0.48091218690583937]","[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",1.0696355534427306,0.8530683394972738
28,28,"[-2.4760084444114128, -2.5153682894714215]","[0.5098386911249017, 0.49016130887509834]","[0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0]",1.083873278420174,0.7042668017045299
29,29,"[-2.3850970208322377, -2.425088586419441]","[0.509996559119805, 0.49000344088019504]","[0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1]",1.1232400994474456,0.6795141803421869
30,30,"[-3.775337346269319, -3.903550564146197]","[0.5320094671646597, 0.46799053283534026]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1]",1.0735697407664877,0.9221939906831184
31,31,"[-5.561753974672204, -5.867944200756921]","[0.5759550671919471, 0.424044932808053]","[0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1]",0.7836866644143281,1.1337950742316314
32,32,"[-9.394654398770365, -10.056377638652863]","[0.6596473840830207, 0.34035261591697924]","[1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0.8111973680612472,1.3441907783689793
33,33,"[-6.788826358348158, -7.223033505306466]","[0.6068778475092866, 0.39312215249071336]","[0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]",0.8136093284290948,1.210946179855595
34,34,"[-6.6340522452910236, -6.99455782632767]","[0.5891628154589401, 0.4108371845410599]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",0.9729679919147858,1.1763996332219129
35,35,"[-2.5987807308301805, -2.658316470228313]","[0.5148795400597146, 0.48512045994028535]","[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1]",0.8265654846512803,0.7458051818429217
36,36,"[-6.290120778492371, -6.627075141607398]","[0.5834505121459481, 0.4165494878540518]","[1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]",0.989694847727128,1.1509894609018432
37,37,"[-4.052113796855531, -4.199107994541893]","[0.5366825223581178, 0.4633174776418823]","[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0]",1.0439019784682275,0.9535820574294568
38,38,"[-3.150265622690359, -3.249142011593756]","[0.5246989779578223, 0.4753010220421776]","[0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1]",0.8035983489726444,0.8527671692332043
39,39,"[-3.583428106512561, -3.693770006394217]","[0.5275575204725165, 0.4724424795274835]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0]",1.325877589866273,0.8755512178822417
40,40,"[-4.855194035772982, -5.0993851698424635]","[0.5607462284414503, 0.4392537715585498]","[1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1]",0.9515661693344748,1.0415166559430866
41,41,"[-3.038713737471303, -3.1156720656571193]","[0.5192300919964659, 0.4807699080035341]","[1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0]",1.1438932472293375,0.8054587453134254
42,42,"[-5.711429623746744, -5.996372143729858]","[0.5707575297286112, 0.4292424702713889]","[1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0]",1.1723039566450182,1.0881361502124651
43,43,"[-6.93951257172895, -7.507117347728541]","[0.6382103062187792, 0.36178969378122094]","[0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0]",0.6646440073132189,1.2415084305791804
44,44,"[-3.7512589982560445, -3.8921090717783007]","[0.5351544192966254, 0.4648455807033745]","[1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1]",1.0421528914801972,0.913767683666302
45,45,"[-3.2902990884310843, -3.4006249387007634]","[0.5275535202561001, 0.47244647974389975]","[1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]",1.0783008830920344,0.8462646286801094
46,46,"[-4.189398262288274, -4.3939556892830165]","[0.5509617779349124, 0.4490382220650876]","[0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0]",0.8252097843538485,0.98672912825224
47,47,"[-2.798633076598889, -2.859735617082192]","[0.5152708842365565, 0.48472911576344346]","[1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]",1.5562559066248722,0.7430704590099784
48,48,"[-3.970129461078732, -4.155985118009086]","[0.5463306269824761, 0.4536693730175238]","[0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0]",0.927294113155303,0.9486473741024476
49,49,"[-4.084094447242023, -4.267590119187011]","[0.5457456328161101, 0.45425436718388995]","[1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0]",1.0526646491262392,0.9501407758002895
50,50,"[-7.479323760755541, -8.16622194008602]","[0.6652765564503594, 0.3347234435496407]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",0.769568553464038,1.2433346252171695
51,51,"[-5.265331318147839, -5.529402199367271]","[0.5656367399496866, 0.4343632600503135]","[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1.209706321495167,1.0458955042138904
