,Vehicle_label,Utilities,Probabilities,Routes_taken,Gamma,Eta
0,0,"[-4.727356330843291, -4.733297385284927]","[0.5014852592417532, 0.4985147407582467]","[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0]",1.2214437673959742,1.0310856545180684
1,1,"[-4.477974178918049, -4.49249887124957]","[0.5036311092461806, 0.49636889075381946]","[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1]",1.0051480333821616,1.0260346857036322
2,2,"[-4.061701628094318, -4.081913476038554]","[0.5050527899739231, 0.4949472100260769]","[1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0]",1.1197002320067166,0.9674610086231732
3,3,"[-5.279913818357595, -5.304117892916352]","[0.5060507232476636, 0.4939492767523363]","[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0]",0.906960763595646,1.1105978877691522
4,4,"[-4.892071457481252, -4.928670562194012]","[0.5091487549754332, 0.4908512450245668]","[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0]",1.1801572151027957,1.0439411730974943
5,5,"[-3.1817476758175887, -3.1944518958439287]","[0.5031760122900739, 0.49682398770992603]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",1.071584738884419,0.8492222731175405
6,6,"[-2.2024179555125034, -2.205539980021834]","[0.5007805054933647, 0.4992194945066353]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1]",1.121461932291714,0.6391908824054087
7,7,"[-2.867314252227487, -2.8779105767515265]","[0.502649056344257, 0.49735094365574306]","[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0]",1.143919074672462,0.7882573046586465
8,8,"[-7.087318320836052, -7.168631247632144]","[0.5203170385961928, 0.47968296140380723]","[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0]",0.964327599724484,1.2235541660631353
9,9,"[-3.090367823595393, -3.1078493055003444]","[0.5043702591800663, 0.4956297408199337]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1]",1.066946413199037,0.8327411384076129
10,10,"[-7.682007377932033, -7.802449261825218]","[0.5300741245356657, 0.46992587546433434]","[0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1]",1.1483516045170734,1.2297447078321582
11,11,"[-3.5997755355146817, -3.63797711731192]","[0.5095492341626797, 0.4904507658373202]","[0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0]",0.930053883054885,0.922554489031118
12,12,"[-2.706677684862567, -2.7261832085420497]","[0.5048762263178793, 0.4951237736821206]","[0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",0.9101937289521496,0.772929357721881
13,13,"[-3.306897055296343, -3.3482326315065727]","[0.5103324229039256, 0.48966757709607445]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1]",0.7173118735188772,0.9054805892002632
14,14,"[-7.3238355910835855, -7.502640962962033]","[0.5445826256128986, 0.4554173743871014]","[0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]",0.9876422094215832,1.2305758690050164
15,15,"[-4.247844488309442, -4.315035514666399]","[0.516791439797407, 0.4832085602025929]","[0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",1.049949822077155,0.988571451684492
16,16,"[-4.761049600246653, -4.834418003253508]","[0.5183338773359588, 0.4816661226640411]","[1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]",1.0128420401417957,1.0444308657929866
17,17,"[-6.535050969012425, -6.66787544698807]","[0.5331573859931704, 0.46684261400682964]","[0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",1.2846595689730385,1.1490656852021406
18,18,"[-3.6347565616694144, -3.691402904299767]","[0.5141578000547076, 0.48584219994529243]","[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0]",0.9336869457772368,0.9233967401190656
19,19,"[-7.782436735686622, -8.02482596742416]","[0.5603023536000584, 0.4396976463999415]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1.0084911436696475,1.247448281128187
20,20,"[-2.64718876317541, -2.679988562739229]","[0.5081992148261788, 0.49180078517382114]","[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1]",0.7928541816484148,0.7677032525423005
21,21,"[-2.5056956458986166, -2.533490080959295]","[0.5069481614653047, 0.49305183853469514]","[1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0]",0.8987223420550426,0.7255062881954569
22,22,"[-3.74904808536993, -3.808968957918773]","[0.5149757375261796, 0.48502426247382036]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0]",1.2660771077406183,0.9087060187902616
23,23,"[-9.468878858502007, -9.873488766131059]","[0.5997947343431945, 0.4002052656568054]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0]",1.1835341523799678,1.2938504442504717
24,24,"[-3.9602779480414165, -4.069532144234924]","[0.5272864124715048, 0.4727135875284952]","[1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0]",0.5763070257469474,1.0196433273969019
25,25,"[-2.93592720896855, -2.983080236687508]","[0.5117860732398419, 0.48821392676015807]","[1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]",0.929104251660825,0.8094621780459791
26,26,"[-4.5450528415293325, -4.6775239207206205]","[0.5330694237982261, 0.4669305762017739]","[1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0]",0.9655494513173656,1.0206722679893547
27,27,"[-3.262062633828839, -3.3233658280114913]","[0.5153210007152371, 0.4846789992847629]","[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",1.0696355534427306,0.8530683394972738
28,28,"[-2.475937055290281, -2.506963885791138]","[0.5077560854263756, 0.4922439145736244]","[0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1]",1.083873278420174,0.7042668017045299
29,29,"[-2.3865181500014745, -2.4200351868787746]","[0.5083784748748733, 0.4916215251251267]","[0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0]",1.1232400994474456,0.6795141803421869
30,30,"[-3.777554544417969, -3.8826781226515354]","[0.5262567188336675, 0.4737432811663325]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1.0735697407664877,0.9221939906831184
31,31,"[-5.58233561968618, -5.854721989333775]","[0.5676786611723489, 0.4323213388276511]","[0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0.7836866644143281,1.1337950742316314
32,32,"[-9.448443828794597, -10.053768641365044]","[0.6468735924310058, 0.35312640756899405]","[1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1]",0.8111973680612472,1.3441907783689793
33,33,"[-6.806417018365453, -7.1745014858638285]","[0.5909960372854536, 0.4090039627145465]","[0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0]",0.8136093284290948,1.210946179855595
34,34,"[-6.652629966399904, -6.973131255472097]","[0.5794464152767322, 0.4205535847232677]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1]",0.9729679919147858,1.1763996332219129
35,35,"[-2.5956857575771055, -2.6459054461989835]","[0.5125522841767134, 0.4874477158232866]","[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0]",0.8265654846512803,0.7458051818429217
36,36,"[-6.297543165936064, -6.56701370937849]","[0.566962919538056, 0.4330370804619441]","[1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",0.989694847727128,1.1509894609018432
37,37,"[-4.052835805895329, -4.175278825040443]","[0.5305725682520617, 0.46942743174793833]","[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",1.0439019784682275,0.9535820574294568
38,38,"[-3.1565294009052525, -3.246861315016191]","[0.5225676348958239, 0.47743236510417597]","[0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0]",0.8035983489726444,0.8527671692332043
39,39,"[-3.588214785317336, -3.6876378909452203]","[0.5248353217756466, 0.4751646782243533]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0]",1.325877589866273,0.8755512178822417
40,40,"[-4.850799782726915, -5.058788425651358]","[0.5518105214520738, 0.4481894785479261]","[1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]",0.9515661693344748,1.0415166559430866
41,41,"[-3.0386862475695473, -3.1035980431436276]","[0.5162222531991348, 0.4837777468008651]","[1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1]",1.1438932472293375,0.8054587453134254
42,42,"[-5.721591550396787, -5.975529835423561]","[0.5631456085016421, 0.436854391498358]","[1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0]",1.1723039566450182,1.0881361502124651
43,43,"[-6.936189862070469, -7.418710225134158]","[0.6183428449224894, 0.3816571550775107]","[0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0]",0.6646440073132189,1.2415084305791804
44,44,"[-3.7427803907305317, -3.857079156236878]","[0.5285436231553037, 0.47145637684469627]","[1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]",1.0421528914801972,0.913767683666302
45,45,"[-3.2866919504749754, -3.3825991782866187]","[0.5239584452273587, 0.4760415547726413]","[1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0]",1.0783008830920344,0.8462646286801094
46,46,"[-4.182985827809593, -4.364112483080888]","[0.5451582728222661, 0.4548417271777338]","[0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1]",0.8252097843538485,0.98672912825224
47,47,"[-2.801254726642685, -2.8576097824091975]","[0.514085036425687, 0.48591496357431285]","[1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1]",1.5562559066248722,0.7430704590099784
48,48,"[-3.9666194596124416, -4.123100378170468]","[0.5390405988854515, 0.4609594011145486]","[0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1]",0.927294113155303,0.9486473741024476
49,49,"[-4.087571293895492, -4.249223433402714]","[0.5403252600914549, 0.4596747399085452]","[1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]",1.0526646491262392,0.9501407758002895
50,50,"[-7.502449398308005, -8.154487787950563]","[0.6574696619958824, 0.3425303380041176]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",0.769568553464038,1.2433346252171695
51,51,"[-5.276558878672246, -5.528666790583114]","[0.5626952616682573, 0.43730473833174255]","[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]",1.209706321495167,1.0458955042138904
52,52,"[-2.6211145815122783, -2.6755359115443795]","[0.5136019756141436, 0.48639802438585644]","[0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1]",1.143177521827464,0.7230748607059547
53,53,"[-2.442733339109012, -2.50052326143665]","[0.5144434610999902, 0.4855565389000099]","[1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",0.7740878370113587,0.7071105833399853
54,54,"[-3.330759960893699, -3.443768680016536]","[0.528222150816919, 0.4717778491830809]","[0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0]",0.9420323192784856,0.8597341859991553
