,Vehicle_label,Utilities,Probabilities,Routes_taken,Gamma,Eta
0,0,"[-4.727356330843291, -4.733297385284927]","[0.5014852592417532, 0.4985147407582467]","[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1]",1.2214437673959742,1.0310856545180684
1,1,"[-4.473580645981424, -4.490320385077457]","[0.5041848370519405, 0.49581516294805955]","[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1]",1.0051480333821616,1.0260346857036322
2,2,"[-4.061747035060043, -4.081476824802847]","[0.5049322874396627, 0.4950677125603372]","[1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1]",1.1197002320067166,0.9674610086231732
3,3,"[-5.28177862075227, -5.3130360730733]","[0.5078137269045738, 0.4921862730954261]","[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1]",0.906960763595646,1.1105978877691522
4,4,"[-4.8861435487541955, -4.925725319070024]","[0.5098941508352053, 0.4901058491647947]","[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1]",1.1801572151027957,1.0439411730974943
5,5,"[-3.182319818550438, -3.2006699003173806]","[0.5045873917181436, 0.4954126082818565]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1]",1.071584738884419,0.8492222731175405
6,6,"[-2.2017280542842728, -2.207824191960946]","[0.5015240296993916, 0.4984759703006084]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1]",1.121461932291714,0.6391908824054087
7,7,"[-2.8649921268449536, -2.8785633131589368]","[0.5033927445065025, 0.4966072554934975]","[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0]",1.143919074672462,0.7882573046586465
8,8,"[-7.085640397245637, -7.195126222274171]","[0.5273441468562468, 0.4726558531437532]","[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",0.964327599724484,1.2235541660631353
9,9,"[-3.0896493782543017, -3.113191076182606]","[0.5058851526829584, 0.4941148473170417]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1]",1.066946413199037,0.8327411384076129
