,Vehicle_label,Utilities,Probabilities,Routes_taken,Gamma,Eta
0,0,"[-4.727356330843291, -4.733297385284927]","[0.5014852592417532, 0.4985147407582467]","[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0]",1.2214437673959742,1.0310856545180684
1,1,"[-4.474837660270235, -4.489287024360785]","[0.5036122781739956, 0.49638772182600444]","[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1]",1.0051480333821616,1.0260346857036322
2,2,"[-4.061747035060043, -4.080655400953437]","[0.5047269506400895, 0.49527304935991046]","[1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0]",1.1197002320067166,0.9674610086231732
3,3,"[-5.28177862075227, -5.309275404834403]","[0.5068737629370329, 0.4931262370629672]","[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0]",0.906960763595646,1.1105978877691522
4,4,"[-4.8861435487541955, -4.921744114929859]","[0.5088992016595225, 0.4911007983404775]","[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1]",1.1801572151027957,1.0439411730974943
5,5,"[-3.182319818550438, -3.197908184566438]","[0.5038970125907385, 0.4961029874092615]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1]",1.071584738884419,0.8492222731175405
6,6,"[-2.202164709671762, -2.2070367728922915]","[0.5012180133958013, 0.4987819866041987]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1]",1.121461932291714,0.6391908824054087
7,7,"[-2.866763565435678, -2.8785633131589368]","[0.5029499027036533, 0.4970500972963467]","[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]",1.143919074672462,0.7882573046586465
8,8,"[-7.087429715503776, -7.187973195884016]","[0.5251147166208481, 0.47488528337915203]","[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1]",0.964327599724484,1.2235541660631353
9,9,"[-3.0896493782543017, -3.1115132613792245]","[0.5054657530504177, 0.4945342469495822]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1]",1.066946413199037,0.8327411384076129
10,10,"[-7.676890281585349, -7.817871847228061]","[0.5351871296731602, 0.4648128703268398]","[0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1.1483516045170734,1.2297447078321582
11,11,"[-3.5987017423547822, -3.6414257076175995]","[0.5106793669113069, 0.4893206330886931]","[0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]",0.930053883054885,0.922554489031118
12,12,"[-2.70637272506204, -2.7288783479606677]","[0.5056261682540408, 0.4943738317459591]","[0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1]",0.9101937289521496,0.772929357721881
13,13,"[-3.3059690373960593, -3.3519514028668955]","[0.5114935662938244, 0.4885064337061757]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0]",0.7173118735188772,0.9054805892002632
14,14,"[-7.3219104865005855, -7.539173589512212]","[0.5541031226995197, 0.4458968773004804]","[0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0]",0.9876422094215832,1.2305758690050164
15,15,"[-4.2461614216380905, -4.324120336546899]","[0.5194798638370155, 0.48052013616298456]","[0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0]",1.049949822077155,0.988571451684492
16,16,"[-4.761639482791724, -4.857944700206792]","[0.524057713231506, 0.4759422867684941]","[1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0]",1.0128420401417957,1.0444308657929866
17,17,"[-6.529411498031271, -6.707450219513025]","[0.5443924803263914, 0.4556075196736087]","[0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",1.2846595689730385,1.1490656852021406
18,18,"[-3.6326693805930423, -3.69882754333907]","[0.5165335106626969, 0.483466489337303]","[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1]",0.9336869457772368,0.9233967401190656
19,19,"[-7.769226904330473, -8.06540449399047]","[0.5735078320069779, 0.4264921679930221]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]",1.0084911436696475,1.247448281128187
20,20,"[-2.64586876203441, -2.6850802992219864]","[0.5098016284589602, 0.4901983715410399]","[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",0.7928541816484148,0.7677032525423005
21,21,"[-2.5056956458986166, -2.5396118740171794]","[0.5084782443274112, 0.4915217556725887]","[1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1]",0.8987223420550426,0.7255062881954569
22,22,"[-3.746527540901985, -3.82325384248391]","[0.519172170889927, 0.4808278291100731]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0]",1.2660771077406183,0.9087060187902616
23,23,"[-9.438566007186576, -9.872740043539189]","[0.6068699480481953, 0.3931300519518047]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]",1.1835341523799678,1.2938504442504717
24,24,"[-3.9560153992013998, -4.086187119402808]","[0.5324970553295257, 0.4675029446704743]","[1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0]",0.5763070257469474,1.0196433273969019
25,25,"[-2.932477663522005, -2.987440224272339]","[0.513737182159917, 0.48626281784008296]","[1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1]",0.929104251660825,0.8094621780459791
26,26,"[-4.531772359085032, -4.676061030453931]","[0.5360097149923934, 0.4639902850076065]","[1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0]",0.9655494513173656,1.0206722679893547
27,27,"[-3.260660859386724, -3.3331635029368245]","[0.5181177250629876, 0.4818822749370123]","[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1]",1.0696355534427306,0.8530683394972738
28,28,"[-2.477943096451742, -2.516725971618718]","[0.50969450368774, 0.49030549631225995]","[0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0]",1.083873278420174,0.7042668017045299
29,29,"[-2.3859116402889313, -2.424908247440397]","[0.5097479164857275, 0.49025208351427263]","[0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1]",1.1232400994474456,0.6795141803421869
30,30,"[-3.776537153725797, -3.902964739831226]","[0.5315648634966714, 0.4684351365033285]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1]",1.0735697407664877,0.9221939906831184
