,Vehicle_label,Utilities,Probabilities,Routes_taken,Gamma,Eta
0,0,"[-3.766005073109369, -3.771946127551005]","[0.5014852592417532, 0.49851474075824675]","[1, 0, 1, 0, 0, 1]",1.2214437673959742,1.0310856545180684
1,1,"[-3.645419567760351, -3.3094621993000004]","[0.41679181360029266, 0.5832081863997074]","[1, 0, 0, 1, 0, 0]",1.0051480333821616,1.0260346857036322
2,2,"[-2.904746734404048, -3.249602145761825]","[0.5853694761565669, 0.4146305238434332]","[1, 0, 1, 1, 0, 1]",1.1197002320067166,0.9674610086231732
3,3,"[-4.448481623107634, -4.113417301065877]","[0.41700890822432446, 0.5829910917756755]","[1, 0, 0, 0, 1, 0]",0.906960763595646,1.1105978877691522
4,4,"[-4.069380744533269, -3.764727984666157]","[0.42442047323606014, 0.5755795267639399]","[1, 0, 0, 0, 0, 1]",1.1801572151027957,1.0439411730974943
5,5,"[-2.215016087313831, -2.21992380015169]","[0.5012269257468576, 0.49877307425314255]","[0, 1, 1, 1, 0, 0]",1.071584738884419,0.8492222731175405
6,6,"[-0.5406292508933028, -2.209143944675674]","[0.8413776907960975, 0.15862230920390252]","[1, 0, 1, 1, 1, 1]",1.121461932291714,0.6391908824054087
7,7,"[-1.9021891582689165, -1.9113399609705861]","[0.5022876847117489, 0.49771231528825105]","[0, 1, 1, 0, 1, 0]",1.143919074672462,0.7882573046586465
8,8,"[-5.888451108029572, -6.339672267017875]","[0.6109295361819097, 0.38907046381809024]","[0, 1, 1, 0, 1, 1]",0.964327599724484,1.2235541660631353
9,9,"[-2.128861246270004, -2.1544599007369527]","[0.506399314169413, 0.4936006858305871]","[1, 0, 0, 1, 1, 0]",1.066946413199037,0.8327411384076129
10,10,"[-6.490494509910811, -6.989655371954999]","[0.6222621104123001, 0.3777378895876999]","[0, 1, 1, 1, 0, 1]",1.1483516045170734,1.2297447078321582
11,11,"[-2.41617486890068, -2.8067015901476196]","[0.596409490280873, 0.403590509719127]","[0, 1, 0, 1, 1, 1]",0.930053883054885,0.922554489031118
12,12,"[-1.5278164597139325, -1.9005484355488287]","[0.5921189547963834, 0.40788104520361657]","[0, 1, 0, 1, 1, 1]",0.9101937289521496,0.772929357721881
13,13,"[-2.127262174429383, -2.5319280522849823]","[0.5998081694179151, 0.4001918305820848]","[1, 0, 1, 1, 0, 1]",0.7173118735188772,0.9054805892002632
14,14,"[-6.332254187787282, -6.5580494125876605]","[0.5562101929280566, 0.4437898070719433]","[0, 1, 1, 0, 1, 0]",0.9876422094215832,1.2305758690050164
