Vehicle_label,Utilities,Probabilities,Routes_taken,Gamma,Eta
0,"[-2.8017570301288197, -4.345028490487286, -2.865338808477833, -1.8952913669161429]","[0.21609306032934622, 0.046174961366122806, 0.20278116069294788, 0.534950817611583]","[0, 3, 2, 1, 2, 0, 2]",4.839465483383363,0.8453952979314385
1,"[-4.027905557574408, -3.6380134590867206, -4.359099531351787, -3.5985219593288873]","[0.2113629771833705, 0.31214537506248413, 0.15177254000854462, 0.32471910774560075]","[2, 1, 0, 3, 3, 2, 2]",4.443160303470576,0.9742472041489432
2,"[-8.189933818025365, -5.289646477194913, -5.532969108340705, -4.965696887738572]","[0.017074544133816084, 0.31040442625755627, 0.2433628201696063, 0.4291582094390214]","[2, 3, 0, 1, 3, 2, 3]",5.180614339977183,1.0424108812184287
3,"[-1.2016705069155018, -1.159652501301695, -0.6687516903159942, -1.0867134433173724]","[0.20539629676841073, 0.21421052081281633, 0.34997442646334964, 0.23041875595542322]","[3, 1, 0, 2, 3, 1, 0]",4.615504351253255,0.6194540160596738
4,"[-1.7642054833986294, -3.5268136659008045, -1.6422469645938638, -1.9803001048503897]","[0.3218577082152705, 0.05522972835246553, 0.36360498296369836, 0.25930758046856556]","[3, 1, 2, 0, 3, 1, 1]",5.704076002419044,0.7772733493274189
5,"[-6.799576264965484, -6.320480748366529, -5.591893626315178, -5.3027686246828765]","[0.09589805207858226, 0.1548382751796722, 0.32084826232295754, 0.4284154104187879]","[2, 3, 0, 1, 3, 0, 1]",4.460207771460893,1.0789929955351345
6,"[-7.301052887240731, -6.804345534722691, -4.79523384048084, -4.242052385768227]","[0.027621910703391084, 0.04539112840455433, 0.3384675997385465, 0.5885193611535081]","[0, 3, 1, 2, 3, 2, 1]",3.9813199681337696,1.0189875407557392
7,"[-22.10301292310765, -24.57893565113774, -18.902361864423142, -15.47893765035954]","[0.0012842902993273474, 0.00010799002054396569, 0.03152741006379618, 0.9670803096163325]","[3, 0, 2, 1, 3, 3, 3]",5.193024919346645,1.358449947538571
8,"[-5.52467688449106, -3.0434023686997396, -3.4737031287134563, -3.109668994368696]","[0.03132653373112809, 0.3745554953886738, 0.2435784865422323, 0.3505394843379659]","[0, 1, 3, 2, 0, 3, 2]",5.1205064354936525,0.9159140327478992
9,"[-7.10098950251237, -5.11133621309797, -4.895503848846202, -4.323968777578965]","[0.029887570535318663, 0.21856773843760638, 0.2712194702577951, 0.48032522076927986]","[0, 2, 3, 1, 2, 3, 1]",5.128750445630269,1.0093357137071637
10,"[-9.841398930843145, -6.545421642018544, -6.757874603279234, -8.030624217448201]","[0.017871760611858675, 0.48260530055964657, 0.39023385015554773, 0.10928908867294701]","[3, 0, 1, 2, 3, 3, 2]",4.981837806278737,1.0959242624735304
11,"[-9.219699680327222, -8.202727687714017, -10.93514460127123, -7.3911014610770565]","[0.09832988540803453, 0.27186347116216586, 0.017687940549152504, 0.6121187028806471]","[1, 3, 2, 0, 3, 2, 3]",5.565972898467764,1.1452950581182044
12,"[-6.040607426193644, -6.0558386970142895, -5.870122393129241, -5.309112983595522]","[0.19051436389388715, 0.18763457511726575, 0.22592715533893945, 0.39592390564990765]","[0, 2, 1, 3, 1, 3, 2]",4.9279111931390025,1.0610131293924046
13,"[-9.342125928911525, -8.311724767323145, -8.530957243505327, -7.587125801443806]","[0.08448675468266967, 0.23674791714927013, 0.1901405352894346, 0.48862479287862554]","[1, 2, 3, 0, 2, 3, 3]",5.135369685841174,1.1521948018403354
14,"[-4.694785301091308, -6.205941311863574, -4.179181158985734, -3.225333856719322]","[0.13808045330540436, 0.030468108069138047, 0.23123642046479978, 0.6002150181606578]","[0, 2, 1, 3, 0, 0, 2]",5.225101226939128,0.9627746770633948
15,"[-3.112324232920294, -3.108082524134849, -3.3192098160971426, -1.8128436041391356]","[0.15420783453014383, 0.15486332848107126, 0.12538834537046503, 0.5655404916183199]","[2, 0, 1, 3, 3, 2, 3]",4.77931405024448,0.7180931942167479
16,"[-18.888253439325204, -17.953085038294333, -16.394982145708056, -19.477023867772797]","[0.061715257945329685, 0.15722841078334837, 0.7468037898389331, 0.034252541432388775]","[3, 0, 2, 1, 3, 3, 2]",5.676133431729745,1.2630940847441152
17,"[-4.797386518086858, -4.573416674586986, -7.243760441273233, -7.231458679114886]","[0.4123168246491641, 0.5158220745182885, 0.03570954866062503, 0.036151552171922494]","[0, 1, 2, 3, 3, 0, 1]",4.58326394387653,0.9856663801365528
18,"[-25.694065859146676, -24.45792711294461, -33.44902048495324, -24.666934770922744]","[0.1382023658483399, 0.4757334775994171, 5.923542056846902e-05, 0.3860049211316745]","[3, 0, 1, 2, 3, 2, 1]",4.75188293521563,1.3806301234963765
19,"[-5.608616314028806, -3.882398164615756, -7.556586491662041, -5.304608930839199]","[0.12319512515188676, 0.6922780153056363, 0.01756308584238226, 0.16696377370009466]","[2, 1, 0, 3, 1, 2, 1]",4.380400739148968,0.9277548733231922
20,"[-9.627501581788072, -9.313387392219367, -13.224488503447448, -12.240249912167855]","[0.4048935503286455, 0.5543179191494152, 0.011096583545016013, 0.02969194697692325]","[3, 0, 2, 1, 3, 1, 1]",4.54076018203722,1.1651277834590874
